name,latitude,longitude,precipitation
Quart,45.740261,7.466604,4.929781420765029
Quero,45.921807,11.9315,5.300273224043713
Quincinetto,45.56296,7.807315,5.055737704918032
Radicone Troina,37.829642,14.576644,1.675409836065575
Regoledo,46.135091,9.551643,5.272950819672131
Resio,45.925692,10.250862,4.663114754098357
Rio pusteria,46.833333,11.616667,3.028415300546447
Rio riva,46.920333,11.954483,3.320218579234973
Riva garda nuovo,45.883103,10.837735,4.250819672131145
Roncovalgrande UP_RONCOVALG_1PS - Roncovalgrande Pumped Storage Power Plant Italy,46.067588,8.731877,6.474043715846994
Rovesca,46.060376,8.114612,5.587978142076501
"S,silvestro",46.149311,11.789193,5.159562841530051
S. floriano UP_SFLORIANO_2,46.290466,11.245401,2.971038251366121
S.fiorano,46.049856,10.351457,4.201092896174864
S.massenza - Vezzano molveno UP_S MASS CL_1,46.067653,10.983605,3.2967213114754115
Sagittario nuovo,41.99383,13.803905,2.1483606557377057
Saint-Clair,45.742573,7.622149,4.499180327868851
Salbertrand - Chiomonte,45.12167,6.979784,4.689344262295078
Salisano,42.259328,12.745778,2.933060109289618
Salsominore,44.643854,9.496569,3.9379781420764974
Sampeyre,44.579631,7.184521,3.89344262295082
San Michele Caroso Borzonasca,44.42463,9.395171,5.651639344262291
Sanfront,44.647034,7.321022,3.628688524590165
Sarentino,46.64352,11.355774,3.536065573770493
Satriano,38.666883,16.481205,2.6825136612021865
Saviner,46.43392,11.976792,4.312841530054641
Seled glorenza SELED GLORENZA,46.687919,10.546549,2.5010928961748653
Sendren,45.775066,7.826612,4.11967213114754
Signayes,45.73736,7.316601,5.6467213114754085
Sistema Alto Flumendosa Bau Muggeris Sa Teula,39.962222,9.505556,1.6453551912568305
Somplago UP_TAGLIAMENTO_1,46.343237,13.067161,6.141256830601091
Sondrio UP_SONDRIO_1,46.173,9.8876,5.186612021857924
Sorio nuova,45.44213,12.34014,3.895355191256833
Sospirolo,46.139444,12.067778,4.5628415300546425
Soverzene UP_SOVERZENE_1,46.201029,12.302334,4.494535519125682
Sperando,44.027651,10.765107,4.952185792349726
Spigno Monferrato,44.539551,8.338876,3.2961748633879786
Stanga,46.111111,12.100278,4.915300546448089
Stazzona,46.203898,10.133854,4.839071038251364
Storo,45.84925,10.58022,5.09125683060109
Suio,41.240815,13.932818,2.877049180327867
Suviana,44.170457,11.088812,3.647540983606559
Taio S.Giustina Mezzocorona UP_NOCE_1,46.326132,11.063244,2.971038251366121
Taloro (Gusana - Cucchinadorza - Benzone) UP_TALORO1_1 - Tumuele Baddu Ozzana,40.127148,9.140644,2.278142076502734
Tanagro,40.543612,15.44886,2.7461748633879783
Teglia,44.375151,9.878882,5.428142076502729
Telessio - Eugio - Rosone,45.433313,7.417422,5.93142076502732
Tirso,40.032651,8.896729,1.6702185792349729
Torbole UP_TORBOLE_1,45.882608,10.882742,4.250819672131145
Tornavento,45.59677,8.754735,5.0560109289617445
Torrent,45.682972,8.708733,5.177868852459015
Torrite,44.12125,10.404598,5.98743169398907
Triano,42.360941,14.138007,2.1199453551912577
Tusciano,40.657211,15.02305,4.04617486338798
UP_SGIACOMO_3,42.553001,13.556,3.569945355191257
Val noana,46.149311,11.789193,5.159562841530051
Valpelline UP_VALPELLIN_1,45.825196,7.333163,3.8849726775956266
Vaprio D'Adda,45.576941,9.535214,4.84945355191257
Varzo,46.20668,8.252412,6.889344262295079
Venamartello,42.769944,13.410185,3.0560109289617503
Venaus UP_VENAUS_1 (Venasco),45.161887,7.008396,3.8838797814207657
Verampio,46.210781,8.320614,5.073224043715852
Verres,45.666562,7.689111,5.017486338797811
Villa,41.961334,14.342717,2.670218579234973
Villa rinaldi,46.034722,12.679167,4.90136612021858
Vinadio,44.309025,7.176025,5.620218579234969
"Vizzola t,",45.6317,8.6865,5.177868852459015
Vobarno,45.640087,10.503473,4.482240437158466
Volturno,41.625824,14.089016,2.42295081967213
Zevio,45.372086,11.129292,3.987978142076501
Zuino,45.712165,7.882814,7.458743169398911
HC LUMBARDHI 1 2 Belaja DECANI,42.588809,20.179007,3.9762295081967216
Ujmani,42.940311,20.652053,1.5942622950819676
Kegums hpp Kegums HPP - Kegums Hydroelectric Power Plant Latvia,56.7405,24.7113,2.242349726775957
Plavinas hpp Plavinas HPP - Plavinas Hydroelectric Power Plant Latvia,56.583,25.2394,2.1071038251366137
Riga HPP,56.946004,24.105892,2.1866120218579246
Kaunohe Kauno KHE------HA1 - Kaunas Hydroelectric Power Plant Lithuania,54.87414,24.0,2.009289617486341
Kruonis & extension Kruonio KHAE-----HA1 - Kruonis Pumped Storage Hydroelectric Power Plant Lithuania,54.797866,24.248169,2.110655737704919
Hydropower Plant CHE-Costesti,47.8381,27.2246,1.961202185792351
Hydropower Plant Dubasari,47.2778,29.123,1.6196721311475413
HE Glava Zete,42.6,18.98,4.7620218579234965
Perucica Hydroelectric Power Plant Montenegro - Perucica Hydroelectric Power Plant Montenegro,42.6718,18.9951,3.590437158469947
Piva_G1 - Piva (Mratinje) Hydroelectric Power Plant Montenegro,43.272999,18.841999,3.1505464480874297
Globocica (Crn Drim) Hydroelectric Power Plant Macedonia,41.3371,20.6347,2.074043715846995
Kalimantsi Hydroelectric Power Plant Macedonia - Kalimantsi Hydroelectric Power Plant Macedonia,41.97115,22.57809,2.0612021857923493
Kozjak Hydroelectric Power Plant Macedonia - Kozjak Hydroelectric Power Plant Macedonia,41.8792,21.1921,2.0923497267759563
Matka Hydroelectric Power Plant Macedonia - Matka Hydroelectric Power Plant Macedonia,41.9528,21.2982,1.885792349726776
Raven Hydroelectric Power Plant Macedonia - Raven Hydroelectric Power Plant Macedonia,41.7791,20.8563,2.1980874316939905
Spilje Hydroelectric Power Plant Macedonia,41.4936,20.5054,2.635792349726776
Sveta Peka Hydroelectric Power Plant Macedonia - Sveta Peka Hydroelectric Power Plant Macedonia,41.9249,21.2647,1.885792349726776
TIKVES G1 - Tikves Hydroelectric Power Plant Macedonia,41.404999,21.936001,1.169398907103825
VRUTOK G1 -  Mavrovo Vrutok Hydroelectric Power Plant Macedonia,41.771,20.84,2.1980874316939905
Vrben Hydroelectric Power Plant Macedonia - Vrben Hydroelectric Power Plant Macedonia,41.7166,20.7219,2.66311475409836
Aall-Ulefoss,59.281502,9.253044,3.527049180327868
Adamselv,70.409578,26.701878,2.1098360655737705
Alta krv,69.717916,23.795677,2.143715846994536
Andåsfossen,65.822425,13.259879,6.116120218579233
Askerudfoss,60.20311,10.342111,2.749453551912568
Aunfoss,64.610022,12.578041,4.85928961748634
Aura,62.664258,8.514969,6.514480874316941
Aurland I,60.8525,7.300704,5.289071038251367
Aurland II H,60.805201,7.377305,5.711475409836066
Aurland II L,60.804331,7.378572,5.711475409836066
Aurland III,60.798131,7.571407,5.0437158469945365
Aurland IV (Vangen),60.901828,7.178971,5.021584699453552
Aurland V (Reppa),60.804002,7.35285,5.0437158469945365
Bagn,60.827132,9.548789,2.7997267759562856
Bardufoss,69.043788,18.589681,3.7393442622950857
Befring,61.609102,6.635326,7.975136612021859
Begna,60.202559,10.249582,2.749453551912568
Bele,63.017618,8.527644,5.566120218579234
Bergerfoss,60.227748,10.376135,2.749453551912568
Bergsbotn,69.433207,17.483038,4.03743169398907
Bergselva,69.299368,19.985893,4.481420765027323
Bergstø,59.906073,6.497474,7.323224043715841
Berild,62.447595,7.487445,6.764207650273229
Berlifoss,58.945844,8.482479,4.07814207650273
Bingsfoss,59.989971,11.264708,2.6357923497267777
Bjelland,58.405782,7.523531,5.208196721311475
Bjerka,66.062707,13.997822,6.2882513661202175
Bjordalen,59.674243,8.558921,4.349180327868849
Bjølvo,60.440065,6.406111,9.050546448087427
Bjørdal,62.134077,6.298791,6.645901639344264
Bjørgelva,69.144622,17.945353,4.185519125683061
Bjørkåsen,68.327861,16.786002,5.496721311475408
Bjørndalen,61.821713,5.799066,7.125409836065568
Bjørndalselva,61.5096,6.287082,7.910109289617488
Blådalselva,60.764629,5.385733,8.119672131147539
Blåfalli III H,59.874602,6.073856,10.152459016393443
Blåfalli III L,59.874725,6.074131,10.152459016393443
Blåfalli IV,59.930933,6.197613,9.456830601092898
Blåfalli V,59.919097,6.187562,9.456830601092898
Blåfalli Vik,59.844023,5.994117,8.910655737704918
Boen Foss,58.245048,8.1401,5.154098360655738
Bogna,64.228736,12.025878,4.633060109289616
Borgund,61.061044,7.822617,4.299726775956286
Borregaard,59.276365,11.129869,3.315573770491805
Braskereidfoss,60.706254,11.791752,2.4234972677595645
Bratsberg,63.357887,10.447937,4.307923497267761
Brattingfoss,64.046234,11.082015,4.097540983606559
Brattset,62.802952,10.017076,3.416393442622952
Breiava,59.159053,6.612866,7.732786885245902
Breivikelva,67.054756,14.478863,6.896174863387981
Brokke,59.12481,7.5063,4.7581967213114735
Brulandsfoss,61.435682,5.915368,8.206557377049183
Brunstad,62.284418,6.67713,5.796448087431692
Bruvollelva,64.266277,12.294282,3.924590163934424
Brødbølfoss,60.033452,12.371142,2.555464480874316
Byafossen,64.038142,11.552689,3.9945355191256806
Byrkjelo,61.733639,6.508575,6.719398907103822
Byrte,59.496878,7.829058,4.048907103825134
Båtsvatn,68.090128,17.716649,4.919672131147538
Bøhnsdalen,60.286995,11.194128,3.072131147540983
Bøylefoss,58.596229,8.716276,4.2054644808743165
Daja,67.082708,16.055171,5.864480874316939
Dale (Volda),62.063379,5.926892,7.932513661202186
Dale II,60.581955,5.823857,8.507650273224046
Dalelva,60.12831,6.233554,8.734426229508195
Dalsfos,58.96678,9.313175,3.881147540983605
Dalvatn,59.690494,6.570213,10.003278688524588
Dauremål,61.829094,5.78213,7.125409836065568
Deveggåe,60.251962,8.83648,3.050000000000001
Dittielva,68.656321,18.784474,3.941256830601094
Dividalen,68.875556,19.560557,2.922131147540984
Djupdal,59.939501,9.339152,3.0994535519125685
Dokka,60.810641,10.135008,3.2499999999999987
Dokkelva,62.679671,8.137279,6.8418032786885234
Dragefossen,67.023919,15.321611,5.009016393442624
Driva,62.627288,8.893746,3.664207650273224
Duge,59.128899,6.892177,6.661748633879787
Duvedalen,60.960885,5.48906,8.796721311475407
Dversetelva,67.161093,15.405711,5.422950819672131
Dynjanfoss,58.951934,8.394045,4.07814207650273
Dyrdalselva,61.116097,6.01307,7.57459016393442
Dyrnesli,61.204094,5.811217,8.42950819672131
Døla,63.951327,11.65664,4.0489071038251385
Døvikfoss,59.885624,9.909036,3.031693989071036
Egge,61.683966,6.521126,6.939617486338792
Eid,60.720717,9.713376,2.7844262295081976
Eidefossen,61.8037,9.303697,2.426229508196721
Eidsdal,62.225603,7.143688,5.796448087431692
Eidsfoss,59.297123,9.219933,3.527049180327868
Eidsfossen,61.756715,6.245702,6.719398907103822
Eikelandsosen,60.255341,5.74083,10.25655737704917
Einunna,62.231331,10.342027,1.977322404371584
Eiriksdal,61.238651,6.159359,8.02704918032787
Ekkjestølen,59.791456,6.767096,8.65737704918033
Eldao,61.46122,7.03845,6.659016393442629
Eldrevatn,61.01993,8.127023,3.7144808743169393
Ellenelva,69.380694,19.644744,4.5775956284153
Embretsfoss,59.902164,9.925332,2.9581967213114755
Engeset,62.264103,6.860074,5.796448087431692
Evanger,60.662252,6.118739,8.208743169398904
Evenstad,58.543204,8.673748,4.3188524590163935
Fagerli,67.116045,16.067266,5.864480874316939
Fagervollan,66.375658,13.657311,9.01366120218579
Fall,60.678333,10.352728,2.978415300546449
Faslefoss,60.958423,9.300065,2.614754098360656
Fausa II,62.357548,6.894803,6.486885245901647
Fellesanlegget Kykkelsrud-Fossumfoss,59.579898,11.100725,3.065573770491802
Finndøla,59.187073,8.039687,4.178688524590161
Finså,58.65991,6.698752,6.293715846994536
Fiskløysa,64.465473,14.03276,3.0745901639344275
Fivelandselva,59.674717,6.418735,9.95874316939891
Fjellet,59.400865,9.550383,3.748633879781417
Fjelna,63.199304,9.006507,6.004918032786884
Fjone,59.21679,8.451892,4.127595628415301
Fjæremsfoss,63.321965,10.436126,4.060109289617484
Flatenfoss 2,58.629922,8.688104,4.043989071038252
Flatenfoss 3,58.629862,8.687982,4.043989071038252
Flittig,59.323002,9.53647,3.706830601092895
Flørli,59.010982,6.445127,8.595901639344254
Follafoss,63.986371,11.094741,4.000546448087435
Follsjå,59.659779,9.213667,3.50655737704918
Forneselva,69.596644,19.903016,3.590983606557378
Forsanvatn,67.950665,15.654038,5.488797814207648
Forsland,66.074163,13.047689,6.969945355191256
Forså,66.951346,14.2253,6.892076502732234
Fossan,63.027127,11.70028,4.193989071038252
Fossan,68.662854,17.697002,5.692349726775955
Fossbråten,60.976724,9.295138,2.614754098360656
Fossheim,61.579621,6.502653,8.44453551912568
Fossmark,58.976905,6.24297,6.919945355191262
Fossmark,60.51216,5.725404,8.408469945355188
Framruste,61.937434,7.886853,3.7969945355191257
Fritzøe,59.052673,10.018279,3.751912568306009
Frøland,60.384643,5.806852,8.478961748633878
Frøystul,59.824603,8.345011,3.77103825136612
Funna,63.440244,11.742539,5.10792349726776
Funnefoss,60.167127,11.529376,2.651639344262295
Furegardane,60.636372,6.17251,8.208743169398904
Furset,62.282863,6.884733,5.796448087431692
Fykanvannet,66.796795,14.000749,7.819945355191262
Gamlebrofoss,59.657714,9.651615,3.158743169398908
Gandvik,70.014732,29.115253,1.7792349726775951
Gaudøla,62.685993,8.416823,6.514480874316941
Gaula,62.802846,11.370119,3.825956284153005
Gausbu,59.367561,7.892581,4.1587431693989085
Gausvik I,68.608998,16.493108,4.349180327868849
Geithusfoss,59.928859,9.963443,2.9581967213114755
Geitåni,60.649557,6.007385,8.488524590163934
Gire,60.501992,9.136954,2.7308743169398904
Gisnafallet,62.694766,9.941145,2.952459016393444
Gjerdsvika,62.256071,5.583926,6.574863387978144
Gjesdal,61.487222,6.120527,8.049180327868848
Gjetingsdalen,60.138493,6.240125,8.734426229508195
Gjuva,60.929668,8.422985,3.588251366120219
Gjønaelva,60.260097,5.865826,7.913387978142077
Glomfjord,66.796875,14.000939,7.819945355191262
Gosland,60.608276,6.344046,6.558196721311476
Govddesåga,66.923648,14.393596,7.237978142076496
Grana,62.915995,9.680167,3.72021857923497
Gravfoss I,59.931023,9.945466,2.9581967213114755
Gravfoss II,59.929421,9.946417,2.9581967213114755
Gresslifoss,63.053018,11.489542,4.193989071038252
Grunnåi,59.517958,8.671041,3.7620218579234943
Grytendal,65.184825,12.798047,7.666939890710384
Grytneselva,62.723486,8.114792,5.81256830601093
Gryto,60.414314,6.25049,7.653551912568305
Grytten,62.500671,7.776139,6.489071038251364
Grytåga,65.803544,12.72901,7.616393442622948
Gråsjø,62.933703,9.125257,5.689071038251367
Grøa,62.639218,8.730667,6.040710382513661
Grønsdal,60.44001,5.860706,9.3551912568306
Grønvollfoss,59.658549,9.207749,3.50655737704918
Grøslandselva,60.417901,9.375481,3.653551912568304
Grøvla,61.499777,5.975762,8.104918032786879
Gudåa,63.438872,11.616029,5.074316939890712
Hafslund,59.274985,11.129381,3.315573770491805
Hakavik,59.624806,9.953291,3.158743169398908
Hammeren,59.996669,10.749974,3.329508196721312
Hanefoss,58.530183,8.334636,4.4275956284153
Hardeland H,59.657666,6.096468,8.824863387978136
Hardeland K,59.657561,6.096339,8.824863387978136
Harpefossen,61.581624,9.842172,2.5904371584699453
Hatlestad,61.384128,6.737623,7.032240437158469
Haugafossen,60.28032,6.264236,7.913387978142077
Haugfoss,59.913781,9.885792,2.9581967213114755
Haukeli,59.732555,7.544277,4.197540983606555
Haukland,58.465032,6.544322,6.096994535519125
Haukrei,59.204847,7.835123,4.200546448087431
Heggmoen,67.355703,14.8518,6.108196721311478
Hegsetfoss,63.164753,11.231371,4.00245901639344
Hekni,58.996124,7.54686,4.804644808743168
Helganes,59.499145,6.57497,9.41065573770491
Helgheim,61.561844,6.403492,8.178142076502732
Helgåa,62.061383,5.752021,7.932513661202186
Hellandsfoss,60.83077,5.881864,10.72841530054645
Hellandsfossen,60.832358,5.883056,10.72841530054645
Hellefoss,59.787085,9.900813,3.0715846994535507
Hellifossen,65.066945,12.3519,6.146721311475409
Hemsil I,60.802417,8.638246,2.8325136612021864
Hemsil II,60.705018,8.969284,2.5207650273224056
Hensfoss,60.208303,10.239006,2.749453551912568
Herand,60.346716,6.404039,8.311202185792352
Herje,62.668789,7.532345,6.371584699453553
Herva,61.565819,7.86585,5.560109289617484
Hesjeberg,68.730314,17.470616,5.09262295081967
Hinøgla,61.495152,9.278089,2.5426229508196725
Hisvatn,58.609254,6.895574,6.313114754098362
Hjartdøla,59.608253,8.713219,4.542896174863386
Hjelmeland,59.223845,6.219298,7.839344262295079
Hodnaberg,60.55784,6.211286,8.501639344262294
Hofsfoss,60.185024,10.241127,2.749453551912568
Hogga,59.310502,9.045155,3.527049180327868
Hogstad,59.321348,9.657249,3.706830601092895
Hol I (Urunda),60.62675,8.181679,3.321584699453552
Hol I (Votna),60.626677,8.182144,3.321584699453552
Hol II,60.611234,8.26258,3.0338797814207648
Hol III,60.58293,8.404554,2.864480874316944
Holen,61.355592,7.086449,5.66584699453552
Holen,59.346,7.2493,4.758196721311474
Holen I-II,59.353128,7.247817,5.397814207650272
Holen III,59.353127,7.247782,5.397814207650272
Holmen,60.849199,6.722972,7.136612021857919
Holsen,61.419767,6.158174,7.378688524590163
Hommelfoss,60.900223,5.617947,9.438524590163937
Hopland,61.863325,6.321515,6.709836065573773
Hopselva,60.31221,5.669692,8.420765027322405
Hovatn,58.983853,7.67232,4.804644808743168
Hove,61.066514,6.589224,6.610928961748631
Hovland,61.593455,5.443195,11.176775956284152
Hunderfossen,61.219683,10.439034,3.107377049180327
Hunsfoss,58.265174,7.966342,5.154098360655738
Hylen,59.557855,6.602344,9.745628415300546
Hynna,63.057755,11.43934,3.906830601092897
Håen,63.113494,10.478311,4.186338797814209
Håkvik,68.403304,17.42153,5.644262295081966
Hålandsfoss,61.330877,5.413983,9.448633879781422
Håvardsvatn,60.10165,6.913308,6.306830601092895
Håverstad,58.505942,7.417104,5.355737704918036
Høgefoss,58.951596,8.517097,4.07814207650273
Hønefoss,60.169989,10.25448,2.7136612021857944
Høyanger K5A,61.21888,6.063321,8.013934426229508
Høyanger K5B,61.218822,6.063635,8.013934426229508
Høylandsfoss,58.281282,6.815432,6.823224043715848
Ildgrubfossen,66.300896,14.350961,6.246174863387979
Imsland,59.478233,5.990793,8.022404371584697
Innset,68.659576,18.824753,3.941256830601094
Istad,62.805201,7.700295,6.043442622950822
Iveland,58.390377,7.894692,4.910109289617484
Jordal,62.754863,8.315464,6.204644808743171
Jordal,61.334108,6.687803,6.165300546448087
Jordalen 2,60.869995,6.724412,7.136612021857919
Jostedal,61.520817,7.308742,6.945355191256825
Jukla,60.191554,6.389272,8.448907103825135
Julfoss,63.41285,10.944374,4.432513661202181
Julskaret,63.140481,10.968042,4.00245901639344
Juvfossen,62.246257,6.890173,5.796448087431692
Jørundland,58.906297,8.22607,4.339890710382513
Jøssang,59.002831,6.081567,6.925409836065573
Jøssingfjord,58.326221,6.351906,6.613934426229506
Kaggefoss,59.947544,9.934564,2.9581967213114755
Kaldestad,60.364247,6.150254,8.311202185792352
Kaldestad,60.554265,6.029858,8.501639344262294
Kaldsåni,59.540832,7.33328,5.380327868852456
Kalvedalen,61.258271,8.757071,3.53879781420765
Kandal,61.671548,6.379287,6.939617486338792
Kangsliåga,66.148018,13.850365,5.945081967213112
Kanndalen,62.675889,8.157595,6.8418032786885234
Kaupanger 3,61.198121,7.224067,4.911202185792348
Kildalen,69.665984,21.10666,3.8423497267759568
Kinnforsen,66.127928,13.61361,5.945081967213112
Kinso,60.351842,6.757931,8.071857923497266
Kiste,59.242816,9.811942,3.9013661202185808
Kjela,59.736731,7.434555,4.197540983606555
Kjeldalselva,69.290812,19.910354,4.481420765027323
Kjensvatn,66.057335,14.243865,6.85628415300548
Kjosfoss,60.747019,7.134844,6.209836065573773
Kjøsnesfjorden,61.511812,6.60963,8.44453551912568
Kleiva,59.739328,6.518956,10.003278688524588
Klosterfoss,59.198381,9.609542,3.6068306010928937
Kløvtveit,60.976254,5.280915,8.796721311475407
Knutfoss,64.522753,12.426384,4.594262295081966
Kobbelv,67.621621,16.007076,6.964754098360652
Kobbholm,69.762373,30.706416,1.816939890710383
Kolsvik,65.209196,12.796868,7.666939890710384
Kongsfjord I,70.598729,29.057905,2.4860655737704915
Kongsfoss,59.89513,9.911384,2.9581967213114755
Kongsvinger,60.202822,11.892736,2.541803278688526
Kopa,62.033469,6.39558,6.475683060109291
Krogstadelva,68.884472,18.420259,4.745628415300548
Krokevatn,60.983711,5.698632,8.920491803278688
Kuli,58.716285,6.632243,6.4114754098360605
Kulu,60.616102,8.534165,2.706557377049181
Kupe,61.639534,5.098009,11.176775956284152
Kuråsfoss,62.673965,11.454045,2.5688524590163944
Kvanndal,59.658147,6.985079,7.940710382513656
Kvannvatn,66.417748,14.522988,6.379508196721314
Kvassteinåga,66.127891,13.572895,5.945081967213112
Kvemma,61.042128,7.767102,4.299726775956286
Kvilldal,59.526995,6.658841,9.41065573770491
Kvinen,58.935618,7.088094,5.819945355191259
Kvitno,60.174717,6.546339,8.734426229508195
Kvittingen,60.464284,5.915178,8.592896174863391
Kvænangsbotn,69.720002,22.057216,2.6193989071038257
Kåven,70.117984,22.796744,2.9202185792349726
Lakshola,67.451702,15.742424,6.6849726775956295
Lang-Sima,60.507421,7.140704,6.492349726775955
Langdalselva,70.026561,22.099499,3.97103825136612
Langedal,61.563993,5.572292,9.239617486338796
Langedalen,62.072866,6.799832,6.507650273224044
Langfjord,65.375988,12.699796,6.833879781420764
Langfoss,58.901719,9.337977,3.94207650273224
Langvatn,66.336842,14.166999,6.246174863387979
Lassajavrri,69.658857,22.217542,2.4275956284152995
Laudal,58.244885,7.515696,5.463387978142077
Lavkajohka,69.235588,20.523863,4.066939890710383
Leikanger,61.204764,6.708265,5.574590163934422
Leinafoss,60.831726,7.118358,5.289071038251367
Leirdøla,61.4371,7.23479,6.322950819672132
Leirelva,66.044449,14.063713,6.2882513661202175
Leirfossene,63.372365,10.404037,3.997814207650274
Leiro,60.406628,7.376671,5.37896174863388
Leiråa,65.327052,12.918319,7.943715846994542
Leknesvatn,61.434683,5.35534,8.888251366120219
Lindland,58.358826,6.300171,6.152185792349725
Linvasselv,64.652493,13.786226,3.39207650273224
Lio,59.465161,7.932223,3.851092896174863
Lislevatn,58.57946,7.967914,4.940437158469942
Litj-Hena,63.04971,11.487127,4.193989071038252
Litjfossen,62.662417,10.139673,2.952459016393444
Litledalen,59.663476,6.065529,7.724043715846994
Logna,58.763639,7.51007,5.57650273224044
Lomen,61.140411,8.881986,3.213934426229509
Lomi,67.120911,16.120824,5.864480874316939
Lutufallet,61.065634,12.581802,2.393169398907105
Lya,60.664311,8.680959,2.4617486338797816
Lysebotn 2,59.065338,6.632272,7.909836065573771
Lysvatn,66.875106,13.84261,7.650819672131145
Løpet,61.163873,11.456755,2.878415300546448
Matre H,60.870058,5.596857,9.9120218579235
Matre M,60.872581,5.594089,9.9120218579235
Mattisfoss,69.916531,23.013535,2.160928961748634
Maudal,58.764683,6.36841,7.496994535519123
Mauranger,60.127577,6.337427,8.734426229508195
Mel,61.350357,6.573761,7.629234972677594
Mela,64.254483,12.545905,3.924590163934424
Melkefoss,69.399382,29.7873,1.5000000000000002
Meråker,63.407563,11.776733,4.400546448087433
Mesna,61.115301,10.454126,3.157103825136609
Middøla,59.929771,8.748934,3.5256830601092903
Midtlæger,59.833807,6.9935,5.536338797814205
Midtre Tessa,61.842305,8.960191,2.786338797814209
Moflåt,59.883233,8.684686,3.723224043715847
Mosbakka,59.639354,6.298696,9.95874316939891
Mosvik,63.726499,10.865013,3.954918032786889
Muoidejohka,66.811343,14.644825,7.548087431693986
Mydalen,59.715441,8.699349,4.11174863387978
Myklebost,61.524872,6.35634,8.178142076502732
Mykstufoss,60.050395,9.19932,3.620218579234971
Myster,60.738619,5.806827,10.548633879781413
Mågeli,60.132949,6.628084,9.45027322404371
Målset,60.978203,6.516092,6.441803278688529
Mår,59.885318,8.674014,3.723224043715847
Mølleelva,69.950044,23.06281,2.649453551912569
Mørre,63.927744,10.233434,5.8185792349726775
Naddvik,61.176752,7.626967,5.272404371584697
Nea,63.032064,11.703242,4.193989071038252
Nedalsfoss,62.957739,12.098549,3.680601092896174
Nedre Bersåvatn,60.168571,6.671918,7.481420765027321
Nedre Fiskumfoss,64.543207,12.454644,4.607923497267762
Nedre Leiråga,66.441674,13.86279,8.17704918032786
Nedre Markevatn,61.462957,5.322115,8.131420765027325
Nedre Nea,63.155303,11.235879,4.00245901639344
Nedre Otta,61.792927,9.383549,2.426229508196721
Nedre Porsa,70.401409,23.627292,3.03032786885246
Nedre Røssåga,66.052027,13.774634,6.289344262295087
Nedre Svultingen,61.154509,5.350066,7.756010928961745
Nedre Tessa 1,61.846025,8.96078,2.786338797814209
Nedre Tessa 2,61.846032,8.961143,2.786338797814209
Nedre Vinstra,61.564563,9.792926,2.5904371584699453
Nes,60.603391,9.064691,2.4617486338797816
Neselva,61.694729,6.373533,6.939617486338792
Nessane,61.13531,6.272163,6.8289617486338825
Neverdalsåga,66.822241,13.980626,7.819945355191262
Niingen,68.53702,17.028627,4.671857923497269
Nomeland,58.356703,7.904827,4.910109289617484
Norddalen,68.174304,17.919127,5.481967213114755
Nordvik,62.869929,8.622095,4.9043715846994544
Nore I,60.267223,8.959338,3.5166666666666657
Nore II,60.238241,9.00084,3.61311475409836
Novle,59.831861,6.881373,7.789071038251369
Nybrufoss,59.667538,9.652135,3.158743169398908
Nybuelvi,60.553377,9.183276,2.3669398907103827
Nye Suvdøla,59.1495,8.815056,4.285519125683061
Nye Verma,62.345564,8.046513,4.136065573770491
Nygard,60.892783,6.065015,9.953005464480864
Nygård,68.475637,17.626088,5.472950819672132
Nyset,61.163283,7.750692,4.954098360655737
Nørlandselva,60.822291,5.381364,9.9120218579235
Offervann,70.360458,26.891966,2.2663934426229497
Oftedal I,58.542325,6.734958,6.111748633879782
Oftedal II,58.542997,6.709784,6.111748633879782
Oksebotn,60.738549,6.261966,8.357377049180323
Oksla,60.125942,6.568911,8.734426229508195
Oldereid,67.129685,14.955136,5.292076502732242
Oltedal,58.828059,6.055008,6.443989071038256
Oltesvik,58.851993,6.123135,6.023497267759559
Ormsetfoss,63.84787,10.682239,4.382513661202185
Osa,61.237602,11.517878,3.0748633879781417
Osbu,62.508165,8.473322,5.9967213114754125
Osdalen,61.992549,6.358703,7.242622950819672
Osen,58.662373,6.617867,6.293715846994536
Osen,59.356167,8.177044,3.5655737704918016
Osfallet,61.201663,11.506418,2.878415300546448
Osteren,69.311689,17.166028,4.98551912568306
Pikerfoss,59.721147,9.594435,3.068852459016393
Pålsbu,60.433067,8.734342,2.749180327868853
Ramfoss,60.084174,9.816174,2.7333333333333343
Rana,66.294966,14.270422,5.692076502732242
Rasdalen,60.636289,5.963677,8.488524590163934
Raukforsen,67.671732,16.060866,6.933333333333333
Refsdal,61.021375,6.567661,6.610928961748631
Reinfossen,66.349608,14.342784,6.246174863387979
Reingardsåga,66.441763,14.259013,8.17704918032786
Reinset,62.804585,8.502891,5.422404371584698
Reinskar,66.944213,14.122051,6.813934426229507
Reinåga,66.037574,13.854985,6.289344262295087
Rekvatn,67.824218,15.993795,6.94972677595628
Rendalen,61.811303,11.114915,2.554371584699455
Reppa,66.645942,13.560479,8.921857923497269
Repvåg,70.773547,25.616486,2.1546448087431704
Riksheimdal,62.340278,6.531834,6.9603825136612025
Ringdal,62.08921,6.853629,6.737978142076504
Ringedalen,60.115822,6.625288,9.45027322404371
Rognsfossen,60.632487,6.431703,6.558196721311476
Romøyri,61.285947,6.684627,5.492349726775955
Rongkleiv,61.664138,5.912952,10.82404371584699
Roppa,61.240405,10.058534,2.9579234972677613
