name,latitude,longitude,ndvi
Roßhag Rosshag-KW - Rosshag Pumped Storage Power Plant Austria,47.086876,11.774061,0.6879647374153137
Schwarzach-KW,46.929001,12.545,0.733257532119751
Schonau,47.775426,14.650605,0.10389208048582077
Salza,47.491345,13.956943,0.7301127910614014
Schwarzach,47.3152,13.1389,0.3531494736671448
St. Martin,46.987392,15.091178,0.7326764464378357
Sidan-KW,47.348999,11.885,0.7974892854690552
Schärding neuhaus,48.4355526,13.44094485,0.06015259400010109
Soelk-KW,47.433998,13.949,0.6684914827346802
St. Johann,47.3386,13.1974,0.3950614929199219
St. Georgen,47.104453,14.087593,0.6022346615791321
Spielfeld,46.716449,15.62127,0.3102496266365051
Strubklamm,47.79940564,13.04399014,0.04679281637072563
St. Pantaleon,48.224936,14.53116,0.2758544683456421
St. Veit,47.3214,13.1744,0.30958232283592224
Vermuntwerk,46.9684,10.0599,0.49010610580444336
Staning,48.098607,14.468763,0.2795301675796509
Triebenbach,47.5,14.4667,0.7412640452384949
Ternberg,47.9333,14.35,0.7859614491462708
Wald,47.9044444,13.0263889,0.6382184624671936
Urreiting,47.3749,13.2101,0.1943325400352478
Walgauwerk,47.192,9.6815,0.6459425091743469
Vienna-Freudenau,48.1766,16.0,0.6915192604064941
Villach,46.6329,13.8294,0.03983866795897484
Wallnerau Salzach stage,47.316,13.141,0.39559227228164673
Wallnerau underwater stage,47.31554,13.140946,0.34175509214401245
Weinzödl,47.108388,15.392094,0.2673288881778717
Ybbs-Persenbeug,48.1892,15.0682,0.08496051281690598
Wiestal,47.79940564,13.04399014,0.04679281637072563
Weyer,47.84903023,14.63882788,0.2757279574871063
Wallsee-Mitterkirchen,48.1666,14.6953,0.035430658608675
Werfen-Pfarrwerfen,47.4698,13.1945,0.10511993616819382
Varvara,40.6837,47.0926,0.2712444067001343
Zederhaus,47.15,13.5,0.7292056679725647
Beverce robertville Beverce (Robertville) Hydroelectric Power Project Belgium - Beverce (Robertville) Hydroelectric Power Project Belgium,50.4387,6.0386,0.5524897575378418
Mingechevir,40.79,47.0287,0.25265631079673767
COO,50.3849,5.8618,0.5524788498878479
Shamkir,40.9487,46.168,0.2792014181613922
Yenikend,40.9193,46.2829,0.0800832211971283
HEID-DE-GOREUX 1,50.426,5.7328,0.5964842438697815
HU ANDENNE,50.4928,5.07,0.2690584659576416
HU LIXHE,50.7517,5.6863,0.13164477050304413
HU IVOZ-RAMET,50.5922,5.4613,0.01981719397008419
HU AMPSIN-NEUVILLE,50.5335,5.2962,0.1056147888302803
HU MONSIN,50.6517,5.6308,0.17543353140354156
HU GRAND-MALADES,50.4665,4.8992,0.06958610564470291
PLATE TAILLE T,50.1884,4.3861,0.23457978665828705
Capljina Pumped Storage Power Plant Bosnia and Herzegovina,43.0133,17.8041,0.4441128075122833
Bocac Hydroelectric Power Plant Bosnia and Herzegovina,44.5075,17.1618,0.2190023511648178
Jajce I Hidroelektrana Bosnia and Herzegovina,44.3774,17.2816,0.7154300212860107
Krupa Hydroelectric Power Plant Bosnia and Herzegovina,44.5624,17.135,0.5394242405891418
Jajce II Hidroelektrana Bosnia and Herzegovin,44.4279,17.2404,0.7131516337394714
Jablanica Hydroelectric Power Plant Bosnia and Herzegovina,43.6924,17.7325,0.16858108341693878
Grabovica Hydroelectric Power Plant Bosnia and Herzegovina,43.5872,17.7189,0.16859762370586395
Mostar Hydroelectric Power Plant Bosnia and Herzegovina,43.3776,17.8449,0.1288985162973404
Trebinje I Hydroelectric Power Plant Bosnia and Herzegovina,42.7338,18.4971,0.16737894713878632
Mostarsko Blato Hydroelectric Power Plant Bosnia and Herzegovina,43.2989,17.794,0.5816893577575684
Trebinje II Hydroelectric Power Plant Bosnia and Herzegovina,42.7066,18.3805,0.29476198554039
Salakovac Hydroelectric Power Plant Bosnia and Herzegovina,43.4478,17.8369,0.2561613619327545
Pec Mlini Hydroelectric Power Plant Bosnia and Herzegovina,43.3375,17.3261,0.6087487936019897
Rama Hydroelectric Power Plant Bosnia and Herzegovina,43.747,17.6758,0.6483283042907715
Barzia HPP,43.19,23.167,0.8197943568229675
Visegrad Hydroelectric Power Plant Bosnia and Herzegovina,43.7603,19.2891,0.06339012831449509
Beli Iskar + Mala Tsarkva + Simeonovo HPP,42.1373,23.5691,0.28196167945861816
Aleko Aleko Hydroelectric Power Plant Bulgaria - Aleko Hydroelectric Power Plant Bulgaria,42.1194,24.289,0.4738290011882782
Batak Batak Hydroelectric Power Plant Bulgaria - Batak Hydroelectric Power Plant Bulgaria,41.91922,24.19305,0.6362550258636475
IVAILOVGRAD,41.5839,26.1075,0.19085828959941864
Klisoura HPP,43.16859,23.15498,0.5299272537231445
Alexander Stambolyski Hydro Power Site,43.1213,25.171,0.016717882826924324
KARDZHALI,41.6334,25.3381,0.48816511034965515
Kalin + Kamenitsa + Pastra + Rila HPP,42.07,23.13,0.8253519535064697
Devin Devin Hydroelectric Power Plant Bulgaria - Devin Hydroelectric Power Plant Bulgaria,41.72052,24.42502,0.412981241941452
HPP Tsankov kamak,41.83225,24.42183,0.34228047728538513
Kokalyane HPP,42.58398,23.42819,0.629488468170166
Lilyanovo,41.62674,23.33449,0.6955621838569641
Koprinka HPP (Kaplan),42.6125,25.3198,0.2926517724990845
Krichim + Vacha I + Vacha II Hydro Power Plant,42.02719,24.47085,0.545734167098999
PSCHAIRA GEN,42.1603,23.8612,0.6840970516204834
PSBELMEKEN,42.1996,23.8586,0.3877759575843811
PESHTERA,42.0132,24.2574,0.5805938839912415
Petrohan HPP,43.12,23.12,0.6999190449714661
Pasarel Hydro Power Station,42.5441,23.4861,0.6339442729949951
MOMINA KLISU,42.232,23.9494,0.49634814262390137
Orphey Orfeus bulgeria HPP_ORFEUS_PUMP - Orfeus Pumped Storage Hydroelectric Power Plant Bulgeria,41.94027778,24.44666667,0.1242004781961441
Pirin HPP,41.5745,23.5626,0.7929307818412781
Sandanski I,41.58536,23.2905,0.6352730393409729
Popina Laka,41.65627,23.3754,0.7250107526779175
Spanchevo HPP,41.56265,23.56559,0.6907282471656799
Studen kladenets Studen Kladenets Hydroelectric Power Plant Bulgaria - Studen Kladenets Hydroelectric Power Plant Bulgaria,41.61227,25.64052,0.310392290353775
Stara Zagora HPP,42.4452,25.6364,0.34704530239105225
SESTRIMO,42.2083,23.9158,0.5109667778015137
Dubrovnik Hydroelectric Power Plant Bosnia and Herzegovina,42.6037,18.2357,0.4825177788734436
Teshel Teshel Hydroelectric Power Plant Bulgaria - Teshel Hydroelectric Power Plant Bulgaria,41.6428,24.153,0.15921634435653687
Dubrava Hydroelectric Power Plant Croatia Croatia,46.3205,16.7489,0.25782954692840576
Fužine,45.3049852,14.7148369,0.3942885994911194
Djale Hydroelectric Power Plant Croatia,43.5745,16.7115,0.33544352650642395
HE Rijeka,45.33499908,14.45199966,0.45600733160972595
Cakovec Hydroelectric Power Plant Croatia Croatia,46.3113,16.4945,0.2233176827430725
Golubic Hydroelectric Power Plant Croatia Croatia,44.09,16.2204,0.6038382649421692
Gojak Hydroelectric Power Plant Croatia Croatia,45.2989,15.2633,0.654452919960022
Hidroelektrana Velebit / Velebit pump,44.2007328,15.6811168,0.21809391677379608
Jaruga Hydroelectric Power Plant Croatia Croatia,43.805,15.9626,0.5043663382530212
Maljacka Hydroelectric Power Plant Croatia Croatia,44.0019,16.0192,0.6535719037055969
Peruca Hydroelectric Power Plant Croatia,43.7951,16.5968,0.5528569221496582
Kraljevac Hydroelectric Power Plant Croatia,43.4307,16.8849,0.5246632099151611
Lesce Hydroelectric Power Plant Croatia Croatia,45.3485,15.3452,0.30453377962112427
Orlovac Hydroelectric Power Plant Croatia,43.6737,16.784,0.46728524565696716
Ozalj Hydroelectric Power Plant Croatia Croatia,45.6143,15.4778,0.4382224977016449
Vinodol Hydroelectric Power System Croatia Croatia,45.2286,14.6736,0.6548348069190979
Senj Hydroelectric Power System Croatia Croatia,44.9429,14.9276,0.5838006734848022
Senj - Senj Hydroelectric Power System Croatia Croatia,45.009998,14.893,0.5044141411781311
Sklope Hydroelectric Power Plant Croatia Croatia,44.6895,15.2706,0.28572967648506165
Dale?ice,49.1245,16.1242,0.33926138281822205
Varazdin Hydroelectric Power Plant Croatia Croatia,46.3479,16.2684,0.32828032970428467
Zakucac Hydroelectric Power Plant Croatia,43.4581,16.7027,0.6394788026809692
?t?chovice I,49.8465,14.4219,0.10331837087869644
?t?chovice II,49.8465,14.4219,0.10331837087869644
Kamyk republic Kamyk Hydroelectric Power Plant Czech Republic - Kamyk Hydroelectric Power Plant Czech Republic,49.633,14.2468,0.10768028348684311
Hnevkovice,49.180417,14.447083,0.3184831142425537
Nechranice,50.36625,13.412917,
Dlouhé Strán? I,50.0854,17.1794,0.6527729630470276
Lipno I,48.6333,14.2375,0.3601113259792328
Slapy,49.82354,14.434501,0.28886979818344116
Strekov republic Strekov Hydroelectric Power Plant Czech Republic - Strekov Hydroelectric Power Plant Czech Republic,50.6386,14.0478,0.06537008285522461
Vranov,48.907917,15.817083,-0.14547765254974365
Orlík,49.6066,14.1816,0.07893318682909012
Vir I,49.56625,16.30875,-0.02656315453350544
Slezska Harta,49.89125,17.579583,-0.012644459493458271
Vrane republic Vrane Hydroelectric Power Plant Czech Republic - Vrane Hydroelectric Power Plant Czech Republic,49.9381,14.3749,0.08209767192602158
Ahvenkoski,60.5,26.5,0.6682572364807129
Alakoski,62.55,29.25,0.7808371782302856
Atro,63.3725,27.98833333,0.5102411508560181
Finlayson ve,61.5025,23.75944444,0.08731866627931595
Anjalankoski,60.69833333,26.81611111,0.1264066845178604
Aittokoski,64.8364584,28.85048,0.5393426418304443
Haapakoski,65.3333,25.2833,0.6913321018218994
Hamari,64.07555556,24.57944444,0.37310105562210083
Hilmonkoski,63.06333333,25.33722222,0.7198198437690735
Hirvikoski,62.80944444,23.03583333,0.705569326877594
Hinkua,63.70194444,25.35222222,
Hietamankoski,62.59944444,25.575,0.4647442400455475
Imatra Imatra - Imatra Hydroelectric Power Plant Finland,61.166797,28.774695,0.2471090406179428
Inkeroinen ve,60.71027778,26.81361111,0.3211630880832672
Jumisko,66.3333,28.15,
Juankoski,63.0675,28.33861111,0.32005614042282104
Juotas,63.5,22.5333,0.46358799934387207
Jylhama,64.57875,26.76625,0.6948437690734863
Isohaara,65.797083,24.549583,0.5698927044868469
KAVO Koivukoski III,64.22333333,27.78444444,0.4772230088710785
Kaaranneskoski,66.647,24.4266,0.6260769367218018
Kaltimo,62.807917,30.179583,0.22993183135986328
Kaitfors,63.694,23.4009,0.6311050057411194
Karjalankoski,63.04472222,28.30416667,0.5291199684143066
Katerman vesivoimalaitos,64.09611111,28.97388889,0.4032909870147705
Kaihua,66.35,26.85,0.7497157454490662
Kattilakoski,63.47,23.30638889,0.6264119148254395
Keltti hydropower plant,60.87361111,26.61444444,0.14100001752376556
Kiltua,63.828,27.8391,0.6488125324249268
Kelukoski,67.45555556,26.59833333,0.28593093156814575
Korkeakoski,60.53138889,26.9075,0.22732998430728912
Kokkosniva,67.22305556,27.32111111,0.2458420991897583
Killinkoski,62.4,23.8667,0.47771409153938293
Kierikki,65.35944444,25.91,0.6256688237190247
Kuhankoski,62.37583333,25.9475,0.2142494022846222
Kolsi,61.27333333,22.355,0.3274727761745453
Kuokkastenkoski,63.54111111,28.95361111,0.6956164836883545
Kuurna,62.70527778,29.8725,0.4096892178058624
Kuusankoski hydropower plant,60.9075,26.64944444,0.3296948969364166
LSV Harjavallan vesivoimalaitos,61.33777778,22.11555556,0.08659201860427856
Kurkiaska,67.285,26.72861111,0.5343080759048462
Leuhunkoski,62.66777778,25.26916667,0.3595553934574127
Kurittukoski,67.85861111,26.71472222,0.13639983534812927
Leppikoski,64.45555556,27.88722222,0.5331348180770874
Lieksankoski,63.3362,30.03768,0.5698673129081726
Mankala,60.92694444,26.26805556,0.25577512383461
Melo,61.462083,23.437917,0.4318321645259857
Maalismaa,65.31083333,25.69361111,0.36067235469818115
Matarakoski,67.5847,26.7453,0.1942768543958664
Nuojua,64.57722222,26.71361111,0.18381808698177338
Myllykosken vesivoimalaitos VVA2,60.76694444,26.77111111,0.05252702534198761
Oksava,63.75,25.3333,0.458178848028183
Merikoski,65.02166667,25.4825,0.3613666296005249
Montta,64.82055556,26.01388889,0.4007267355918884
Pamilo Heinajoki,62.807917,30.529583,0.5672472715377808
Ossauskoski,66.155998,25.125,0.2196335643529892
Pankakoski,63.32638889,30.13805556,0.31834903359413147
Palokki,62.56194444,28.625,0.47911128401756287
Pahkakoski,65.35833333,26.03833333,0.3338606357574463
Permantokoski,66.4925,26.12722222,0.2972211539745331
Petajaskoski / Petäjäskoski,66.27222222,25.3375,0.18327845633029938
Peltokoski,62.42,30.43916667,0.7350886464118958
Pirttikoski,66.33972222,27.15361111,0.25011250376701355
Puntarikoski,62.825417,29.475417,0.6442298889160156
Portimokoski,66.37861111,23.78416667,0.4347393214702606
Porttipahta,68.10875,26.722083,0.529495358467102
Pälli,64.84333333,26.19388889,0.47182753682136536
Pyhäkoski,64.84611111,26.04027778,0.19359485805034637
Ruskeakoski,62.42694444,30.4425,0.5235061645507812
Raasakka,65.33444444,25.41166667,0.3236148953437805
Tainionkoski Tainionkoski Hydroelectric Power Plant Finland - Tainionkoski Hydroelectric Power Plant Finland,61.210576,28.782635,0.33546724915504456
Tampella ve,61.5037,23.7659,0.29202133417129517
Tammerkoski,61.4991,23.7871,0.20863012969493866
Seitakorva,66.40583333,27.33027778,0.19140206277370453
Seitenoikea,64.59222222,28.41611111,0.36525312066078186
Taivalkoski,65.931,24.714001,0.27451053261756897
Uljua,64.3333,25.85,0.7402896285057068
Utanen,64.73638889,26.47777778,0.31909963488578796
Tyrvään vesivoimalaitos,61.32861111,22.84694444,0.3574456572532654
Vajukoski,67.69611111,26.80444444,0.24640634655952454
Verla 1 ja 2,61.06277778,26.63972222,0.46292421221733093
Vaaja,62.24472222,25.88722222,0.5091147422790527
Voikkaa hydropower plant,60.93833333,26.5975,0.21598049998283386
Valajaskoski,66.424004,25.540001,0.253066748380661
Vanttauskoski,66.36875,26.689583,0.19807545840740204
Vuolenkoski ve,61.07972222,26.1825,0.34074002504348755
Aragnouet,42.7845,0.1782,0.7541902661323547
 Centrale Hydroéléctrique d'Arrens,42.9474,-0.2179,0.7313886880874634
Arcambal,44.4548,1.5482,0.6259632110595703
Arbéost,42.9795,-0.2738,0.7230313420295715
Albaret-le-Comtal,44.8674,3.1442,0.7820525169372559
Allement Allement Hydroelectric Power Station France - Allement Hydroelectric Power Station France,46.112,5.422,0.15856188535690308
Aigle AIGLE 6 - L'Aigle Hydroelectric Generating Station France,45.24373,2.22483,0.1762649416923523
Alrance Alrance Hydroelectric Power Station France - Alrance Hydroelectric Power Station France,44.1035517,2.6946591,0.5165693163871765
Argentat Hydroelectric Generating Station - Argentat Hydroelectric Generating Station,45.104,1.954,0.28013765811920166
Arlos,42.8865,0.7118,0.4599054157733917
Argentiere bessee Argentiere-La Bessee Hydroelectric Power Station France - Argentiere-La Bessee Hydroelectric Power Station France,44.79472222,6.55972222,0.11914989352226257
Argentine,45.4894,6.3328,0.7873274683952332
Arreau,42.9143,0.3356,0.6970901489257812
Argancy,49.1906164,6.1910177,0.3116530776023865
Arvan,45.25416667,6.32333333,0.5419790148735046
Artouste Hydroelectric Power Station France - Artouste Hydroelectric Power Station France,42.887,-0.411,0.6802048087120056
Arvillard,45.4095,6.1709,0.6894509792327881
Artemare,45.8699,5.6901,0.5218312740325928
Auterive,43.3594,1.4775,0.5649987459182739
Avrieux,45.1776,6.7466,0.5537950396537781
Bagnères-de-Bigorre,42.9745,0.1329,0.7370826601982117
Auzat,42.76298,1.47771,0.3260273337364197
Aston ASTON - Aston Hydroelectric Power Station France,42.77668,1.67671,0.41514161229133606
Auribeau-sur-Siagne,43.6121,6.9118,0.7539700269699097
Badecon-le-Pin/Roche-bat-l'Aigue,46.52972222,1.58138889,0.5152578353881836
Auzerette Auzerette Hydroelectric Power Station France - Auzerette Hydroelectric Power Station France,45.365,2.646,0.49273231625556946
Avignon AVIGNON VILLENEUVE - Avignon  Hydroelectric Power Station France,43.97606,4.81721,-0.007676703855395317
Banca,43.1001,-1.3716,0.7997190356254578
Bar,45.34416667,1.82388889,0.772925078868866
Bancairon Bancairon Hydroelectric Power Station France - Bancairon Hydroelectric Power Station France,44.00166667,7.13694444,0.39758941531181335
Beaucens,42.9519,0.0232,0.40083184838294983
Beaumont Beaumont Hydroelectric Power Station France - Beaumont Hydroelectric Power Station France,43.735,5.753,0.2670462727546692
Beauchastel BEAUCHASTEL - Beauchastel Hydroelectric Power Station France,44.82397,4.81049,0.03272968530654907
Baigts-de-Béarn,43.5094649,-0.8416505,0.31801754236221313
Baix logis neuf BAIX LOGIS NEUF - Logis Neuf Hydroelectric Power Station France,44.67605,4.78827,-0.15079522132873535
Bessières,43.797,1.5859,0.7028322219848633
Beyrède-Jumet,42.9554,0.338,0.8422199487686157
Beauvoir Beauvoir Hydroelectric Power Station France - Beauvoir Hydroelectric Power Station France,45.121,5.319,0.379559189081192
Benagues,43.0775,1.6098,0.5032731890678406
Bissorte Hydroelectric 1/2/3,45.202,6.585,0.4420814514160156
Bonnevaux,46.2948,6.6664,0.7555058598518372
Bessède-de-Sault,42.7854,2.1372,0.803579568862915
Bonnac,43.1723,1.5878,0.8571677803993225
Bort BORT 1 - Bort Les Orgues Hydroelectric Power Station France,45.41269,2.49862,0.47892987728118896
Bourg-et-Comin,49.4027,3.6594,0.776415228843689
Bozel,45.4418754,6.6377553,0.656814455986023
Bourg les valence BOURG les VALENCE - Bourg Les Valence Hydroelectric Power Station France,44.96128,4.87221,-0.04863869398832321
Bourg-de-Sirod,46.72527778,5.95805556,0.7330399751663208
Bouvante,44.93555556,5.257222222,0.6344385743141174
Briançon/Pont Blady,44.8996,6.649,0.6819179654121399
Brillanne & Brillanne I & II Hydroelectric Power Station France - Brillanne I & II Hydroelectric Power Station France,43.921,5.925,0.37596163153648376
