name,latitude,longitude,ndvi
The Palocorg hydropower plant,64.2218,34.3363,0.3254842162132263
Tsimlyanskaya HPP,47.6061,42.1122,0.056272197514772415
Uglich HPP,57.5275,38.2978,0.41886311769485474
Ust Illminsk (HPP),57.9683,102.6958,0.07831250876188278
Verkhne-Svirskaya HPP,60.9204,34.1905,0.4559743404388428
Verkhoturskaya HPP,58.8532,60.7552,0.2480769008398056
Volkhov HEPP,59.9117,32.3433,0.6338263154029846
Verkhnetulomskaya HPP,68.6067,31.7478,0.35129231214523315
Volzhskaya HPP,48.8244,44.6767,-0.0058987378142774105
Verkterteriberskaya HPP,69.0912,35.0418,0.394219309091568
Vilyuiskaya HPP (HPP-1  HPP-2),63.0315,112.474,0.20295308530330658
Vygostrovskaya HPP,64.4892,34.662,0.4384712874889374
Zaragizhskaya HPP of the Cascade of Nizhne-Cherekskiye HPPs,43.3226,43.6907,0.07508261501789093
Votkinskaya HPP,56.7919,54.0839,0.310851514339447
Zelenchukskaya HPP-PSPP,43.8983,41.8825,0.08203665912151337
Yumaguzinskaya HPP,53.05,56.442,0.2335350513458252
Yushkozerskaya HPP,64.83,32.0083,0.7260380387306213
Zagorskaya PSPP,56.4822,38.1856,0.2771998941898346
Zeyskaya HPP,53.7698,127.3054,0.02252400666475296
Zhigulevskaya HPP,53.4265,49.4794,0.05634669214487076
HE Bajina Basta G1 - Bajina Basta Hydroelectric Power Plant Serbia,43.964001,19.41,0.15604834258556366
Bistrica Hydroelectric Power Plant Serbia - Bistrica Hydroelectric Power Plant Serbia,43.5223,19.742,0.19188754260540009
HE DJERDAP II,44.328999,22.528,0.8428149223327637
HE Derdap 1 G1 - Djerdap-1 (Iron Gate I) Hydroelectric Power Station Serbia,44.668999,22.527,0.07847394049167633
HE Vrla 1-4,42.707709,22.318567,0.7035207748413086
Kokin Brod Hydroelectric Power Plant Serbia - Kokin Brod Hydroelectric Power Plant Serbia,43.5189,19.8115,0.3804769515991211
Potpec Hydroelectric Power Plant Serbia - Potpec Hydroelectric Power Plant Serbia,43.5228,19.5768,0.06558453291654587
RHE Bajina Basta G1 - Bajina Basta Pumped Storage Hydroelectric Power Plant Serbia,43.865002,19.406,0.3441717326641083
Medjuvrsje Hydroelectric Power Plant Serbia - Medjuvrsje Hydroelectric Power Plant Serbia,43.909,20.2327,0.3701137900352478
Ovcar Banja Hydroelectric Power Plant Serbia - Ovcar Banja Hydroelectric Power Plant Serbia,43.8995,20.1803,0.4570874571800232
Uvac Hydroelectric Power Plant Serbia - Uvac Hydroelectric Power Plant Serbia,43.4224,19.9295,0.5792216658592224
Zvornik Hydroelectric Power Plant Serbia - Zvornik Hydroelectric Power Plant Serbia,44.3679,19.1067,0.09749039262533188
Pirot Hydroelectric Power Plant Serbia - Pirot Hydroelectric Power Plant Serbia,43.1579,22.6154,0.42369598150253296
Dobšiná I-II,48.80591,20.38578,0.5294484496116638
Besenova - Bešeňová,49.095383,19.455563,-0.042800869792699814
Gabčíkovo Gabcikovo - Gabcikovo Hydroelectric Power Plant Slovakia,47.88004,17.53841,-0.004366621375083923
Dubnica Dubnica nad Vahom Hydroelectric Power Plant Slovakia - Dubnica nad Vahom Hydroelectric Power Plant Slovakia,48.96319,18.1451,0.347299724817276
Hričov Hricov Hydroelectric Power Plant Slovakia - Hricov Hydroelectric Power Plant Slovakia,49.25737,18.68102,0.25060081481933594
Cunovo Hydroelectric Power Plant Slovakia - Cunovo Hydroelectric Power Plant Slovakia,48.02987,17.2254,0.10991602391004562
Horná streda Horna Streda Hydroelectric Power Plant Slovakia - Horna Streda Hydroelectric Power Plant Slovakia,48.66046,17.85503,0.2900661528110504
Ilava Ilava Hydroelectric Power Plant Slovakia - Ilava Hydroelectric Power Plant Slovakia,49.00567,18.23494,0.2669398784637451
Farmhispania - Kozmálovce,48.26891,18.52822,0.18703491985797882
Kostolná Kostolna Hydroelectric Power Plant Slovakia - Kostolna Hydroelectric Power Plant Slovakia,48.86096,17.96874,0.34018269181251526
Domasa - DOMAŠA,48.9994658,21.6971662,0.5278653502464294
Kráľová Kralova Hydroelectric Power Plant Slovakia - Kralova Hydroelectric Power Plant Slovakia,48.19048,17.8285,0.2954677641391754
Ladce,49.04976,18.29794,0.3315122127532959
Mikšová Miskova Hydroelectric Power Plant Slovakia - Miskova Hydroelectric Power Plant Slovakia,49.19271,18.50829,0.28571784496307373
Nosice Nosice Hydroelectric Power Plant Slovakia - Nosice Hydroelectric Power Plant Slovakia,49.12745,18.36424,0.2365599423646927
Madunice Madunice Hydroelectric Power Plant Slovakia - Madunice Hydroelectric Power Plant Slovakia,48.48843,17.79408,0.23724596202373505
Krpeľany Kreplany Hydroelectric Power Plant Slovakia - Kreplany Hydroelectric Power Plant Slovakia,49.12796,19.0955,0.259529173374176
Lipovec Lipovec Hydroelectric Power Plant Slovakia - Lipovec Hydroelectric Power Plant Slovakia,49.13197,18.9114,0.4062741696834564
Liptovská mara Liptovska MaraPS - Liptovska Mara Pumped Storage Hydroelectric Power Plant Slovakia,49.09823,19.48484,0.3576928377151489
"Nové mesto Nove Mesto n,V, Hydroelectric Power Plant Slovakia - Nove Mesto n,V, Hydroelectric Power Plant Slovakia",48.77245,17.85146,0.302001416683197
Považská bystrica Povazska Bystrica Hydroelectric Power Plant Slovakia - Povazska Bystrica Hydroelectric Power Plant Slovakia,49.13312,18.45366,0.22003620862960815
Trenčín Trencin Hydroelectric Power Plant Slovakia - Trencin Hydroelectric Power Plant Slovakia,48.90208,18.05579,0.4309060871601105
Orava Orava Hydroelectric Power Plant Slovakia - Orava Hydroelectric Power Plant Slovakia,49.37534,19.55849,0.5640756487846375
Sučany Sucany Hydroelectric Power Plant Slovakia - Sucany Hydroelectric Power Plant Slovakia,49.10656,18.99204,0.4189906120300293
Ružín Ruzin Pumped Storage Hydroelectric Power plant Slovakia - Ruzin Pumped Storage Hydroelectric Power plant Slovakia,48.86048,21.09436,0.7834473848342896
Tvrdošín,49.33669,19.54867,0.35101118683815
"V, kozmálovce",48.26891,18.52822,0.18703491985797882
Žilina,49.21553,18.77683,0.25670889019966125
Čierny váh Cierny Vah TG1 - Cierny Vah Pumped Storage Hydroelectric Power Plant Slovakia,49.0091,19.91203,0.21832332015037537
Avče CHE Avce - Avce Pumped Storage Hydroelectric Power Plant Slovenia,46.08412,13.66757,-0.36022961139678955
Arto blanca HE Blanca 1 - Arto-Blanca Hydroelectric Power Plant Slovenia,45.99027,15.38183,0.095502108335495
Boštanj HE Bostanj 1 - Bostanj Hydroelectric Power Plant Slovenia,46.01704,15.28121,0.14557909965515137
Brežice,45.89888,15.5882,0.0971834734082222
Dravograd HE Dravograd 1 - Dravograd Hydroelectric Poqwer Plant Slovenia,46.58558,15.01881,0.27689141035079956
Doblar HE Doblar 4 - Doblar II Hydroelectric Poqwer Plant Slovenia,46.11382,13.68811,0.4054917097091675
HE Moste 1 - Moste Hydroelectric Power Plant Slovenia,46.417,14.133,0.7693596482276917
Mavcice HE Mavcice 1 - Mavcice Hydroelectric Power Plant Slovenia,46.18387,14.40805,0.23257911205291748
Fala HE Fala 1 - Fala Hydroelectric Poqwer Plant Slovenia,46.55874,15.44511,0.8110532164573669
Medvode HE Medvode 1 - Medvode Hydroelectric Poqwer Plant Slovenia,46.14578,14.41438,0.38929232954978943
Formin HE Formin 1 - Formin Hydroelectric Poqwer Plant Slovenia,46.40251,16.03374,0.35686829686164856
He Plave 1 - Plave I Hydroelectric Poqwer Plant Slovenia,46.05083333,13.59555556,0.437542587518692
Krško HE Krsko 1 - Krsko Hydroelectric Power Plant Slovenia,45.97461,15.48091,0.4446505308151245
Mariborski otok HE Mariborski otok 1 - Mariborski Otok Hydroelectric Poqwer Plant Slovenia,46.56804,15.60415,0.425110399723053
Melje Melje Hydroelectric Poqwer Plant Slovenia - Melje Hydroelectric Poqwer Plant Slovenia,46.56087,15.67309,0.23933039605617523
Vuzenica HE Vuzenica 1 - Vuzenica Hydroelectric Poqwer Plant Slovenia,46.59257,15.15301,0.40405237674713135
Ožbalt HE Ozbalt 1 - Ozbalt Hydroelectric Poqwer Plant Slovenia,46.57729,15.40599,0.20216013491153717
Vrhovo HE Vrhovo 1 - Vrhovo Hydroelectric Power Plant Slovenia,46.04415,15.22365,0.3313816487789154
Mokrice,45.87102,15.67196,0.46905067563056946
Vuhred HE Vuhred 1 - Vuhred Hydroelectric Poqwer Plant Slovenia,46.58659,15.27548,0.3260311484336853
Plave HE Plave - Plave II Hydroelectric Poqwer Plant Slovenia,46.05256,13.60608,0.3364923298358917
Solkan HE Solkan 1 - Solkan Hydroelectric Poqwer Plant Slovenia,45.98441,13.65506,0.3235826790332794
AZUTAN,39.778999,-5.088,0.1676265299320221
Alange,38.78625,-6.270417,0.20029807090759277
ALBARELLOS GRUPO 1,42.4333,-8.1443,0.48888641595840454
Zlatoličje Zlatolicje Hydroelectric Poqwer Plant Slovenia - Zlatolicje Hydroelectric Poqwer Plant Slovenia,46.44793,15.78693,0.4035806953907013
Aguayo,43.095804,-4.000656,0.6232481598854065
ARTIES 1,41.798,1.9543,0.14270617067813873
Alarcon Alarcon Hydroelectric Power Plant Spain - Alarcon Hydroelectric Power Plant Spain,39.565,-2.113056,0.1930367797613144
Arbon ARBON 1 - ArbonHydroelectric Power Plant Spain,43.477229,-6.730199,0.5026339292526245
BARCENA GR 1,42.57777778,-6.56083333,0.3681129515171051
Aldeadavila,41.209335,-6.686566,0.2921938896179199
BURGUILLO 1,40.424999,-4.534,0.1565396785736084
BARAZAR 1,43.009998,-2.685,0.8122888803482056
BEMBEZAR,37.903,-5.207,0.49292534589767456
BARRIOS DE LUNA 1 (MORA LUNA),42.85138889,-5.86416667,0.07282592356204987
BELESAR 1,42.628502,-7.7122,0.34409189224243164
BELESII,42.629002,-7.712,0.2794358730316162
BUENDIA 1,40.398998,-2.784,0.27493995428085327
Bolarque 1/2/3,40.362584,-2.819307,0.2775556743144989
BIESCAS 21,42.624001,-0.24,0.6364797949790955
C.H. MILLARES II GRUPO 1,39.25,-0.7667,0.3535301089286804
CALDES 2,42.5046,0.8006,0.42076075077056885
CANELLES,41.958,0.634,0.7300586104393005
C.H. ARNOYA,42.233093,-8.126675,0.7988424301147461
CAMARASA II 1,41.8749,0.8781,0.1404549926519394
C.H. RIALB 2.,41.93929,1.19562,0.21780610084533691
C.H. SAHECHORES,42.6325,-5.2025,0.45502251386642456
CASTRELO GRUPO 1,42.2917,-8.1136,0.38608527183532715
CEDILLO 1,39.663898,-7.54,0.2362566739320755
CASTREJON 1,39.852001,-4.474,0.14086706936359406
CENTRAL HIDRAULICA DOMENO,42.6758,-1.2395,0.3637223243713379
COFRENTES HYDRO,39.247002,-1.094,0.2733403742313385
CIJARA 1,39.373001,-5.016,0.14444492757320404
CASTRO II - Castro Hydroelectric Power Plant Spain,41.575401,-6.1872,0.25080353021621704
CERNADILLA,42.0208,-6.417,0.33961647748947144
CORNATEL 1,42.471001,-6.813,0.3846741020679474
CORTES 1,39.242199,-0.8782,0.4914647340774536
Central de l'embassament de Darnius Boadella,42.34038429,2.83505879,0.5696045756340027
Central Hidroelectrica de Conso,42.166873,-7.175245,0.21739467978477478
Central de l'embassament de Pasteral I,41.98449599,2.600532576,0.3956633508205414
Central de l'embassament de Susqueda,41.98538029,2.571035327,0.6112550497055054
Central de l'embassament de Sau,41.96761928,2.414154641,0.30828458070755005
Central de l'embassament de La Baells,42.11826235,1.879835414,0.6123299598693848
DOIRAS 1 - Doiras Hydroelectric Power Plant Spain,43.386002,-6.825,0.47752729058265686
DUQUE,36.919998,-3.344,0.33013856410980225
Central de l'embassament de Sant Ponç,41.96268329,1.605051744,0.2873169779777527
ENTREPENAS 1,40.493,-2.75,0.16775983572006226
ERISTE 1,42.5899,0.4927,0.519660234451294
Chanza,37.5586685,-7.520417,0.05812468007206917
EL PUEYO,42.729062,-0.305922,0.541878342628479
Contreras,39.545417,-1.502917,-0.05144670233130455
ESCALES 1,42.3161,0.7463,0.3007110357284546
Ebro,42.974583,-4.04875,0.392287015914917
Estany gento sallente,42.500623,0.989212,0.20578213036060333
GRADO I 1,42.164001,0.241,0.5102318525314331
FLIX 1,41.2331,0.5472,-0.18864011764526367
GUADALMENA 1,38.356998,-2.921,0.6120472550392151
García de Sola/PUERTO PENA,39.145417,-5.18625,0.3289366364479065
EUME 1,43.403999,-8.043,0.8510152101516724
El Cairat,41.57079803,1.864241398,0.3594680428504944
FRIEIRA,42.155998,-8.193,0.4376409649848938
Guillena GUILLENA GR 1 GENERAC,37.567315,-6.049541,0.23910987377166748
IZNAJAR 1,37.276001,-4.387,0.07156094163656235
Itoiz,42.80375,-1.362083,-0.229867622256279
Gabriel galan,40.221274,-6.133104,0.19514459371566772
Guijo granadilla,40.180133,-6.142519,0.27527979016304016
Ibon de Ip,42.708,-0.496,0.3174137771129608
"LAFORTUNADA-CINCA GR,1",42.570999,0.202,0.7935097813606262
Gobantes,36.95558,-4.798108,0.48460546135902405
LA BARCA 1,43.352001,-6.201,0.7360281944274902
LAFORTUNADA CINQUETA 1,42.5741,0.1824,0.6626752614974976
LA SERENA,38.912998,-5.413,0.4074594974517822
JM ORIOL 1 - Jose Maria de Oriol (Alcantara) Hydroelectric Power Plant Spain,39.730301,-6.8849,0.3057626783847809
LAS ONDINAS 1,42.8427,-6.4701,0.47084853053092957
MENUZA,41.3217,-0.3508,0.16139358282089233
LANUZA 1,42.709,-0.304,0.3364482522010803
LAS CONCHAS 1,41.944,-8.035,0.4754753112792969
MEQUINENZA,41.368999,0.274,0.04241704195737839
MEDIANO 1,42.317001,0.2,-0.03401966765522957
MIRANDA 1 (HC),43.33083333,-6.20333333,0.7425692677497864
MONTEFURADO 3,42.39111111,-7.2175,0.24086636304855347
LAS PICADAS 1,40.333,-4.249,0.36691710352897644
MORALETS GR 1 GENERAC,42.569,0.757,0.3407294452190399
Muela,39.243581,-0.931709,0.20699335634708405
Montamara,42.673534,1.235138,0.45081034302711487
Los Peares,42.465,-7.724,0.18347743153572083
Nansa Falls (Peña de Bejo hdam - Rozadio ror - Celis ror - Herrerías ror),43.133094,-4.3884443,0.47556278109550476
ORELLANA,38.986,-5.538,0.1050691232085228
PAMPANEIRA 1,36.939999,-3.343,0.55403733253479
NUEVO CHORRO,36.914799,-4.771129,0.1260271668434143
PONT DE REI 1,42.8384,0.739,0.43910858035087585
PENADRADA 1,42.854,-6.459,0.8327922821044922
OLIANA 3,42.12055556,1.30694444,-0.38642436265945435
PONTENOVO 1,42.3746,-7.2351,0.4166811406612396
PEAREII,42.465,-7.724,0.18347743153572083
PORTO,42.161999,-6.921,0.5258617997169495
PRADA 1,42.311001,-7.041,0.5336311459541321
PUENTE BIBEY 4,42.3342,-7.2152,0.6492123007774353
Pintado,37.98416667,-5.95472222,0.3867812156677246
Portas Las,42.11625,-7.212083,0.08028042316436768
PORTODEMOUROS 1,42.855,-8.189,0.3359629213809967
PORTODEMOUROS,42.855,-8.189,0.3359629213809967
"QUERENO GR, 1",42.417,-6.832,0.36251524090766907
PROAZA 1,43.259998,-6.007,0.7139069437980652
REGUEIRO (MAO) 1,42.342999,-7.475,0.6457688212394714
Ribarroja Riba-Roja,41.2512192,0.4870597,0.13966217637062073
"S,EST IIG1",42.414001,-7.6496,0.42238950729370117
SALIME 3 - Salime Hydroelectric Power Plant Spain,43.237,-6.847,0.3721027374267578
SALIME 1 - Salime Hydroelectric Power Plant Spain,43.237,-6.847,0.3721027374267578
RIBADELAGO 2,41.9781,-6.1404,0.30294203758239746
REMOLINA 1,42.917,-5.05,0.5926876664161682
SALAS,41.924,-7.943,0.43869686126708984
Ricobayo RICOBA II1 - Ricobayo Hydroelectric Power Plant Spain,41.5260254,-5.9845018,0.14167208969593048
SAN AGUSTIN 1,42.15333333,-7.07,0.7668169736862183
SANTA MARINA 1,42.668999,-6.512,0.5649963021278381
SEIRA HYDROELECTRIC PLANT ,42.478026,0.4360963,0.49408188462257385
SOBRADELO 2,42.4139,-6.9191,0.3534281849861145
SEROS II 1,41.46861111,0.46194444,0.4671541154384613
SAN PEDRO 2,42.45222222,-7.71361111,0.281725138425827
SAN JUAN 1,40.373001,-4.312,0.08924621343612671
Santiago Jares,42.39305556,-7.08888889,0.32172515988349915
Saucelle SAUCE II 1 - Saucelle Hydroelectric Power Plant Spain,41.041734,-6.805412,0.6222619414329529
Silvon SILVON 1 - Silvon Hydroelectric Power Plant Spain,43.387117,-6.825233,0.6604393720626831
Soutelo,42.1543,-7.1887,0.6674869060516357
TAMBRE II GRUPO 1,42.8368,-8.8498,0.5677202939987183
Salt de Freser,42.3642447,2.174705208,0.7060016393661499
SOBRON 1,42.76722222,-3.10027778,0.2921011745929718
TAVASCAN INFERIOR,42.646,1.26,0.5525413155555725
TAVASCAN INFERIOR,42.646,1.26,0.5525413155555725
TERMENS,41.700183,0.735934,0.46435976028442383
TERRADETS 1,42.0748,0.9162,0.32551929354667664
"TANES GR,1 GENERAC,",43.221001,-5.428,0.4546020030975342
Torrejon,39.835871,-5.989523,0.21363617479801178
TRANCO DE BEAS 1,38.174999,-2.796,0.18471501767635345
Talarn Talarn Hydroelectric Power Plant Spain - Talarn Hydroelectric Power Plant Spain,42.17969,0.91314,0.19949118793010712
Urdiceto,42.67719,0.270431,0.5488479733467102
Tajo encantada TJE1,36.908265,-4.763865,0.26464834809303284
TORAN,42.2312,-7.8303,0.6171466708183289
VIELHA 1,42.70888889,0.79722222,0.3147420287132263
Tregurà,42.34174258,2.296907389,0.6904460787773132
Valdecanas,39.77787,-5.612464,0.20174561440944672
VILLANUA,42.706001,-0.52,0.6306475400924683
ZUJAR,38.917,-5.479,0.0064838421531021595
VELLE GRUPO 2,42.3589,-7.851,0.6840006113052368
Valparaiso,41.993,-6.271,0.2241731435060501
Villarino VLLRINO 1G - Almendra (Villarino) Hydroelectric Power Plant Spain,41.271328,-6.320278,0.34299221634864807
Villalcampo VILLALC 21 - Villalcampo Hydroelectric Power Plant Spain,41.491101,-6.084608,0.09087425470352173
Abelvattnet,65.545168,14.981899,0.32835108041763306
Anjan,63.6833,12.6333,0.5917938351631165
Alfta,61.341075,16.006847,0.5891901254653931
Ajaure,65.509167,15.625556,0.10463793575763702
Avestaforsen,60.15,16.1667,0.5404038429260254
Avesta Storfors,60.15,16.1667,0.5404038429260254
Akkats Akkats Hydroelectric Power Station Sweden - Akkats Hydroelectric Power Station Sweden,66.6313945,19.819811,0.16334503889083862
Asele,64.102,17.2891,0.4000404477119446
Balforsens krv,64.655189,18.48563,0.17191581428050995
Bassalt,56.51083333,13.40027778,0.6712102293968201
Bergeforsen Bergeforsen Hydroelectric Power Station Sweden - Bergeforsen Hydroelectric Power Station Sweden,62.5193565,17.3850875,0.06200115382671356
Bergvik,61.2667,16.85,0.6082438230514526
Bergvattnet,64.55,15.2333,0.6035595536231995
Bastusel Bastusel G1 - Bastusel Hydroelectric Power Plant Sweden,65.403606,18.673154,0.11611458659172058
Bjorna,63.5667,18.55,0.6717773675918579
Bjurfors nedre krv,64.1023,19.5671,0.17156341671943665
Batfors,64.832573,20.223732,0.28764456510543823
Bjurfors övre krv,64.1023,19.5671,0.17156341671943665
Blasjön,64.74166667,14.25444444,0.7171845436096191
Blybergs kraftverk,61.146912,14.146147,0.19880355894565582
Brynge,63.25888889,18.33222222,0.5477684140205383
Bullerforsen,60.508889,15.436944,0.17200236022472382
Dönje,61.389765,16.388557,0.5838374495506287
Dejefors,59.60805556,13.47583333,0.35862353444099426
Dabbsjö,64.607742,15.465791,0.5495864748954773
Boden Boden Hydroelectric Power Station Sweden - Boden Hydroelectric Power Station Sweden,65.8078,21.6716,0.06614293158054352
Forshult,59.95583333,13.525,0.38995763659477234
Edsele,63.40416667,16.55638889,0.26210662722587585
Edensforsen,63.68385,17.00645,0.2356235682964325
Forshuvud,60.53527778,15.42222222,0.0844314694404602
Flasjön,60.0833333,13.9833333,0.6676246523857117
Forsmo Forsmo Hydroelectric Power Plant Sweden - Forsmo Hydroelectric Power Plant Sweden,63.266912,17.204441,0.6855053901672363
Eldforsen,60.43777778,14.22777778,0.2510582208633423
Forshaga,59.52611111,13.49916667,0.15189005434513092
Gaddede,64.5,14.15,0.3508845269680023
Frykfors Fryken,59.54375,13.299583,0.2176838517189026
Gejman,65.572,15.1816,0.6139690279960632
Furudal,61.1667,15.1333,0.2482793778181076
Gallejaur Gallejaur G1 - Gallejour Hydroelectric Power Plant Seweden,65.127297,19.467367,0.2900717258453369
Gammelänge,63.141944,16.161111,0.28206494450569153
Gardiken gardikfors,65.476969,15.856519,0.4039326608181
Gidbole,63.40666667,19.05361111,0.4998296797275543
Gideabacka,63.331136,19.126693,0.5582696795463562
Glava,59.53888889,12.55583333,0.6378237009048462
Gidea,63.4725,18.9925,0.5963631868362427
Grytfors,65.295466,19.11352,0.6670294404029846
Granfors,64.77972222,20.41638889,0.45795074105262756
Grundfors,64.9654,17.5797,0.3003208339214325
Grundsjoarna,62.532083,13.092083,0.42319822311401367
Hallby Gulsele,63.821222,17.145008,0.32699286937713623
Hackren,63.197917,13.50875,0.7656369209289551
Hammarforsens,63.112909,16.354573,0.2623622715473175
Halvfari,62.43472222,13.45027778,0.3699635863304138
Hermansboda,62.5418,15.8434,0.3878282606601715
Hjalta,63.1837,17.0968,0.39467886090278625
Harsprånget Harspranget G1 - Harspranget Hydroelectric Power Station Sweden,66.885309,19.818399,0.12394890189170837
Harrsele,64.000342,19.566667,0.6857324242591858
Hojum Hojum Hydroelectric Power Plant Sweden - Hojum Hydroelectric Power Plant Sweden,58.2802,12.2785165,0.38849106431007385
Horrmundsvalla,61.31305556,13.16,0.5408126711845398
Hoting,64.1167,16.1667,0.7265520095825195
Hällforsens,64.58337,18.69227,0.5358726382255554
Juktans Storjuktan- Dammen,65.292975,17.2233,0.44286981225013733
Hylte,57.0025,13.26333333,0.12764857709407806
Hölleforsen,62.950833,16.667778,0.1844692975282669
Höljes Holjes Hydroelectric Power Station Sweden - Holjes Hydroelectric Power Station Sweden,60.9509665,12.545216,0.20105646550655365
Järkvissle,62.80183,16.637707,0.7511232495307922
Karsefors,56.501729,13.11362,0.5549163818359375
Järnvägsforsen,62.48861111,15.55444444,0.6587952375411987
Juveln,63.7167,13.15,-0.314947247505188
Järpströmmen,63.344498,13.460305,0.3348733186721802
Kinna,57.509323,12.683843,0.6025452017784119
Kattstrupeforsen,63.326439,14.579856,0.388796865940094
Klippen,65.88888889,14.98944444,0.5310177206993103
Kilforsen Kilforsen Hydroelectric Power Plant Sweden - Kilforsen Hydroelectric Power Plant Sweden,63.5423,16.7629,0.3725287616252899
Krakerud,59.97972222,13.56361111,0.41904187202453613
Krokströmmen Krokstrommen Hydroelectric Power Plant Sweden - Krokstrommen Hydroelectric Power Plant Sweden,62.04222222,14.89805556,0.45117834210395813
Krangfors,64.75,20.4666667,0.6694900989532471
Kroppstadfors,59.75833333,12.35972222,0.39751920104026794
Korsselbränna,64.467447,15.532646,0.6820069551467896
Kvarnsveden,60.4858035,15.43714285,0.2713684141635895
Krångede Krangede Hydroelectric Power Plant Sweden - Krangede Hydroelectric Power Plant Sweden,63.14623,16.0706,0.19979439675807953
Laholm,56.5121,13.0437,0.1736685186624527
Kvistforsen,64.744883,20.863433,0.5097834467887878
Kymmen,59.974327,12.757321,
Landafors,61.25,16.6333333,0.7050882577896118
Laforsen,61.937373,15.521949,0.6647570133209229
Langbjörn Langbjorn Hydroelectric Power Plant Sweden - Langbjorn Hydroelectric Power Plant Sweden,63.6366335,16.78694,0.7420974373817444
Langed,58.924253,12.307601,0.4704386591911316
Lanforsen,60.53111111,17.41638889,0.4126124083995819
Langströmmen,62.106128,14.995905,0.15520280599594116
Laxede Laxede Hydroelectric Power Station Sweden - Laxede Hydroelectric Power Station Sweden,66.2682205,20.8259525,0.6820944547653198
Lasele,63.555408,16.840305,0.572910487651825
Leringsforsen,62.590859,16.40657,0.6683332920074463
Letten,60.712207,12.667535,
Lilla Edet,58.1356,12.1199,-0.04444146901369095
Lindbyn,60.50638889,14.99416667,0.7077971696853638
Letsi Letsi G1 - Letsi Hydroelectric Power Plant Sweden,66.503203,20.380167,0.19791775941848755
Lottefors,61.4166667,16.4,0.7473812103271484
Ligga Ligga G3 - Ligga Hydroelectric Power Station Sweden,66.80939,19.896293,0.13295240700244904
Lovons Krv,63.829583,15.642083,0.7473704814910889
Matfors,62.35,17.0333,0.4289282262325287
Mockfjärd,60.501506,14.964287,0.6171988248825073
Långå,62.46369,13.08091,0.5049988627433777
Midskog Vermunt Hydroelectric Power Plant Austria - Midskog Hydroelectric Power Plant Sweden,63.2411585,15.2339025,0.26684674620628357
Malgomaj,64.8,16.0167,0.6705591678619385
Messaure Messaure G1 - Messaure Hydroelectric Power Station Sweden,66.691226,20.345341,0.3290506601333618
Munkfors,59.8386,13.5436,0.7187368273735046
Moforsen Hydroelectric Power Station Sweden - Moforsen Hydroelectric Power Station Sweden,63.36827,16.98765,0.17299023270606995
Motala,58.560479,15.082435,0.5356864333152771
Nederede,62.4333,16.4833,0.7820830941200256
Nissaström,56.841854,13.008626,0.4742325246334076
Norrange,61.489482,16.381977,0.6015820503234863
Noppikoski,61.489883,14.709516,0.5811843276023865
Näverede,63.223555,15.320856,-0.08534947782754898
Olden,63.74985,13.54035,0.495364248752594
Olidan Olidan Hydroelectric Power Plant Sweden - Olidan Hydroelectric Power Plant Sweden,58.275,12.2726,0.3991558849811554
Nämforsen Namforsen Hydroelectric Power Station Sweden - Namforsen Hydroelectric Power Station Sweden,63.44027778,16.88083333,0.22689029574394226
Näs Nas Hydroelectric Power Plant Sweden - Nas Hydroelectric Power Plant Sweden,60.1749285,16.476273,0.4257422983646393
Parteboda,62.517539,15.691329,0.42323848605155945
Pengfors krv,63.921437,19.667553,0.7187106013298035
Parki,66.74388889,19.20333333,0.423235148191452
Porsi Porsi G3 - Porsi Hydroelectric Power Plant Sweden,66.428961,20.653796,0.32418498396873474
Porjus Porjus G11 - Porjus Hydroelectric Power Station Sweden,66.954281,19.796076,0.3910479247570038
Ramsele,63.541981,16.45496,0.5395024418830872
Randi,66.706406,19.516481,0.569657027721405
Prästforsens krv,60.668611,17.076944,0.46231788396835327
Rottnen,59.7925,13.10166667,0.5543407201766968
Rebnisjaure rebnis krv,66.499046,17.107241,0.6893076300621033
Rusfors,64.717559,18.242239,0.6703131198883057
Ritsem Ritsem G1 - Ritsem Hydro Power Station Sweden,67.729796,17.48494,0.28985482454299927
Rengard,64.933513,20.046481,0.6139965057373047
Sikfors,65.525764,21.183168,0.34566831588745117
Selsfors,64.74194444,20.63055556,0.1880280077457428
Seitevare Seitevare G1 - Seitevare Hydroelectric Power Station Sweden,66.976846,18.573706,0.12487512826919556
Sillre,62.77138889,16.71027778,0.6228659749031067
Skallböle,62.364099,16.962161,0.27982237935066223
Skagern – gullspang,58.986325,14.106716,0.440965473651886
Sils,63.73444444,16.42583333,0.7174867391586304
Skoga,60.04472222,13.52805556,0.5491526126861572
Skedvi,60.398171,15.808669,0.4493620693683624
Skogaby,56.530556,13.183333,0.5558422803878784
Skymnäs,59.94472222,13.53166667,0.27723610401153564
Solleftea,63.167911,17.277051,0.3013581335544586
Soderfors,60.3833,17.2333,0.5648170113563538
Spjutmo,61.083948,14.318083,0.6562073230743408
Stadsforsen,62.990118,16.65472,0.5416690111160278
Stensele,65.054381,17.231956,
Storfinfors Storfinnforsen Hydroelectric Power Station Sweden - Storfinnforsen Hydroelectric Power Station Sweden,63.597923,16.1205895,0.1624998301267624
Stenkullafors,64.29432,17.246873,0.5687524080276489
Stalon Stalon G1 - Stalon Hydroelectric Power Station Sweden,64.94388889,15.83111111,0.6628884077072144
Storavan bergnäs krv,65.6833333,18.1666667,-0.10410170257091522
