name,latitude,longitude,mndwi
Bissorte Hydroelectric 1/2/3,45.202,6.585,-0.3219675123691559
Bonnac,43.1723,1.5878,-0.5904557704925537
Bonnevaux,46.2948,6.6664,-0.4762413203716278
Bort BORT 1 - Bort Les Orgues Hydroelectric Power Station France,45.41269,2.49862,-0.4872845113277435
Bourg les valence BOURG les VALENCE - Bourg Les Valence Hydroelectric Power Station France,44.96128,4.87221,0.1398001015186309
Bourg-de-Sirod,46.72527778,5.95805556,-0.4560997188091278
Bourg-et-Comin,49.4027,3.6594,-0.4501946270465851
Bouvante,44.93555556,5.257222222,-0.490202933549881
Bozel,45.4418754,6.6377553,-0.4000061452388763
Brassac,43.612,2.5118,-0.6045741438865662
Bregnier cordon Bregnier-Cordon Hydroelectric Power Station France - Bregnier-Cordon Hydroelectric Power Station France,45.654,5.605,-0.2726295292377472
Brens-Virigin Hydroelectric Power Station France - Brens-Virigin Hydroelectric Power Station France,45.725,5.698,-0.3597306311130523
Briançon/Pont Blady,44.8996,6.649,-0.4596183001995086
Brillanne & Brillanne I & II Hydroelectric Power Station France - Brillanne I & II Hydroelectric Power Station France,43.921,5.925,-0.4056234955787658
Brommat BROMMAT 6/7,44.76793,2.68415,-0.5129777789115906
Brousse-le-Château,44.0062,2.6383,-0.5162408351898193
Bujaleuf,45.8025,1.614444444,-0.4985017478466034
Buzy,43.1411,-0.4466,-0.5429640412330627
Caderousse CADEROUSSE - Caderousse Hydroelectric Power Station France,44.09606,4.72329,0.2049898505210876
Cajarc,44.4939,1.8384,-0.5190971493721008
Calypso,45.235311,6.4399136,-0.2770166099071502
Cambeyrac Cambeyrac Hydroelectric Power Station France - Cambeyrac Hydroelectric Power Station France,44.655,2.574,-0.3389229774475097
Campan,42.9617,0.2164,-0.4736945927143097
Capdenac,44.5849,2.066,-0.4988458156585693
Cargiaca,41.7322,9.0412,-0.5160687565803528
Castelnau lassouts Castelnau-Lassouts Hydroelectric Power Station France - Castelnau-Lassouts Hydroelectric Power Station France,44.505,2.874,-0.4578068256378174
Castillon Castillon Hydroelectric Power Station France - Castillon Hydroelectric Power Station France,43.878,6.538,-0.2833769917488098
Castillon-en-Couserans,42.9142,1.02833,-0.483424574136734
Castirla Hydroelectric Power Station France - Castirla Hydroelectric Power Station France,42.38,9.134,-0.4520728886127472
Caussade,44.157,1.5439,-0.4796355366706848
Causse-de-la-Selle,43.7932,3.6295,-0.5162160992622375
Centrale Hydro-Électrique Luz I & 2,42.87024,-0.01209,-0.369619071483612
Centrale Hydroélectrique de Lau-Balagnas,42.9929,-0.0998,-0.5271167159080505
Centrale Hydroélectrique de Nouaux,42.9842,-0.1428,-0.5289241075515747
Centrale Hydroélectrique de Tucoy,42.90973,-0.25888,-0.4949460923671722
Centrale hydraulique EDF de Golfech - Sud-Ouest,44.1091231,0.8503732,-0.2110183537006378
Champcella Champcella Hydroelectric Power Station France - Champcella Hydroelectric Power Station France,44.737,6.575,-0.4573223292827606
Champsanglard,46.2801,1.8891,-0.5144796967506409
Charritte-de-Bas,43.2951,-0.897,-0.4607742130756378
Chartrettes,48.4943,2.7131,-0.5111299753189087
Chastang CHASTANG (LE) 1 - Chastang Hydroelectric Generating Station France,45.15185,2.00985,-0.340535968542099
Chaudanne Chaudanne Hydroelectric Power Station France - Chaudanne Hydroelectric Power Station France,43.848,6.544,-0.2460777312517166
Chautagne Chautagne Hydroelectric Power Station France - Chautagne Hydroelectric Power Station France,45.879,5.811,-0.2223592847585678
Château-Chinon (Campagne),47.0563,3.9403,-0.4896635711193084
Châtel-Montagne,46.1002,3.7168,-0.5139194130897522
Châtellerault,46.8153,0.5526,-0.4594161510467529
Châtelus-le-Marcheix,46.0068,1.6256,-0.5383481383323669
Cierp-Gaud,42.9129,0.6341,-0.5937093496322632
Cize bolozon Cize Bolozon Hydroelectric Power Station France - Cize Bolozon Hydroelectric Power Station France,46.211,5.465,-0.1779498755931854
Claux Claux Hydroelectric Power Station France - Claux Hydroelectric Power Station France,44.876,6.48,-0.3648234903812408
Coiselet Coiselet Hydroelectric Power Station France - Coiselet Hydroelectric Power Station France,46.294,5.592,-0.1656046360731125
Combe d'avrieux COMBE DAVRIEUX 1 - Aussois + Combe d'Avrieux Hydroelectric Power Station France,45.21348,6.72053,-0.1967914402484893
Cornimont,47.9686,6.8651,-0.4493952095508575
Couesque COUESQUE - Couesque Hydroelectric Power Station France,44.69609,2.58555,-0.3185301125049591
Curbans CURBANS - Curbans Hydroelectric Power Station France,44.42078,6.02016,-0.0683232396841049
Cusset jonage Cusset-Jonage Hydroelectric Power Station France - Cusset-Jonage Hydroelectric Power Station France,45.79,5.025,0.1724783927202224
DONZERE MONDRAGON - Bollene Hydroelectric Power Station France,44.304001,4.742,0.0831426307559013
Domène,45.2044,5.8371,-0.4105648398399353
Egets Egets Hydroelectric Power Station France - Egets Hydroelectric Power Station France,42.955,0.565,-0.5747780203819275
Eguzon Eguzon Hydroelectric Power Station France - Eguzon Hydroelectric Power Station France,46.455,1.613,-0.5077677369117737
Enchanet Enchanet Hydroelectric Power Station France - Enchanet Hydroelectric Power Station France,45.082,2.194,-0.4527063369750976
Entraygues-sur-Truyère,44.6548,2.5787,-0.5288106203079224
Eygliers Eygliers Hydroelectric Power Station France - Eygliers Hydroelectric Power Station France,44.672,6.65,-0.3678489029407501
Eymoutiers,45.7111,1.7405,-0.5220626592636108
Faux-la-Montagne,45.7431,1.9351,-0.5343852639198303
Felletin,45.8905,2.1825,-0.433897316455841
Fessenheim FESSENHEIM - Fessenheim Hydroelectric Power Station France,47.91466,7.57067,0.0531158745288848
Foix,42.9654,1.6102,-0.4807621538639068
Fontan,44.0215,7.5448,-0.5228081941604614
Fontpédrouse,42.463,2.1949,-0.3719988167285919
Fos,42.8607,0.7473,-0.4754645526409149
Fumel,44.5079,0.9804,-0.5087184309959412
Gaillac,43.9165,1.8862,-0.4835393130779266
Gambsheim,48.682,7.919,0.3322762250900268
Gargilesse-Dampierre,46.5061,1.6202,-0.4837027788162231
Genissiat GENISSIAT - Genissiat Hydroelectric Power Station France,46.05271,5.81285,-0.0201256461441516
Germ,42.7767,0.4407,-0.5026730298995972
Gerstheim GERSTHEIM - Gerstheim Hydroelectric Power Station France,48.40385,7.72775,0.0444679334759712
Gervans Gervans Hydroelectric Power Station France - Gervans Hydroelectric Power Station France,45.136,4.806,0.0950342789292335
Cheylas CHEYLAS 1 - Cheylas (Le) Hydroelectric Power Station France,45.3846,6.00207,-0.4285727441310882
Gignac,43.66361111,3.55722222,-0.2152423113584518
Giuncaggio,42.1921,9.3824,-0.5559070110321045
Golinhac Golinhac Hydroelectric Power Station France - Golinhac Hydroelectric Power Station France,44.606,2.605,-0.4902968406677246
Gour Noir (Le) Hydroelectric Power Station France - Gour Noir (Le) Hydroelectric Power Station France,45.071,2.067,-0.5516615509986877
Grand maison GRAND MAISON 1 - Grand Maison Pumped Storage Hydroelectric Power Station France,45.20597,6.11719,-0.031648326665163
Grandrif,45.5205,3.8348,-0.5059322714805603
Grandval Grandval Hydroelectric Power Plant France - Grandval Hydroelectric Power Plant France,44.9219,3.0745,-0.1895918250083923
Grangent Grangent Hydroelectric Power Station France - Grangent Hydroelectric Power Station France,45.467,4.248,-0.217207670211792
Guchen,42.8567,0.3213,-0.490401953458786
Hautefage Hautefage Hydroelectric Power Station France - Hautefage Hydroelectric Power Station France,45.06,1.994,-0.5688276290893555
Hauteluce,45.7642,6.6156,-0.4414558708667755
Hermillon HERMILLON,45.28424,6.35799,-0.208616554737091
Hillion,48.5028,-2.6463,-0.469682902097702
Hospitalet l' Hospitalet (L') Hydroelectric Power Station France - Hospitalet (L') Hydroelectric Power Station France,42.588,1.797,-0.316081702709198
Hourat Hourat Hydroelectric Power Station France - Hourat Hydroelectric Power Station France,43.075,-0.42,-0.324832558631897
Izernore,46.2184,5.5632,-0.5111989378929138
Jouques Jouques Hydroelectric Power Station France - Jouques Hydroelectric Power Station France,43.681,5.656,-0.2452737540006637
Jouy-aux-Arches,49.0644,6.0867,-0.4746720194816589
Kembs KEMBS - Kembs Hydroelectric Power Station France,47.655,7.52,0.0861833170056343
L'Isle-Jourdain,46.2384,0.6985,-0.492585152387619
La Bastide-Puylaurent,44.5658,3.888,-0.4957635402679443
La Bathie - Roseland,45.68545,6.62249,0.039935365319252
La Bresse,48.0184,6.9255,-0.4870830178260803
La Bridoire,45.5299,5.7378,-0.4934528172016144
La Grave,45.0601,6.2836,-0.4772276282310486
La Llagonne,42.5377,2.094,-0.4401724636554718
La Roche-de-Rame,44.7659,6.617,-0.4480085372924804
La Soula,42.7225,0.41944444,-0.4545708894729614
Lacourt,42.9332,1.1708,-0.5754631757736206
Laguiole,44.6943,2.8677,-0.4954808056354522
Lanau Lanau Hydroelectric Power Station France - Lanau Hydroelectric Power Station France,44.891,3.003,-0.381194919347763
Landry,45.5637,6.7617,-0.4164172708988189
Langogne,44.7238,3.8338,-0.4913490116596222
Lantosque,43.9706,7.3049,-0.5317376255989075
Laparan,42.6717259,1.7009906,-0.520264208316803
Lardy Lardy Hydroelectric Power Station France - Lardy Hydroelectric Power Station France,44.662,2.583,-0.3475186228752136
Largue Largue Hydroelectric Power Station France - Largue Hydroelectric Power Station France,43.854,5.859,-0.3033415675163269
Laroquebrou,44.9744,2.1934,-0.5256355404853821
Larrau,43.01,-0.973,-0.5971333980560303
Laval,45.2362,5.9815,-0.5307707190513611
Laval cere & Laval de Cere  1 & 2 Hydroelectric Power Station France - Laval de Cere  1 & 2 Hydroelectric Power Station France,44.953,1.95,-0.4670404195785522
Laval-de-Cère/Barrage de Brugale,44.9443,1.9359,-0.5523431897163391
Lavours,45.8115,5.7724,-0.4468237161636352
Lazer le Lazer (Le) Hydroelectric Power Station France - Lazer (Le) Hydroelectric Power Station France,44.346,5.868,-0.4490758776664734
Le Bourg-d'Hem,46.3006,1.8404,-0.5144087076187134
Le Cannet-des-Maures,43.3739,6.3755,-0.5205370187759399
Le Palais-sur-Vienne,45.8737,1.3248,-0.5112561583518982
Le Tech,42.4418,2.513,-0.614486813545227
Licq atherey Licq-Atherey Hydroelectric Power Station France - Licq-Atherey Hydroelectric Power Station France,43.048,-0.886,-0.475017100572586
Livet-et-Gavet,45.0905,5.9188,-0.4285310506820678
Livinhac-le-Haut,44.5968,2.2161,-0.5218228101730347
Lot Lot Hydroelectric Power Station France - Lot Hydroelectric Power Station France,44.663,2.664,-0.3257789015769958
Loudenvielle,42.7302,0.4323,-0.28351029753685
Lugo di nazza Lugo Di Nazza Hydroelectric Power Station France - Lugo Di Nazza Hydroelectric Power Station France,42.091,9.316,-0.4448067247867584
Lusigny-sur-Barse,48.263,4.2773,-0.4929252564907074
Luz-Saint-Sauveur,42.8322,0.0177,-0.4711969792842865
Luzenac,42.7199,1.7426,-0.5262642502784729
MONTELIMAR - Chateauneuf Du Rhone Hydroelectric Power Station France,44.499001,4.708,0.081924058496952
Malgovert,45.61787,6.79074,-0.2542631924152374
Mallemort Mallemort Hydroelectric Power Station France - Mallemort Hydroelectric Power Station France,43.715,5.205,-0.3376359939575195
Manosque voix Manosque-Voix Hydroelectric Power Station France - Manosque-Voix Hydroelectric Power Station France,43.85081,5.83276,-0.4089672863483429
Marcillac - barrage la Valette,45.215,2.038,-0.4891010820865631
Marckolsheim MARCKOLSHEIM - Marckolsheim Hydroelectric Power Station France,48.15371,7.5898,0.0160120874643325
Mareges MAREGES - Mareges Hydroelectric Power Station France,45.39171,2.36446,-0.3516500294208526
Mazamet,43.458,2.3893,-0.5404261946678162
Mazet Hydroelectric Power Station France - Mazet Hydroelectric Power Station France,45.801,1.803,-0.4713191390037536
Metz/Central hydraulique de Metz-Wadrinau,49.1198,6.154,-0.1294618844985962
Meyras,44.6766,4.2604,-0.5897558331489563
Millac/La Roche,46.1954,0.7055,-0.4647111296653747
Miramont-de-Comminges,43.0912,0.7558,-0.6346063017845154
Mirandol-Bourgnounac,44.1468,2.1715,-0.5213881134986877
Mizoën,45.0431,6.1821,-0.482226550579071
Monceaux La Virolle Hydroelectric Power Station France - Monceaux La Virolle Hydroelectric Power Station France,45.576,1.84,-0.4975922703742981
Montahut Montahut Hydroelectric Power Station France - Montahut Hydroelectric Power Station France,43.571,2.94,-0.4965941309928894
Montauban,44.0226,1.3638,-0.4945733547210693
Montbrun,44.5114,1.9032,-0.498807817697525
Monteynard MONTEYNARD - Monteyard-Avigonnet Hydroelectric Power Station France,44.96118,5.68874,-0.0409127324819564
Montezic MONTEZIC 1 - Montezic Pump Storage Hydroelectric Power Station France,44.73766,2.64342,-0.46270352602005
Montpezat MONTPEZAT,44.69026,4.27215,-0.4560540914535522
Montsapey,45.5313,6.3673,-0.5268040895462036
Motz,45.9191,5.8448,-0.4409770369529724
Moux charmines Moux Charmines Hydroelectric Power Station France - Moux Charmines Hydroelectric Power Station France,46.277,5.554,-0.4557253420352936
Moûtiers,45.4864,6.5373,-0.4307767450809479
Méolans-Revel,44.371,6.498,-0.4219296872615814
Méréville,48.5912,6.1369,-0.5067631006240845
Nantes-en-Ratier,44.9279,5.8283,-0.4965415894985199
Nentilla Nentilla Hydroelectric Power Station France - Nentilla Hydroelectric Power Station France,42.772,2.213,-0.4833624064922333
Neuville-sur-Ain,46.08166667,5.37944444,-0.3245081603527069
Noirefontaine/Dampjoux,47.3471,6.7644,-0.4929133653640747
Nyer,42.5014,2.2744,-0.5333988070487976
Ocana Ocana Hydroelectric Power Station France - Ocana Hydroelectric Power Station France,41.946,8.935,-0.4462682604789734
Olargues,43.5411,2.9176,-0.4839186668395996
Olette,42.5962,2.2423,-0.478160560131073
Oloron-Sainte-Marie,43.16305556,-0.59194444,-0.3739011585712433
Oo Hydroelectric Power Station France - Oo Hydroelectric Power Station France,42.804,0.56,-0.5278657078742981
Oraison ORAISON - Oraison Hydroelectric Power Station France,43.92101,5.92438,-0.4050692021846771
Orelle,45.20308,6.57913,-0.3606386184692383
Orgeix,42.6757,1.8767,-0.4928505420684814
Orlu Orlu Hydroelectric Power Station France - Orlu Hydroelectric Power Station France,42.689,1.912,-0.4567685425281524
Ottmarsheim OTTMARSHEIM - Ottmarsheim Hydroelectric Power Station France,47.77399,7.52246,-0.0025071913842111
Pardies,43.3858,-0.5879,-0.193048894405365
Passy,45.954,6.7398,-0.4061902165412903
Passy PASSY,45.91642,6.72592,-0.3202780187129974
Perles-et-Castelet,42.7179,1.774,-0.5083717703819275
Pied borne PIED DE BORNE - Pied-de-Borne Hydroelectric Power Station France,44.47198,3.98867,-0.3941332399845123
Pierre benite Pierre Benite Hydroelectric Power Station France - Pierre Benite Hydroelectric Power Station France,45.702,4.842,-0.0596539750695228
Pinet Hydroelectric Power Station France - Pinet Hydroelectric Power Station France,44.07,2.805,-0.3652704060077667
Plouasne,48.3118,-2.0078,-0.5092853307723999
Pointis-Inard,43.0837,0.7971,-0.5795560479164124
Pointis-de-Rivière,43.0911,0.6255,-0.482453316450119
Pont-de-Roide,47.3853,6.7628,-0.5316169261932373
Pontcharra,45.43293,6.03032,-0.5091454982757568
Port-Mort,49.1697841,1.3876834,0.191932812333107
Portillon le Portillon (Le) Hydroelectric Power Station France - Portillon (Le) Hydroelectric Power Station France,42.733,0.553,-0.5444289445877075
Poses,49.3096743,1.2362412,0.3057804703712463
Pouget POUGET 4 - Pouget (Le) Hydroelectric Power Station France,44.0597,2.77,-0.4001254737377167
Pragneres Hydroelectric Power Station France,42.8211,0.01033,-0.3385747075080871
Pralognan-la-Vanoise,45.3501,6.7208,-0.4036111235618591
Prayssac,44.502783,1.1732197,-0.3172355890274048
Queige,45.71916667,6.49861111,-0.4942894577980041
Quinson Quinson Hydroelectric Power Station France - Quinson Hydroelectric Power Station France,43.699,6.051,-0.4334354102611542
Rabodanges,48.8003,-0.2895,-0.454608678817749
Rance tidal RANCE - Rance Tidal Hydroelectric Power Station France,48.6180022,-2.0238876,0.1676715016365051
Randens RANDENS,45.52711,6.31996,-0.4365936517715454
Revin REVIN 1 - Revin Pump Storage Hydroelectric Power Station France,49.92556,4.61331,-0.4654082953929901
Rhinau RHINAU - Rhinau Hydroelectric Power Station France,48.28412,7.67728,0.0801539942622184
Rhue Rhue (La) Hydroelectric Power Station France - Rhue (La) Hydroelectric Power Station France,45.415,2.499,-0.5301309823989868
Roanne,46.0451,4.0801,-0.4110825061798095
Romanche-Gavet,45.1171846,5.9590868,-0.401856929063797
Roquebillière,44.02138889,7.30722222,-0.3708187937736511
Sablons PEAGE DE ROUSSILLON - Sablons Hydroelectric Power Station France,45.307,4.797,0.0481019094586372
Sail-sous-Couzan,45.7367,3.9618,-0.5125818252563477
Saint cassien Saint Cassien Hydroelectric Power Station France - Saint Cassien Hydroelectric Power Station France,43.602,6.841,-0.524828314781189
Saint chamas SAINT CHAMAS - Saint Chamas Hydroelectric Power Station France,43.52741,5.07342,-0.2553247511386871
Saint dalmas Saint Dalmas Hydroelectric Power Station France - Saint Dalmas Hydroelectric Power Station France,44.047,7.586,-0.3622539937496185
Saint esteve SAINT ESTEVE - Saint Esteve-Janson Hydroelectric Power Station France,43.69049,5.38489,-0.4057350754737854
Saint georges commiers Saint Georges de Commiers Hydroelectric Power Station France - Saint Georges de Commiers Hydroelectric Power Station France,45.006,5.687,-0.4175952076911926
Saint guillerme SAINT GUILLERME - St. Guillerme Hydroelectric Power Station France,45.03048,6.07914,-0.4741169810295105
Saint pierre cognet,44.87249,5.77319,-0.4169971644878387
Saint-Alban-des-Villards,45.3146,6.2362,-0.5021425485610962
Saint-Barthélemy-de-Séchilienne,45.0397,5.8221,-0.6057793498039246
Saint-Barthélemy-le-Plain,45.0453,4.7436,-0.4865165054798126
Saint-Christophe-en-Oisans,44.9289,6.2441,-0.2842223644256592
Saint-Cézaire-sur-Siagne,43.6597,6.8033,-0.5352458953857422
Saint-Dalmas-le-Selvage,44.2894,6.841,-0.3722111582756042
Saint-Denis-des-Murs,45.7797,1.5295,-0.4760839939117431
Saint-Firmin,44.7936,6.0261,-0.4250531196594238
Saint-Flour/Centrale hydroelectrique EDF de Sauviat,45.7102,3.5096,-0.4454852640628814
Saint-Gervais-d'Auvergne,46.0192,2.8311,-0.4727220237255096
Saint-Gervais-les-Bains,45.857,6.741,-0.4093867540359497
Saint-Girons,42.9756,1.1531,-0.4309082925319671
Saint-Jean-de-Maurienne,45.2719,6.3455,-0.4247024357318878
Saint-Jeoire,46.1387,6.4645,-0.5404486060142517
Saint-Julien-Mont-Denis,45.2803,6.4175,-0.4871583878993988
Saint-Julien-le-Petit,45.8223,1.7051,-0.4972226619720459
Saint-Laurent-du-Var,43.6865,7.1823,-0.3683909177780151
Saint-Laurent-en-Beaumon,44.89527778,5.85805556,-0.5129086971282959
Saint-Laurent-en-Royans,45.0098,5.3463,-0.5702953934669495
Saint-Lizier,43.0002,1.1292,-0.3947421312332153
Saint-Léonard-de-Noblat,45.841,1.4954,-0.512042760848999
Saint-Mamet-la-Salvetat,44.8566,2.3054,-0.3909846842288971
Saint-Martin-du-Var,43.8162,7.1996,-0.5427799820899963
Saint-Maurice-Navacelles,43.8448,3.5064,-0.5482463836669922
Saint-Maurice-de-Lignon,45.2330869,4.1547189,-0.5008812546730042
Saint-Maurice-en-Valgodemard,44.7984,6.1126,-0.3558253645896911
Saint-Paul-sur-Ubaye,44.559,6.8207,-0.3104624152183532
Saint-Pierre-Chérignat,45.9602,1.6139,-0.5298429131507874
Saint-Pierre-en-Faucigny,46.0468,6.37475,-0.4914991557598114
Saint-Priest-Taurion,45.9063392,1.4122593,-0.4286247193813324
Saint-Étienne-de-Cuines,45.3454,6.2602,-0.4059013128280639
Sainte Helene - La Coche,45.49667,6.51038,-0.3276261687278747
Sainte croix,43.73687,6.13423,-0.2971028387546539
Sainte tulle i&ii Sainte Tulle I&II Hydroelectric Power Station France - Sainte Tulle I&II Hydroelectric Power Station France,43.787,5.774,-0.4120114743709564
Sainte-Agnès,45.2106,5.96,-0.393528550863266
Sainte-Foy-Tarentaise,45.5844,6.9414,0.1452274173498153
Sainte-Marie-de-Cuines,45.3191,6.2942,-0.3609618544578552
Salignac Salignac Hydroelectric Power Station France - Salignac Hydroelectric Power Station France,44.138,5.979,-0.326114684343338
Salon Salon Hydroelectric Power Station France - Salon Hydroelectric Power Station France,43.633,5.114,-0.3227925896644592
Sarrans SARRANS - Sarrans Hydroelectric Power Station France,44.82942,2.74042,-0.2314771264791488
Sassenage,45.20856,5.65681,-0.507534384727478
Sault brenaz Sault Brenaz Hydroelectric Power Station France - Sault Brenaz Hydroelectric Power Station France,45.846,5.418,0.0490738935768604
Saussaz SAUSSAZ,45.20992,6.47663,-0.3058291971683502
Saut mortier Saut Mortier Hydroelectric Power Station France - Saut Mortier Hydroelectric Power Station France,46.372,5.642,-0.4629322290420532
Sautet le Sautet (Le) Hydroelectric Power Station France - Sautet (Le) Hydroelectric Power Station France,44.817,5.908,-0.3404306173324585
Sauto,42.5155,2.1488,-0.5107607245445251
Serdinya,42.5763,2.3226,-0.3555087745189667
Serre poncon SERRE PONCON - Serre Poncon Hydroelectric Power Station France,44.47095,6.26967,-0.4301117062568664
Servières-le-Château,45.1402,2.0225,-0.5533202290534973
Seyssel Hydroelectric Power Station France - Seyssel Hydroelectric Power Station France,45.971,5.834,0.383598119020462
Sisteron SISTERON 1 - Sisteron Hydroelectric Power Station France,44.17517,5.95215,0.3028159141540527
Soulom Soulom Hydroelectric Power Station France - Soulom Hydroelectric Power Station France,42.953,-0.069,-0.2968948781490326
St etienne cantales ST ETIENNE CANTALES - Saint Etienne Cantales Hydroelectric Power Station France,44.94516,2.21906,-0.1414692997932434
Strasbourg STRASBOURG - Strasbourg Hydroelectric Power Station France,48.52561,7.79456,-0.1663230657577514
Teich Teich Hydroelectric Power Station France - Teich Hydroelectric Power Station France,42.71,1.864,-0.5046509504318237
Teillet-Argenty,46.2627,2.517,-0.4518775045871734
Tende,44.0996,7.5403,-0.4575625956058502
Tet (La) Hydroelectric Power Station France - Tet (La) Hydroelectric Power Station France,42.553,2.267,-0.4434592723846435
Thuès-Entre-Valls,42.5036,2.23,-0.5686388611793518
Tolla,41.9637369,8.9663116,-0.194547489285469
Toulouse/Bazacle Complex,43.60277778,1.4325,0.2661346793174743
Tramezaygues,42.7442,0.41,-0.4088369607925415
Triouzoune Hydroelectric Power Station France - Triouzoune Hydroelectric Power Station France,45.347,2.349,-0.5013216137886047
Truel Truel Hydroelectric Power Station France - Truel Hydroelectric Power Station France,44.06,2.769,-0.21958589553833
Tuilieres Tuilieres Hydroelectric Power Station France - Tuilieres Hydroelectric Power Station France,44.845,0.633,-0.2436388731002807
Usson,45.5271,3.3419,-0.4591381251811981
Uzerche,45.4242,1.5653,-0.4442728459835052
Val beynette Val Beynette Hydroelectric Power Station France - Val Beynette Hydroelectric Power Station France,45.416,2.372,-0.3650429248809814
Valentine,43.09666667,0.70083333,-0.3758156597614288
Vallabregues VALLABREGUES - Beaucaire Hydroelectric Power Station France,43.82415,4.64349,0.1478900462388992
Varilhes,43.0551,1.6343,-0.5727218985557556
Vaufrey,47.3405,6.9306,-0.4238905906677246
Vaugris Vaugris Hydroelectric Power Station France - Vaugris Hydroelectric Power Station France,45.495,4.826,0.2348883748054504
Venthon,45.69389,6.40457,-0.4523649513721466
Villar-d'Arêne,45.0001,6.3639,0.0718132480978965
Villard-sur-Doron,45.7274,6.5193,-0.5795275568962097
Villarodin VILLARODIN 1 - Villarodin Hydroelectric Power Station France,45.21466,6.71208,-0.1980929374694824
Villaroger,45.5574,6.8693,-0.3394668102264404
Villefranche-de-Panat,44.0976,2.7161,-0.4816932082176208
Villelongue,42.9429,-0.0167,-0.4385688602924347
Villerest Hydroelectric Power Station France - Villerest Hydroelectric Power Station France,45.9869,4.04938,-0.3728713989257812
Vinon Vinon Hydroelectric Power Station France - Vinon Hydroelectric Power Station France,43.725,5.827,-0.4109836518764496
Vogelgrun VOGELGRUN - Vogelgrun Hydroelectric Power Station France,48.0203,7.57393,-0.0262066833674907
Vouglans VOUGLANS - Vouglans Hydroelectric Power Station France,46.39734,5.66556,-0.0863498076796531
Voutezac,45.2928,1.4406,-0.4968678653240204
Zicavo,41.8845,9.167,-0.4839032292366028
Épierre,45.4523,6.3254,-0.3663858771324157
Atshesi (Atsi) Hydroelectric Power Plant Georgia,41.5841,41.8903,-0.1918649673461914
Chitakhevi Hydroelectric Power Plant Georgia,41.7914,43.302,-0.3770492672920227
Dzevrula (Tkibuki-II) Hydroelectric Power Plants Georgia,42.2629,42.9582,-0.5692713856697083
Gumati I and II Hydroelectric Power Plants Georgia,42.3202,42.704,0.1473205387592315
Inguri (Enguri) Dam Hydroelectric Power Station Georgia,42.7584,42.0309,-0.0655869543552398
Khrami I Hydroelectric Power Plant Georgia,41.5489,44.1235,-0.3997427821159363
Khrami II Hydroelectric Power Plant Georgia,41.5461,44.1277,-0.3771993517875671
Lajanuri Hydroelectric Power Plant Georgia,42.589,42.8519,-0.2944038510322571
Ortachala Hydroelectric Power Plant Georgia,41.6831,44.8266,-0.0511493422091007
Rioni Hydroelectric Power Plant Georgia,42.2006,42.7258,-0.3977442979812622
Satskhenisi Hydroelectric Power Plant Georgia,41.7048,44.9328,-0.4009244740009308
Shaori Hydroelectric Power Plants Georgia,42.3637,43.0034,-0.4515096545219421
Vardnili I Hydroelectric Power Plant Georgia,42.6524,41.7619,-0.4195632934570312
Vartsikhe Cascade Hydroelectric Power Plants Georgia,42.1545,42.7088,0.058144312351942
Zahesi Hydroelectric Power Plant Georgia,41.8226,44.76,-0.1232495084404945
Zhinvali Hydroelectric Power Plant Georgia,42.1349,44.7721,-0.524202823638916
Albbruck dogern,47.5985,8.171,0.2593031227588653
Altheim,48.5837,12.2186,-0.3257625102996826
Altusried M2,47.817052,10.227499,-0.2646261751651764
Alzwerke,48.18324,12.85345,-0.4516641497611999
Aufkirchen,48.3066864,11.858847,-0.4715364277362823
Bergheim,48.750807,11.273237,-0.1514950543642044
Bertoldsheim,48.735932,11.020923,-0.1461585164070129
Bigge,51.093173,7.86272,0.4406550228595733
Bittenbrunn,48.734459,11.14382,-0.1392600387334823
Bleiloch,50.52438482,11.71438694,-0.1052094995975494
Bobingen M1,48.26,10.8,-0.5257200002670288
Dessau,47.739292,10.825702,-0.025017999112606
Dettingen,48.11222222,10.13277778,-0.396508514881134
Detzem,49.810941,6.843882,-0.2052029967308044
Dingolfing,48.63404,12.48369,0.0177839044481515
Dornau,47.8001993,10.9026434,-0.2652846574783325
Egglfing,48.3202287,13.31740725,-0.2384592294692993
Eitting,48.3585905,11.8821921,-0.4480973780155182
Ellgau,48.596746,10.8789,-0.1291733384132385
Enkirch,49.97667,7.127777,0.0576238706707954
Erzhausen PSW Erzhausen Block 1 - Erzhausen Pumped Storage Power Plant Germany,51.89912,9.92452,-0.3072923719882965
Ettling,48.6960722,12.7977619,-0.4850940406322479
Faimingen,48.558394,10.411764,-0.1465785056352615
Fankel,50.123918,7.225915,0.0210974086076021
Fluhmühle,47.839568,10.192668,-0.2518860101699829
Gars,48.15395,12.31107,-0.2871836423873901
Geesthacht,53.41888889,10.39388889,-0.3208194673061371
Geisling,48.974806,12.344002,0.0094538209959864
Goldisthal PSW Goldisthal PSS A - Goldisthal Pumped Storage Power Plant Germany,50.50975864,11.02087498,-0.3698645234107971
Großaitingen M1,48.23,10.76,-0.455018550157547
Gummering,48.622456,12.398037,-0.0095660276710987
Haeusern Schluchsee,47.755001,8.188,-0.2712116837501526
Haminan höyrykattilalaitos,51.520132,14.337383,-0.347366601228714
Heimbach,50.628568,6.451776,-0.4826915562152862
Hemfurth,51.167139,9.046832,-0.2459810078144073
Hohenwarte,50.61433423,11.49212837,-0.2805361747741699
Höchstädt,48.603156,10.582724,-0.0972887352108955
