name,latitude,longitude,ndbi
Zeltingen,49.951074,7.023166,-0.028607532
AGRAS,40.806,22.003,0.09261714
Asomata ASOMATA - Asomata Hydroelectric Power Plant Greece,40.4744,22.2439,0.2962416
Ilarionas ILARIONAS - Ilarionas Hydroelectric Power Plant Greece,40.0966,21.8039,0.19381651
Kastraki KASTRAKI - Kastraki Hydroelectric Power Plant Greece,38.7415,21.3642,0.2633274
Kremasta,38.890417,21.499583,0.36756366
LOUROS,39.251598,20.8648,-0.20138237
Ladonas LADONAS,37.75,21.8833333,-0.12254253
Mesochora Hydroelectric Power Plant Greece - Mesochora Hydroelectric Power Plant Greece,39.4644,21.3042,0.18788062
Piges Aoos Hydroelectric Power Plant Greece,39.6871,20.8421,0.47541934
Plastiras PLASTIRAS - Plastira Hydroelectric Power Plant Greece,39.2361,21.7462,0.43198252
Platanovrysi PLATANOVRYSI - Platanovrisi Hydroelectric Power Plant Greece,41.3355,24.4621,0.3603274
Polyfyto POLYFYTO - Polyfyto  Hydroelectric Power Plant Greece,40.3305,22.1253,-0.16691126
Pournari,39.1845,21.0255,0.3114362
Sfikia SFIKIA - Sfikia Hydroelectric Power Plant Greece,40.3856573,22.2113777,-0.03367089
Smokovo,39.1463,22.0629,0.43720555
Stratos,38.676,21.3233,-0.0966686
Thisavros φράγμα θησαυρού,41.267032,24.5008777,0.101131804
HE Tiszalok,48.025136,21.307715,0.012128589
Kesznyeten hernadviz hungary Kesznyeten (Hernadviz) Hydroelectric Power Plant Hungary - Kesznyeten (Hernadviz) Hydroelectric Power Plant Hungary,47.995972,21.033037,-0.08817444
Kiskore hungary Kiskore Hydroelectric Power Plant Hungary - Kiskore Hydroelectric Power Plant Hungary,47.493163,20.514556,0.031419788
Andakíl,64.5386,-21.695,-0.13455339
Blanda,65.4158,-19.8198,-0.18172999
Búrfell,64.1052,-19.8335,-0.059833277
Búðarháls,64.2355,-19.3707,-0.037224818
Fljótsdalsvirkjun (Kárahnjúkar ),64.9471,-15.7931,-0.29098734
Hrauneyjafoss,64.2009,-19.2406,0.01556908
Lagarfoss,65.5069,-14.3656,-0.17139585
Laxárvirkjun 3,65.8182,-17.314,-0.11789214
Ljósafossvirkjun,64.0944,-21.0107,0.0016586449
Sigalda,64.1733,-19.1272,-0.014807138
Steingrímsstöð,64.129,-21.0266,-0.07346825
Sultartangi,64.1672,-19.6212,0.011878164
Vatnsfell,64.1966,-19.0341,0.053361244
Írafoss,64.0875,-21.0077,0.11311688
Ardnacrucha production unit Ardnacrusha Unit 1 - Ardnacrusha Hydroelectric Power Plant Ireland,52.7056,-8.6128,-0.04806111
Erne Scheme,54.5,-8.19,-0.13683769
Lee Scheme,51.89,-8.61,-0.048918627
Liffey Scheme / Poulaphouca,53.1233,-6.5058,-0.3539461
Turlough hill Turlough Hill Unit 1 - Turlough Hill (Tomaneena) Pumped Storage Hydroelectric Power Plant Ireland,53.0280556,-6.3930556,-0.18826826
 Valsoera - Telessio,45.487814,7.395236,0.15466523
Acceglio,44.474627,6.990918,-0.010442977
Acquoria,41.960922,12.798884,0.091372944
Agordo,46.2855556,12.0375,-0.22414702
Agri,40.289012,16.139079,0.039669756
Ala,45.758995,11.000182,-0.023976443
Alanno,42.295438,13.971105,-0.016523821
Albano,46.131588,9.280837,-0.034748457
Albi Magisano,39.01339,16.6279,0.08539581
Anapo c.le UP_ANAPO_C.L_1 - Anapo Pumped Storage Power Plant Italy,37.115761,15.137157,0.0888099
"Andonno c,",44.314628,7.482432,0.029445272
Ardenno,46.164292,9.644944,-0.16644165
Arsie',45.983007,11.758295,0.12169395
Ascoli porta romana,42.85527778,13.56527778,-0.09308041
Aventino,42.004033,14.156813,-0.025345543
Avise UP_AVISE_1,45.700913,7.193059,-0.029321542
Balsorano,41.80388889,13.55888889,-0.20820805
Barca cle,40.2333333,15.2333333,-0.16623953
Barcis,46.1597222,12.6594444,-0.07166663
Bardonecchia,45.07972222,6.71055556,-0.1157634
Bardonetto - Pont,45.40861111,7.48722222,-0.14639169
Bargi UP_BARGI_CEN_1,44.117039,11.04338,0.021939324
Baschi,42.672832,12.21796,-0.054794274
Battiggio,45.98305556,8.12694444,-0.15407744
Bergkristall Stieber,46.827532,11.169127,-0.20051748
Boazzo,45.947196,10.62107,0.058342073
Boffetto,46.15833333,9.93805556,-0.1306863
Bolognano,42.24638889,13.95388889,-0.072792344
Bordogna,45.95083333,9.71277778,-0.13100424
Braulio,46.51472222,10.40361111,-0.2406335
Bressanone,46.71503251,11.65597916,0.002919397
Brossasco,44.56722222,7.3525,-0.13444294
Brunico,46.79343,11.983386,-0.13999104
Bussento,40.1304,15.511,-0.16128251
Bussolengo,45.47833333,10.8425,-0.07067699
Cadarese,46.262983,8.327813,-0.22427075
Caffaro,45.82078451,10.52706957,-0.019932617
Cairo Montenotte,44.3938,8.2787,0.02792192
Calice,46.09518,8.28085,-0.15891397
Calore,40.97333333,14.98361111,-0.14267473
Campliccioli,46.060376,8.114612,0.019502074
Campo,46.221592,9.449839,-0.05276748
Campo moro,46.2695803,9.8720987,0.010495091
Caneva,45.96861111,12.44138889,-0.15786988
Canterno,43.475754,12.628657,-0.0033623367
Caoria,46.2,11.6833333,-0.29297623
Capriati UP_CAPRIATI_1,41.476824,14.128279,-0.048481707
Cardano UP_CARDANO_1,46.494973,11.395485,-0.1049531
Carona,46.02139,9.78285,-0.023340365
Caroso Borzonasca,44.42463,9.395171,-0.2694264
Cassino,41.55333333,13.83944444,-0.042121623
Castel giubileo,41.98833333,12.4975,0.0639962
Castel madama,41.973522,12.868485,0.046417125
Castelbello,46.628316,10.906664,-0.031444695
Casteldelf,44.58963,7.069818,-0.08296396
Castelletto,45.96972222,12.35138889,-0.0777475
Castrocucco,39.9896,15.8081,-0.034813747
Casuzze,38.07333333,13.36,-0.06592832
Cavilla,45.919705,11.730896,0.04310363
Cencenighe,46.343118,11.973394,-0.111074
Centrale Rusca,45.529214,9.533849,-0.13141623
Centrale Santu Miali,39.5366292,8.9544651,0.08177896
Centrale Uvini Monte Su Rei,39.599699,9.257067,-0.08713733
Centrale di Airole,43.869813,7.549187,-0.17758763
Centrale di Ampezzo,46.4277312,12.7834987,-0.22735596
Centrale di Aymavilles,45.710407,7.253837,-0.16457461
Centrale di Bard,45.604446,7.746439,-0.15726198
Centrale di Bevera,43.822105,7.579253,-0.036601856
Centrale di Canistro,41.9407659,13.4028744,-0.3764626
Centrale di Casteldoria,40.889793,8.893944,-0.07185377
Centrale di Contrasto Adrano,37.65189,14.805299,0.06055454
Centrale di Covalou,45.7743331,7.5951308,-0.06414225
Centrale di Faubourg,45.716877,6.945111,-0.2537597
Centrale di Grosio,46.292,10.266,-0.019842345
Centrale di Isollaz,45.6892628,7.71111,-0.10850841
Centrale di Premadio - S. Giacomo,46.4862865,10.3492706,-0.1874588
Centrale di Prestone,46.392704,9.353384,-0.18094826
Centrale di Rezzalasco,46.348831,10.355053,-0.17362216
Centrale di San Bernardo,46.3420087,9.3687663,-0.26737416
Ceprano,41.54571751,13.51472855,0.03913779
Ceresole - Rosone (Locana),45.435348,7.418466,0.024947075
Champagne,45.701758,7.2079,-0.080395944
Chatillon,45.74472222,7.59305556,-0.100878686
Chavonne,45.6999,7.2193,-0.18289869
Chiavenna,46.307194,9.395236,-0.12958418
Chievo,45.45,10.9333333,-0.060552746
Chievolis,46.3111111,12.7891667,-0.025692904
Chiotas entracque,44.1775758,7.4165053,0.018908286
Cimego UP_CIMEGO_1,45.923109,10.628414,0.12926905
Cividate,45.942493,10.277462,0.109007254
Cogolo,46.362907,10.672964,-0.011187217
Comunacqua,41.863023,13.250095,-0.061324928
Comunanza,42.957348,13.412282,0.013103932
Corenno,46.075987,9.304638,-0.056842357
Corfino,44.13195,10.410998,0.13293344
Coscile,39.809603,16.163285,0.07534608
Crego,46.24638889,8.33166667,-0.12660193
Creva,46.15,8.3,-0.13721219
Curon,46.808317,10.542652,-0.08455147
Darfo,45.893791,10.185661,-0.1939751
Dezzo di Scalve (derivazione Dezzo),45.983092,10.10006,-0.13509016
Dossi,46.0299,9.984,0.011912741
Edison ARMISA (UP_ALTOADDA_1),46.176359,9.982129,-0.03493499
Edison Angelo Bertini Paderno,45.6647544,9.4833148,-0.19344363
Edison Belviso,46.160817,10.086202,-0.16674216
Edison Carlo Esterle Cornate D'Adda,45.6540043,9.4847369,-0.14457025
Edison Ganda,46.14055556,10.12361111,-0.1829957
Edison Publino (UP_ALTOADDA_1),46.150244,9.818459,-0.101057656
Edison Sonico,46.161206,10.352905,-0.1302258
Edison VEDELLO (UP_ALTOADDA_1),46.15944,9.929995,-0.20971599
Edison VENINA (UP_ALTOADDA_1),46.1608,9.9238,-0.057386767
Edison ZAPPELLO (UP_ALTOADDA_1),46.159346,9.930337,-0.22092764
Edolo UP_EDOLO_1 - Edolo Pumped Storage Hydroelectric Power Plant Italy,46.172153,10.344367,-0.09337163
Entracque rovina UP_ETQ_ROVINA_1 - Entracque Chiotas-Piastra Pumped Storage Power Plant Italy,44.22573,7.39012,0.35869238
Fadalto UP_FADALTO_1,46.028439,12.300677,-0.08044562
Farfa,42.2181,12.6929,-0.15001918
Farigliano,44.509523,7.912195,-0.14292897
Farneta,44.3616,10.5816,-0.06590631
Fedio,44.315526,7.298728,0.039503783
Fenestrelle,45.03594,7.049409,-0.0738343
Fondovalle,46.376886,8.425713,-0.096469454
Forno zoldo,46.34083333,12.20111111,-0.09710148
Fucine,45.239148,7.375412,-0.109116696
Furlo,43.683959,12.644054,0.06918414
GALLETO,42.5427,12.7208,-0.093656175
Gardona,46.597121,11.530879,-0.06772872
Gargnano UP_GARGNANO_1,45.703881,10.686097,-0.08605885
Gaudalami - Piana degli Albanesi,37.9937488,13.2882915,0.06713204
Gerosa,42.957348,13.412282,0.013103932
Goglio devero,46.260882,8.320213,-0.094520755
Gordona,46.292293,9.365335,-0.02364199
Gravedona,46.146389,9.300937,-0.06692719
Gressoney,45.829667,7.82321,-0.18976785
Grigno,46.016007,11.636892,-0.0004777008
Grosotto Boscaccia,46.283001,10.259756,0.021295479
Hone,45.613561,7.738513,-0.07247734
Isola palanzano,44.437255,10.194488,-0.08887148
Isola serafini,45.089969,9.93657,-0.024890501
Isolato Madesimo,46.443199,9.335009,-0.05323712
Isolato spluga ISOLATO SPLUGA,46.443064,9.334613,-0.09186903
Istrago,46.110463,12.880402,-0.1082539
Lana UP_LANA_1,46.6073775,11.1613274,0.12698095
Lanzada UP_LANZADA_1,46.268585,9.877013,0.041281555
Lappago,46.890931,11.860181,-0.08210401
Lasa,46.616614,10.700159,0.043896332
Lazzaro,43.69076,12.812658,-0.005503076
Le piane,44.142257,11.163814,-0.041397747
Levane,43.552147,11.588433,0.13725686
Ligonchio ozola,44.316254,10.341393,-0.18392465
Lovero,46.23777778,10.21527778,-0.3309295
Malga ciapela,46.43392,11.976792,-0.113341555
Mallero,46.168995,9.869149,0.0706101
Mandela,42.025524,12.996287,0.054576915
Mantelera,45.929593,10.308663,-0.19537759
Marlengo,46.65261772,11.14545822,-0.077615604
Masino,46.164292,9.644944,-0.16644165
Mazzunno ,45.91083333,10.12388889,-0.20585918
Maën Cignana,45.868104,7.6147242,-0.0526135
Maën Perreres,45.8717692,7.6067958,-0.18078253
Meduno,46.2180556,12.7980556,-0.059960615
Mese UP_MESE_1,46.304613,9.376503,0.01936383
Molare,44.613917,8.606257,-0.28470078
Moline,46.058609,11.786595,-0.021633497
Monastero,46.171791,9.430139,-0.17735463
Montelungo,41.405919,13.985517,-0.1663443
Montjovet,45.707963,7.67411,-0.067069136
Montorio UP_MONTORIO_1,42.58555556,13.70888889,-0.13000208
Morasco,46.376886,8.425713,-0.096469454
Morino,41.87305556,13.45583333,-0.14036998
Mucone,39.4716,16.4056,-0.24994092
Muschioso,44.295555,10.570198,-0.17683917
Muzzone Coghinas ,40.719766,9.101024,0.15183112
Naturno UP_CNTRLNTRNO_11,46.651148,10.993403,-0.083171524
Nazzano,42.20055556,12.61138889,-0.014103791
Nembia,46.076602,10.908474,0.010925511
Nove,45.9766667,12.3033333,0.05714422
Nus,45.7395178,7.4459142,-0.11118706
Orichella Timpagrande Calusia UP_ORTICA_1,39.17553,16.780345,0.03248976
Orte,42.517131,12.523069,0.002950464
Ozieri Monte Lerno,40.585962,9.001224,0.12584092
Paisco,46.030996,10.345862,0.051475286
Palazzo,39.799101,15.90748,-0.046993665
Palazzolo sull'Oglio,45.61888889,9.90111111,-0.18042226
Pallanzeno,46.04202073,8.259487152,-0.02985122
Pantano d'avio,46.178199,10.329159,0.068083845
"Paterno' c,le",40.2333333,15.2333333,-0.16623953
Pedesina,46.08189,9.549444,-0.15199864
Pelos,46.5041667,12.4736111,-0.3521806
Penna,43.417645,11.723338,0.02062734
Perreres,45.876066,7.624305,0.00017709426
Pescara,42.213736,13.913504,0.11000342
Pian della rocca,43.978948,10.545703,0.03418171
Piedimulera,46.02408493,8.258972168,0.054339807
Pietraporzio,44.343724,7.035322,-0.047687523
Pieve vergonte,46.012976,8.260816,-0.08568602
Pizzone,41.672525,14.036415,-0.23883174
Pont st. martin,45.595361,7.794514,-0.19323869
Pont ventoux,45.141299,6.962786,-0.121786036
Ponte Vizzà,44.250215,9.679784,-0.20813884
Ponte annibale,41.099714,14.220126,-0.030280316
Ponte gardena,46.597121,11.530879,-0.06772872
Ponte malon,46.5555556,12.4380556,-0.2809946
Ponte marm,46.376886,8.425713,-0.096469454
Pontecorvo,41.382916,13.686911,-0.01906237
"Poschiavino c,le",46.203898,10.133854,-0.12005791
Pracomune,46.5478079,11.0070771,-0.28029257
Prati vizze,46.85,11.3833333,-0.34190944
Predazzo,46.308814,11.599686,-0.041467596
Premesa,46.56662,11.56098,0.021103539
Presenzano UP_PRESENZAN_1 - Presenzano (Domenico Cimarosa) Pumped Storage Power Plant Italy,41.380906,14.09146,0.13892183
Provvidenza UP_PROVVIDEN_1,42.511133,13.410606,-0.17517
Quart,45.740261,7.466604,0.0018422595
Quero,45.921807,11.9315,0.047181077
Quincinetto,45.56296,7.807315,0.10513142
Radicone Troina,37.829642,14.576644,0.04249408
Regoledo,46.135091,9.551643,-0.073364325
Resio,45.925692,10.250862,-0.000819426
Rio pusteria,46.8333333,11.6166667,-0.32734728
Rio riva,46.920333,11.954483,-0.09947088
Riva garda nuovo,45.883103,10.837735,-0.078731894
Roncovalgrande UP_RONCOVALG_1PS - Roncovalgrande Pumped Storage Power Plant Italy,46.067588,8.731877,0.0060635046
Rovesca,46.060376,8.114612,0.019502074
"S,silvestro",46.149311,11.789193,-0.1301232
S. floriano UP_SFLORIANO_2,46.290466,11.245401,-0.06133274
S.fiorano,46.049856,10.351457,0.14802186
S.massenza - Vezzano molveno UP_S MASS CL_1,46.067653,10.983605,0.02466035
Sagittario nuovo,41.99383,13.803905,0.09817809
Saint-Clair,45.7425728,7.6221486,-0.24673878
Salbertrand - Chiomonte,45.12167,6.979784,-0.13418853
Salisano,42.259328,12.745778,-0.14831674
Salsominore,44.643854,9.496569,-0.09135321
Sampeyre,44.579631,7.184521,0.03630606
San Michele Caroso Borzonasca,44.42463,9.395171,-0.2694264
Sanfront,44.647034,7.321022,0.06776302
Sarentino,46.64352,11.355774,-0.03424378
Satriano,38.666883,16.481205,0.12703115
Saviner,46.43392,11.976792,-0.113341555
Seled glorenza SELED GLORENZA,46.6879187,10.5465492,-0.03862571
Sendren,45.775066,7.826612,-0.08625126
Signayes,45.73736,7.316601,0.07721048
Sistema Alto Flumendosa Bau Muggeris Sa Teula,39.9622222,9.5055556,0.022901287
Somplago UP_TAGLIAMENTO_1,46.343237,13.067161,0.008179667
Sondrio UP_SONDRIO_1,46.173,9.8876,0.04263396
Sorio nuova,45.44213,12.34014,0.20403306
Sospirolo,46.1394444,12.0677778,-0.23993592
Soverzene UP_SOVERZENE_1,46.201029,12.302334,-0.00680876
Sperando,44.027651,10.765107,-0.015726563
Spigno Monferrato,44.539551,8.338876,-0.022333622
Stanga,46.1111111,12.1002778,-0.19855192
Stazzona,46.203898,10.133854,-0.12005791
Storo,45.84924956,10.58022022,0.16841827
Suio,41.240815,13.932818,0.011574965
Suviana,44.170457,11.088812,-0.20871843
Taio S.Giustina Mezzocorona UP_NOCE_1,46.326132,11.063244,-0.024315223
Taloro (Gusana - Cucchinadorza - Benzone) UP_TALORO1_1 - Tumuele Baddu Ozzana,40.127148,9.140644,0.06566753
Tanagro,40.543612,15.44886,-0.0016214139
Teglia,44.375151,9.878882,0.117061324
Telessio - Eugio - Rosone,45.433313,7.417422,-0.22851714
Tirso,40.032651,8.896729,0.13406524Rajan 1/2
Gallicano,44.057349,10.4452,-0.02797483
Torbole UP_TORBOLE_1,45.882608,10.882742,0.012368659
Tornavento,45.59677,8.754735,0.09245623
Torrent,45.682972,8.708733,0.03882251
Torrite,44.12125,10.404598,-0.14837317
Triano,42.360941,14.138007,0.04951987
Tusciano,40.657211,15.02305,0.09751212
UP_SGIACOMO_3,42.553001,13.556,-0.16865352
Val noana,46.149311,11.789193,-0.1301232
Valpelline UP_VALPELLIN_1,45.825196,7.333163,-0.10513711
Vaprio D'Adda,45.576941,9.535214,0.059159998
Varzo,46.20668,8.252412,-0.08530507
Venamartello,42.769944,13.410185,0.08044621
Venaus UP_VENAUS_1 (Venasco),45.161887,7.008396,0.0392631
Verampio,46.210781,8.320614,0.0033393982
Verres,45.666562,7.689111,-0.016296197
Villa,41.961334,14.342717,-0.099620715
Villa rinaldi,46.0347222,12.6791667,0.032782312
Vinadio,44.309025,7.176025,-0.06446525
"Vizzola t,",45.6317,8.6865,-0.21865849
Vobarno,45.640087,10.503473,-0.007883063
Volturno,41.625824,14.089016,-0.11930642
Zevio,45.372086,11.129292,0.064658895
Zuino,45.712165,7.882814,-0.02473032
HC LUMBARDHI 1 2 Belaja DECANI,42.58880928,20.17900745,-0.19438069
Ujmani,42.940311,20.652053,0.310995
Kegums hpp Kegums HPP - Kegums Hydroelectric Power Plant Latvia,56.7405,24.7113,-0.071593605
Plavinas hpp Plavinas HPP - Plavinas Hydroelectric Power Plant Latvia,56.583,25.2394,-0.067091696
Riga HPP,56.94600412,24.10589218,0.024403255
Kaunohe Kauno KHE------HA1 - Kaunas Hydroelectric Power Plant Lithuania,54.87414,24.0,0.011740495
Kruonis & extension Kruonio KHAE-----HA1 - Kruonis Pumped Storage Hydroelectric Power Plant Lithuania,54.797866,24.248169,0.19265448
Hydropower Plant CHE-Costesti,47.8381,27.2246,0.03531207
Hydropower Plant Dubasari,47.2778,29.123,0.058790106
HE Glava Zete,42.6,18.98,-0.10511824
Perucica Hydroelectric Power Plant Montenegro - Perucica Hydroelectric Power Plant Montenegro,42.6718,18.9951,0.041049205
Piva_G1 - Piva (Mratinje) Hydroelectric Power Plant Montenegro,43.272999,18.841999,0.4065177
Globocica (Crn Drim) Hydroelectric Power Plant Macedonia,41.3371,20.6347,0.14707687
Kalimantsi Hydroelectric Power Plant Macedonia - Kalimantsi Hydroelectric Power Plant Macedonia,41.97115,22.57809,-0.16229841
Kozjak Hydroelectric Power Plant Macedonia - Kozjak Hydroelectric Power Plant Macedonia,41.8792,21.1921,0.06342196
Matka Hydroelectric Power Plant Macedonia - Matka Hydroelectric Power Plant Macedonia,41.9528,21.2982,-0.031595282
Raven Hydroelectric Power Plant Macedonia - Raven Hydroelectric Power Plant Macedonia,41.7791,20.8563,-0.059144393
Spilje Hydroelectric Power Plant Macedonia,41.4936,20.5054,0.09059076
Sveta Peka Hydroelectric Power Plant Macedonia - Sveta Peka Hydroelectric Power Plant Macedonia,41.9249,21.2647,0.09287039
TIKVES G1 - Tikves Hydroelectric Power Plant Macedonia,41.404999,21.936001,-0.15194966
VRUTOK G1 -  Mavrovo Vrutok Hydroelectric Power Plant Macedonia,41.771,20.84,-0.18360645
Vrben Hydroelectric Power Plant Macedonia - Vrben Hydroelectric Power Plant Macedonia,41.7166,20.7219,-0.15280865
Aall-Ulefoss,59.281502,9.253044,-0.02656959
Adamselv,70.409578,26.701878,-0.27214178
Alta krv,69.717916,23.795677,-0.25240278
Andåsfossen,65.822425,13.259879,-0.25650802
Askerudfoss,60.20311,10.342111,-0.103597805
Aunfoss,64.610022,12.578041,-0.106296316
Aura,62.664258,8.514969,-0.21147916
Aurland I,60.8525,7.300704,-0.22480981
Aurland II H,60.805201,7.377305,-0.0023654883
Aurland II L,60.804331,7.378572,0.045473717
Aurland III,60.798131,7.571407,-0.24665849
Aurland IV (Vangen),60.901828,7.178971,-0.1792002
Aurland V (Reppa),60.804002,7.35285,-0.183949
Bagn,60.827132,9.548789,-0.15306635
Bardufoss,69.043788,18.589681,-0.15704475
Befring,61.609102,6.635326,-0.19529334
Begna,60.202559,10.249582,-0.13116527
Bele,63.017618,8.527644,-0.26318973
Bergerfoss,60.227748,10.376135,-0.084237985
Bergsbotn,69.433207,17.483038,-0.023777215
Bergselva,69.299368,19.985893,-0.29157338
Bergstø,59.906073,6.497474,-0.09673315
Berild,62.447595,7.487445,-0.18799497
Berlifoss,58.945844,8.482479,-0.01340203
Bingsfoss,59.989971,11.264708,-0.06333028
Bjelland,58.405782,7.523531,-0.34574082
Bjerka,66.062707,13.997822,-0.18806598
Bjordalen,59.674243,8.558921,-0.19729266
Bjølvo,60.440065,6.406111,-0.10660735
Bjørdal,62.134077,6.298791,-0.24726836
Bjørgelva,69.144622,17.945353,-0.23906414
Bjørkåsen,68.327861,16.786002,-0.26152402
Bjørndalen,61.821713,5.799066,0.064920045
Bjørndalselva,61.5096,6.287082,-0.1619013
Blådalselva,60.764629,5.385733,-0.16928346
Blåfalli III H,59.874602,6.073856,-0.13928571
Blåfalli III L,59.874725,6.074131,-0.13242751
Blåfalli IV,59.930933,6.197613,-0.051605873
Blåfalli V,59.919097,6.187562,0.03685205
Blåfalli Vik,59.844023,5.994117,-0.23260503
Boen Foss,58.245048,8.1401,0.049276803
Bogna,64.228736,12.025878,-0.2970567
Borgund,61.061044,7.822617,-0.24816768
Borregaard,59.276365,11.129869,-0.051463887
Braskereidfoss,60.706254,11.791752,0.029389456
Bratsberg,63.357887,10.447937,-0.3312935
Brattingfoss,64.046234,11.082015,-0.24513787
Brattset,62.802952,10.017076,-0.42874902
Breiava,59.159053,6.612866,0.054366346
Breivikelva,67.054756,14.478863,-0.22814946
Brokke,59.12481,7.5063,-0.3119617
Brulandsfoss,61.435682,5.915368,0.0600824
Brunstad,62.284418,6.67713,-0.30750358
Bruvollelva,64.266277,12.294282,-0.2279916
Brødbølfoss,60.033452,12.371142,-0.23349336
Byafossen,64.038142,11.552689,-0.060736388
Byrkjelo,61.733639,6.508575,-0.0785694
Byrte,59.496878,7.829058,-0.3064556
Båtsvatn,68.090128,17.716649,0.14401773
Bøhnsdalen,60.286995,11.194128,-0.126755
Bøylefoss,58.596229,8.716276,0.027035229
Daja,67.082708,16.055171,-0.2601058
Dale (Volda),62.063379,5.926892,-0.24285142
Dale II,60.581955,5.823857,-0.21491687
Dalelva,60.12831,6.233554,-0.061238337
Dalsfos,58.96678,9.313175,-0.09622047
Dalvatn,59.690494,6.570213,0.015880335
Dauremål,61.829094,5.78213,0.052304406
Deveggåe,60.251962,8.83648,-0.16916662
Dittielva,68.656321,18.784474,-0.17141294
Dividalen,68.875556,19.560557,-0.32700762
Djupdal,59.939501,9.339152,-0.0022171142
Dokka,60.810641,10.135008,0.024111878
Dokkelva,62.679671,8.137279,-0.29375106
Dragefossen,67.023919,15.321611,-0.20450151
Driva,62.627288,8.893746,-0.27599296
Duge,59.128899,6.892177,0.19869126
Duvedalen,60.960885,5.48906,-0.20701076
Dversetelva,67.161093,15.405711,-0.13623205
Dynjanfoss,58.951934,8.394045,0.08267799
Dyrdalselva,61.116097,6.01307,-0.22209787
Dyrnesli,61.204094,5.811217,-0.060821656
Døla,63.951327,11.65664,-0.31853002
Døvikfoss,59.885624,9.909036,0.044703737
Egge,61.683966,6.521126,-0.27067363
Eid,60.720717,9.713376,-0.056971606
Eidefossen,61.8037,9.303697,-0.1201843
Eidsdal,62.225603,7.143688,-0.2964974
Eidsfoss,59.297123,9.219933,0.017415844
Eidsfossen,61.756715,6.245702,-0.062433604
Eikelandsosen,60.255341,5.74083,-0.2891675
Einunna,62.231331,10.342027,-0.05125163
Eiriksdal,61.238651,6.159359,-0.2009884
Ekkjestølen,59.791456,6.767096,-0.16006118
Eldao,61.46122,7.03845,-0.15482205
Eldrevatn,61.01993,8.127023,-0.06606354
Ellenelva,69.380694,19.644744,-0.13977762
Embretsfoss,59.902164,9.925332,-0.09320739
Engeset,62.264103,6.860074,-0.26384377
Evanger,60.662252,6.118739,-0.36449972
Evenstad,58.543204,8.673748,0.06615084
Fagerli,67.116045,16.067266,-0.2661949
Fagervollan,66.375658,13.657311,0.07069105
Fall,60.678333,10.352728,-0.183218
Faslefoss,60.958423,9.300065,-0.2823774
Fausa II,62.357548,6.894803,-0.003428369Rajan 1/2
Fellesanlegget Kykkelsrud-Fossumfoss,59.579898,11.100725,0.036283866
Finndøla,59.187073,8.039687,-0.08947742
Finså,58.65991,6.698752,-0.14123854
Fiskløysa,64.465473,14.03276,-0.26927692
Fivelandselva,59.674717,6.418735,-0.21724014
Fjellet,59.400865,9.550383,-0.069140136
Fjelna,63.199304,9.006507,-0.23942842
Fjone,59.21679,8.451892,-0.03543892
Fjæremsfoss,63.321965,10.436126,-0.10427065
Flatenfoss 2,58.629922,8.688104,0.16953187
Flatenfoss 3,58.629862,8.687982,0.18167666
Flittig,59.323002,9.53647,-0.2135376
Flørli,59.010982,6.445127,0.17490584
Follafoss,63.986371,11.094741,-0.40789977
Follsjå,59.659779,9.213667,-0.23511633
Forneselva,69.596644,19.903016,-0.021310588
Forsanvatn,67.950665,15.654038,-0.19673334
Forsland,66.074163,13.047689,0.05652822
Forså,66.951346,14.2253,0.073620066
Fossan,63.027127,11.70028,-0.1406797
Fossbråten,60.976724,9.295138,-0.30343217
Fossheim,61.579621,6.502653,-0.3813463
Fossmark,58.976905,6.24297,-0.16207193
Framruste,61.937434,7.886853,-0.27843994
Fritzøe,59.052673,10.018279,-0.08303451
Frøland,60.384643,5.806852,-0.13212042
Frøystul,59.824603,8.345011,-0.1479797
Funna,63.440244,11.742539,-0.33968034
Funnefoss,60.167127,11.529376,-0.043071434
Furegardane,60.636372,6.17251,-0.18539202
Furset,62.282863,6.884733,-0.19468994
Fykanvannet,66.796795,14.000749,-0.0056919493
Gamlebrofoss,59.657714,9.651615,0.116294265
Gandvik,70.014732,29.115253,-0.09211739
Gaudøla,62.685993,8.416823,-0.2594628
Gaula,62.802846,11.370119,-0.18901011
Gausbu,59.367561,7.892581,-0.2812943
Gausvik I,68.608998,16.493108,-0.20992227
Geithusfoss,59.928859,9.963443,-0.027144587
Geitåni,60.649557,6.007385,-0.11598451
Gire,60.501992,9.136954,-0.25261322
Gisnafallet,62.694766,9.941145,-0.20626968
Gjerdsvika,62.256071,5.583926,-0.207156
Gjesdal,61.487222,6.120527,-0.19699529
Gjetingsdalen,60.138493,6.240125,-0.26437908
Gjuva,60.929668,8.422985,-0.17877775
Gjønaelva,60.260097,5.865826,-0.20476963
Glomfjord,66.796875,14.000939,-0.001604016
Gosland,60.608276,6.344046,-0.23633072
Govddesåga,66.923648,14.393596,-0.23273377
Grana,62.915995,9.680167,-0.18124373
Gravfoss I,59.931023,9.945466,0.024778781
Gresslifoss,63.053018,11.489542,-0.2927164
Grytendal,65.184825,12.798047,-0.15302199
Grytneselva,62.723486,8.114792,-0.19354896
Gryto,60.414314,6.25049,-0.22682749
Grytten,62.500671,7.776139,-0.23978609
Grytåga,65.803544,12.72901,-0.09652601
Gråsjø,62.933703,9.125257,-0.067970276
Grøa,62.639218,8.730667,-0.3544219
Grønsdal,60.44001,5.860706,-0.30131018
