name,latitude,longitude,discharge
,36.79375,50.160417,1.126
,47.547917,44.989583,0.024
,61.539583,48.302083,0.607
,41.88125,-2.639583,2.917
,54.502083,-7.789583,5.085
,65.99375,52.15625,2.013
,46.20625,17.14375,1.845
,42.039583,-3.222917,2.121
,36.614583,55.85625,7.335
,53.035417,40.85625,0.084
,66.614583,25.414583,5.122
,30.489583,51.885417,1.028
,62.597917,37.189583,1.375
,32.33125,49.772917,3.843
,50.28125,47.872917,5.72
,64.210417,-20.722917,4.96
,50.760417,15.402083,0.914
,43.089583,24.74375,0.072
,46.364583,38.439583,2.524
,51.172917,-2.09375,2.944
,47.48125,8.90625,1.082
,42.260417,24.914583,1.105
,66.122917,51.80625,0.293
,36.539583,30.272917,7.947
,43.90625,27.627083,9.284
,52.747917,53.89375,0.068
,35.772917,50.889583,1.932
,53.102083,52.402083,0.239
,45.814583,13.885417,0.258
,45.70625,16.03125,0.109
,54.885417,28.04375,2.599
,64.34375,11.585417,3.5
,36.88125,32.31875,0.382
,57.30625,40.839583,0.929
,52.89375,30.627083,0.099
,53.839583,-1.947917,0.488
,37.25625,28.227083,0.881
,49.30625,24.452083,2.361
,40.76875,39.972917,7.409
,62.439583,57.189583,0.361
,29.310417,60.010417,8.18
,49.822917,1.252083,0.557
,38.34375,33.910417,1.76
,54.597917,-7.172917,2.183
,35.002083,62.310417,0.068
,56.18125,-3.34375,1.933
,53.822917,44.552083,5.255
,44.835417,42.672917,2.616
,37.13125,47.177083,0.519
,46.364583,34.26875,4.851
,59.839583,42.06875,4.142
,53.647917,19.78125,0.122
,64.477083,-20.44375,7.061
,50.839583,5.335417,1.066
,49.710417,52.239583,5.728
,37.302083,33.247917,0.723
,54.977083,49.95625,0.84
,56.55625,40.13125,1.638
,73.489583,54.639583,1.883
,21.610417,58.302083,2.488
,55.860417,34.327083,8.618
,48.839583,21.860417,0.13
,39.285417,29.652083,0.915
,61.76875,44.777083,0.215
,62.41875,59.460417,1.654
,63.252083,9.99375,1.376
,57.60625,12.19375,2.394
,37.66875,-5.71875,1.509
,58.022917,34.964583,3.706
,45.514583,9.11875,1.613
,52.197917,58.035417,0.227
,53.135417,-3.060417,4.159
,27.30625,65.35625,4.747
,64.014583,49.097917,4.148
,67.84375,29.820833,1.629
,63.08125,13.74375,0.78
,40.522917,-6.69375,2.425
,58.39375,50.852083,1.752
,34.460417,45.852083,4.146
,35.510417,41.88125,1.305
,53.072917,6.410417,1.023
,40.53125,-3.939583,1.555
,31.18125,34.61875,4.312
,49.514583,41.097917,1.771
,52.59375,41.864583,0.057
,66.177083,14.472917,4.076
,62.65625,43.75625,7.634
,30.05625,52.060417,1.822
,62.99375,9.385417,2.166
,35.664583,42.44375,1.831
,62.889583,50.147917,2.77
,47.977083,2.627083,1.283
,62.914583,44.502083,0.351
,47.927083,-3.597917,5.091
,58.19375,57.14375,2.096
,50.560417,23.727083,0.58
,49.889583,38.897917,3.728
,55.347917,-3.502083,2.1
,71.377083,53.96875,5.243
,51.49375,13.96875,6.884
,37.10625,28.589583,2.908
,66.897917,49.814583,4.782
,50.185417,52.172917,1.652
,51.939583,15.90625,0.988
,57.860417,39.877083,0.236
,54.74375,36.11875,6.967
,64.477083,30.95625,6.98
,61.339583,49.33125,2.209
,56.185417,49.022917,0.146
,57.535417,25.710417,1.868
,20.977083,50.664583,0.011
,51.94375,7.16875,0.248
,50.385417,18.472917,5.206
,25.702083,65.322917,0.051
,49.427083,5.664583,2.73
,48.15625,7.202083,1.613
,63.814583,-18.91875,5.009
,42.610417,44.63125,4.65
,67.364583,40.435417,0.966
,41.260417,25.997917,1.051
,65.235417,15.80625,9.179
,43.972917,-0.177083,4.002
,68.31875,55.214583,7.081
,67.30625,51.30625,0.404
,27.327083,65.922917,2.561
,57.960417,47.739583,5.961
,51.327083,6.247917,1.229
,43.560417,3.98125,5.007
,63.477083,36.34375,2.787
,30.510417,57.710417,1.734
,49.78125,2.972917,2.152
,52.15625,5.397917,4.584
,65.74375,-23.16875,0.125
,66.427083,20.10625,0.114
,58.535417,23.760417,0.815
,65.89375,27.452083,2.471
,36.714583,29.89375,3.17
,64.44375,14.647917,2.852
,75.427083,61.114583,2.003
,65.489583,-17.910417,1.314
,49.53125,45.08125,2.125
,53.56875,44.84375,2.135
,64.714583,-16.135417,0.903
,50.30625,39.60625,3.572
,54.364583,47.139583,1.865
,57.785417,25.427083,0.33
,67.09375,57.485417,4.181
,68.485417,24.527083,4.732
,33.472917,36.560417,7.191
,30.927083,51.64375,4.288
,65.71875,13.964583,6.048
,34.764583,48.072917,0.104
,63.85625,12.05625,3.771
,64.060417,12.11875,2.425
,50.21875,14.927083,1.334
,49.552083,54.852083,8.039
,63.102083,14.74375,0.151
,49.28125,30.677083,0.319
,57.935417,43.297917,7.307
,35.914583,51.872917,3.276
,54.16875,51.43125,1.797
,52.389583,27.964583,2.271
,57.860417,42.45625,1.888
,48.94375,35.722917,0.028
,34.88125,48.502083,0.196
,65.08125,52.702083,8.366
,42.577083,44.74375,1.471
,64.985417,47.522917,4.252
,37.739583,37.372917,2.552
,60.639583,56.01875,4.651
,52.68125,48.66875,0.047
,50.472917,15.735417,5.617
,36.514583,33.54375,6.07
,57.439583,50.83125,6.644
,59.05625,24.410417,2.983
,59.585417,58.722917,5.802
,53.40625,25.56875,0.222
,67.035417,17.189583,8.144
,64.80625,-17.352083,0.331
,48.997917,10.610417,6.772
,56.335417,13.614583,0.563
,29.210417,61.214583,1.729
,49.689583,18.04375,0.124
,37.264583,28.214583,1.772
,43.352083,-1.622917,6.777
,45.75625,4.55625,0.113
,52.739583,45.20625,1.503
,37.760417,40.06875,0.138
,64.447917,33.810417,0.565
,38.664583,31.01875,4.584
,37.847917,36.160417,1.256
,47.835417,36.827083,1.132
,55.99375,37.860417,3.004
,49.685417,18.039583,6.368
,49.572917,26.960417,0.994
,37.49375,27.497917,1.142
,44.389583,18.189583,2.681
,34.772917,47.564583,1.201
,35.26875,59.672917,2.083
,61.822917,30.372917,2.918
,48.18125,36.860417,0.105
,38.41875,-7.672917,7.582
,54.902083,-8.03125,1.356
,42.810417,44.93125,0.857
,64.064583,-17.810417,0.291
,58.11875,-6.614583,2.315
,41.09375,36.16875,2.7
,58.414583,42.202083,4.648
,38.114583,59.435417,3.38
,54.077083,53.602083,4.162
,54.514583,21.289583,5.851
,40.30625,48.064583,7.443
,64.939583,50.75625,2.512
,69.11875,21.70625,7.62
,50.835417,38.260417,0.045
,64.852083,57.077083,4.254
,53.56875,33.735417,7.162
,49.839583,12.839583,1.635
,33.514583,50.327083,6.782
,59.79375,15.160417,8.45
,44.789583,7.74375,2.63
,55.210417,39.960417,3.614
,61.647917,51.164583,1.229
,33.714583,68.222917,2.323
,25.122917,42.65625,1.183
,59.739583,35.322917,2.288
,50.70625,2.13125,4.497
,59.59375,56.185417,0.704
,63.40625,32.735417,0.539
,36.697917,31.789583,1.629
,31.864583,63.089583,4.204
,38.427083,28.477083,0.062
,45.789583,46.64375,0.0
,18.347917,50.364583,0.018
,64.814583,42.814583,0.282
,66.502083,48.535417,5.016
,42.79375,-0.960417,7.464
,55.18125,9.25625,1.75
,56.514583,31.79375,4.079
,55.685417,43.272917,5.044
,34.439583,49.614583,2.158
,42.760417,-0.964583,9.616
,57.252083,35.95625,0.363
,36.960417,44.322917,0.26
,36.977083,40.38125,3.346
,47.74375,34.697917,1.215
,34.38125,44.110417,3.499
,61.664583,43.852083,2.803
,67.002083,51.85625,4.248
,55.74375,26.30625,1.686
,64.41875,40.272917,1.397
,41.810417,33.235417,0.438
,36.91875,46.585417,0.279
,35.335417,57.60625,1.427
,54.20625,26.314583,6.197
,57.860417,15.810417,4.687
,65.15625,-15.860417,1.119
,51.39375,4.79375,1.375
,62.10625,54.922917,1.316
,50.16875,41.110417,1.308
,64.597917,55.289583,3.061
,54.085417,-9.28125,8.089
,42.352083,19.04375,1.909
,50.522917,-4.697917,0.398
,47.052083,0.70625,1.634
,65.31875,-15.302083,1.902
,53.83125,-8.08125,0.129
,65.202083,57.660417,2.032
,29.427083,53.73125,0.009
,52.935417,7.052083,1.456
,62.039583,40.672917,3.617
,59.802083,49.19375,0.818
,52.50625,53.477083,5.386
,65.21875,-21.78125,2.515
,50.84375,-4.052083,0.341
,48.70625,2.497917,5.808
,50.50625,31.94375,1.908
,79.227083,13.652083,0.604
,57.052083,14.172917,0.215
,44.052083,8.185417,5.23
,35.939583,51.06875,9.86
,51.43125,30.35625,0.085
,51.51875,46.202083,0.102
,58.002083,46.689583,0.091
,63.08125,58.172917,0.174
,62.41875,24.360417,2.404
,40.96875,40.79375,0.338
,56.764583,25.789583,1.776
,57.885417,46.964583,2.288
,62.322917,57.777083,1.064
,57.289583,-4.064583,6.565
,40.31875,21.722917,1.402
,38.03125,21.335417,1.308
,37.735417,42.36875,1.761
,34.264583,45.947917,4.044
,57.804167,-4.691667,1.884
,58.810417,42.56875,0.637
,51.18125,36.14375,6.581
,43.435417,40.53125,9.885
,58.464583,39.402083,0.075
,55.689583,35.602083,5.4
,65.36875,59.935417,0.877
,60.01875,38.147917,4.109
,49.66875,20.085417,0.997
,47.96875,-2.81875,2.804
,48.627083,23.522917,2.558
,17.810417,44.339583,0.162
,50.385417,3.69375,1.626
,64.31875,31.997917,4.183
,52.852083,-7.435417,8.882
,63.69375,52.822917,2.185
,37.110417,47.422917,0.388
,42.352083,-8.485417,3.842
,34.410417,67.71875,0.989
,63.052083,14.44375,1.044
,50.16875,36.110417,1.677
,41.622917,33.877083,0.199
,54.114583,50.414583,9.96
,53.49375,35.035417,1.222
,47.997917,37.327083,0.824
,64.897917,-14.785417,4.085
,44.785417,28.972917,1.794
,48.91875,-0.06875,0.233
,39.99375,29.564583,0.321
,47.064583,-0.98125,2.783
,37.74375,57.18125,0.045
,44.989583,27.46875,9.295
,28.110417,51.964583,0.042
,63.714583,14.952083,0.341
,64.527083,-21.05625,1.105
,32.914583,60.33125,1.211
,39.79375,26.335417,2.404
,59.260417,50.077083,1.239
,67.847917,50.472917,0.111
,38.660417,33.377083,3.105
,37.722917,31.677083,4.482
,55.84375,41.835417,3.511
,72.047917,54.90625,0.147
,55.164583,22.864583,0.182
,40.214583,-1.88125,1.457
,66.622917,16.289583,8.65
,48.685417,6.672917,0.13
,28.89375,60.347917,0.872
,57.71875,38.96875,1.286
,32.760417,49.66875,5.552
,48.772917,14.010417,7.501
,62.489583,53.839583,1.283
,46.635417,40.060417,0.913
,27.047917,62.272917,0.056
,44.80625,17.872917,0.119
,49.877083,28.572917,1.949
,72.01875,52.089583,1.028
,40.30625,20.014583,3.473
,41.247917,31.760417,2.426
,60.695833,55.291667,1.245
,45.74375,20.952083,4.152
,53.79375,20.664583,4.556
,42.497917,13.08125,3.245
,69.15625,49.302083,6.895
,49.264583,41.80625,0.033
,55.322917,10.722917,2.15
,52.24375,43.664583,1.579
,74.65625,57.177083,0.499
,46.897917,14.552083,2.679
,39.814583,31.102083,2.125
,47.69375,33.935417,0.014
,20.839583,42.327083,0.036
,55.364583,45.81875,0.436
,56.852083,-2.685417,6.669
,67.514583,56.810417,1.766
,53.572917,59.73125,1.21
,55.14375,59.052083,9.235
,63.097917,30.54375,1.33
,48.85625,27.689583,1.357
,64.60625,55.74375,3.592
,68.43125,59.99375,1.264
,65.20625,14.61875,4.968
,63.602083,15.639583,2.606
,33.239583,49.68125,1.434
,67.597917,49.497917,2.205
,65.26875,54.989583,1.256
,43.65625,-1.352083,2.251
,37.060417,30.197917,1.07
,29.489583,50.789583,2.849
,43.402083,5.98125,0.183
,67.760417,61.66875,0.639
,69.68125,61.50625,0.858
,64.222917,54.15625,0.91
,63.822917,-19.435417,0.42
,53.58125,15.547917,1.134
,42.535417,24.83125,6.061
,39.05625,46.94375,1.754
,45.102083,42.74375,0.045
,60.49375,17.727083,1.953
,61.55625,8.70625,0.631
,65.614583,28.027083,1.702
,26.014583,59.085417,4.24
,66.577083,36.960417,1.461
,57.710417,55.01875,6.994
,49.627083,34.19375,2.166
,37.114583,32.41875,0.39
,67.23125,39.285417,2.33
,30.360417,53.902083,2.707
,26.972917,38.827083,0.019
,55.027083,40.802083,0.075
,40.60625,29.564583,0.604
,56.702083,16.085417,2.909
,63.810417,38.085417,0.808
,26.497917,58.235417,0.082
,57.83125,37.610417,0.146
,39.214583,37.110417,0.089
,55.910417,21.76875,3.406
,69.54375,26.685417,1.652
,78.89375,13.085417,8.193
,45.527083,27.40625,0.09
,61.360417,14.45625,1.573
,76.34375,65.310417,1.065
,57.16875,29.739583,5.873
,66.09375,-16.422917,3.405
,52.660417,-2.889583,0.368
,67.427083,17.06875,5.928
,53.972917,53.272917,2.377
,34.814583,45.727083,0.821
,64.014583,-20.23125,0.167
,53.164583,47.514583,5.426
,54.572917,51.152083,7.689
,31.75625,34.722917,2.271
,49.227083,4.822917,8.983
,54.260417,39.660417,1.808
,59.672917,45.239583,3.292
,53.197917,23.864583,3.418
,52.40625,29.339583,0.179
,32.214583,35.89375,4.515
,54.03125,-1.56875,6.186
,33.48125,64.15625,0.178
,57.802083,34.614583,0.674
,32.760417,64.222917,3.125
,49.60625,48.922917,9.931
,43.035417,18.735417,1.629
,47.972917,24.822917,0.319
,66.735417,58.327083,1.814
,65.927083,48.26875,1.462
,73.997917,56.63125,1.811
,63.685417,36.802083,1.912
,24.747917,43.197917,1.55
,64.91875,13.035417,0.716
,67.285417,57.222917,1.018
,31.23125,54.389583,0.067
,41.002083,-3.197917,1.605
,72.04375,54.36875,7.274
,55.077083,8.802083,6.495
,19.060417,41.777083,4.171
,56.172917,8.99375,0.318
,59.002083,43.277083,0.195
,60.585417,27.452083,2.912
,56.252083,56.65625,2.552
,18.002083,48.997917,0.911
,63.389583,8.752083,0.227
,61.889583,7.552083,2.557
,67.277083,65.452083,0.112
,36.70625,42.210417,6.09
,42.68125,-2.289583,7.712
,60.302083,48.639583,3.387
,62.79375,17.889583,0.141
,54.73125,59.34375,1.408
,57.739583,39.35625,1.408
,54.585417,57.40625,0.322
,31.647917,63.014583,2.809
,54.322917,49.735417,0.913
,58.277083,32.50625,4.977
,57.677083,53.98125,6.748
,29.102083,56.51875,2.945
,65.877083,27.535417,1.361
,64.91875,32.93125,0.58
,42.08125,-5.789583,6.222
,39.189583,41.127083,0.223
,47.29375,25.122917,0.176
,62.21875,47.102083,3.576
,59.277083,48.402083,3.096
,66.18125,15.247917,0.571
,52.84375,-7.960417,1.698
,56.947917,-2.585417,0.923
,55.397917,32.922917,8.061
,26.297917,63.28125,0.035
,53.822917,-9.210417,4.188
,51.43125,5.55625,3.54
,29.952083,53.88125,0.039
,52.860417,34.76875,0.432
,35.597917,47.93125,0.077
,39.66875,29.039583,3.812
,38.477083,29.577083,2.206
,29.260417,57.410417,1.235
,38.339583,38.064583,0.096
,67.389583,52.552083,0.365
,61.402083,30.889583,0.247
,62.33125,12.189583,6.321
,62.727083,12.24375,1.714
,44.035417,42.872917,6.694
,42.785417,12.752083,0.432
,62.814583,35.597917,2.72
,67.79375,29.06875,8.337
,61.49375,8.797917,6.876
,38.472917,16.035417,2.055
,54.102083,25.75625,0.13
,40.59375,-1.927083,1.135
,50.04375,35.947917,0.343
,32.89375,68.589583,1.407
,20.914583,57.564583,0.002
,55.15625,-7.435417,2.729
,67.222917,28.814583,2.832
,56.20625,32.597917,0.273
,53.85625,42.089583,0.09
,43.61875,4.24375,6.321
,52.972917,28.06875,0.368
,38.63125,40.739583,1.963
,57.94375,-4.047917,0.26
,50.752083,28.08125,0.082
,21.80625,49.747917,1.81
,43.560417,43.010417,0.218
,60.19375,47.877083,5.511
,49.372917,30.514583,1.313
,68.01875,33.64375,2.821
,50.439583,2.90625,1.775
,63.25625,58.835417,1.197
,42.285417,-8.610417,0.618
,54.472917,-2.34375,1.55
,52.00625,-4.51875,0.129
,62.297917,8.710417,0.121
,42.202083,26.722917,1.798
,65.552083,54.297917,3.77
,49.927083,57.502083,2.141
,51.29375,-0.547917,0.744
,31.797917,49.014583,2.168
,64.110417,-17.714583,8.026
,56.227083,53.70625,3.706
,59.53125,53.772917,4.904
,51.377083,-2.839583,0.375
,57.83125,37.710417,0.136
,64.497917,18.45625,8.949
,52.814583,32.477083,3.259
,26.797917,37.947917,1.787
,41.24375,27.685417,3.151
,64.860417,-14.04375,1.01
,62.83125,58.797917,1.402
,28.339583,59.552083,1.874
,44.439583,5.36875,2.951
,66.377083,62.685417,0.643
,32.414583,64.747917,7.634
,56.789583,34.214583,3.054
,43.164583,20.397917,1.884
,62.347917,37.76875,6.87
,20.285417,41.98125,0.782
,59.522917,52.602083,0.29
,53.0,-2.091667,1.207
,62.40625,54.247917,8.347
,69.04375,63.35625,0.239
,47.29375,21.622917,0.028
,76.185417,67.239583,4.385
,48.810417,7.00625,7.045
,66.74375,53.760417,1.075
,64.789583,51.86875,1.08
,62.964583,52.73125,2.083
,33.502083,67.172917,3.804
,48.039583,-4.522917,0.194
,52.422917,24.09375,0.175
,43.264583,1.014583,3.038
,57.602083,15.63125,2.119
,50.935417,33.00625,0.415
,39.53125,48.710417,2.046
,31.35625,58.189583,7.403
,66.91875,58.41875,4.722
,20.747917,50.747917,6.646
,48.25625,-3.502083,1.529
,42.63125,27.285417,2.113
,37.28125,33.227083,4.907
,45.347917,13.702083,7.631
,32.702083,35.939583,2.887
,65.04375,46.172917,6.675
,57.710417,59.18125,0.4
,40.710417,-2.460417,0.048
,53.527083,19.68125,8.995
,40.039583,32.577083,5.231
,53.06875,54.45625,2.381
,52.04375,37.752083,6.465
,57.322917,36.777083,1.387
,64.785417,-20.210417,3.384
,51.860417,42.935417,0.681
,22.08125,52.210417,0.031
,33.135417,62.75625,2.582
,28.96875,66.364583,1.582
,43.122917,18.09375,0.399
,37.889583,37.40625,0.133
,58.21875,42.027083,2.891
,47.65625,-2.93125,2.318
,51.78125,18.760417,1.512
,61.74375,23.914583,1.136
,42.614583,-0.88125,6.601
,65.189583,49.59375,2.942
,59.227083,31.364583,1.424
,54.014583,-7.472917,4.685
,54.210417,-0.93125,3.798
,53.29375,-1.339583,3.426
,49.760417,49.839583,1.859
,63.797917,56.59375,2.736
,57.485417,14.122917,1.95
,57.06875,53.935417,6.76
,66.09375,14.54375,0.578
,41.189583,41.310417,4.171
,35.05625,44.19375,2.712
,46.51875,1.260417,1.482
,50.41875,22.927083,0.669
,68.847917,53.29375,5.26
,36.11875,32.764583,1.496
,63.460417,-18.610417,0.453
,66.377083,22.910417,4.707
,58.997917,33.564583,0.241
,53.560417,59.722917,1.287
,56.464583,21.297917,1.723
,55.397917,52.00625,4.461
,49.602083,7.160417,1.095
,40.752083,-2.389583,6.17
,45.639583,42.535417,1.493
,38.547917,27.610417,7.11
,40.660417,38.072917,4.34
,37.19375,58.31875,0.069
,39.347917,9.564583,0.776
,51.735417,53.210417,0.029
,48.589583,15.43125,7.26
,38.897917,37.61875,0.063
,66.910417,38.235417,6.093
,52.960417,35.539583,1.221
,28.960417,51.710417,1.877
,57.264583,46.50625,1.298
,71.69375,53.06875,0.24
,40.002083,8.585417,1.444
,40.54375,-6.93125,0.278
,67.939583,51.685417,0.88
,40.69375,40.59375,6.654
,66.797917,28.122917,8.213
,44.489583,33.797917,1.972
,48.70625,12.00625,0.877
,42.74375,-1.935417,2.786
,65.96875,18.685417,2.728
,52.885417,50.18125,7.144
,63.920833,-18.170833,1.489
,45.714583,16.014583,0.279
,47.80625,-2.585417,4.679
,60.93125,31.135417,1.312
,35.602083,48.252083,1.2
,46.01875,24.160417,3.712
,52.764583,29.689583,5.873
,34.922917,47.597917,5.639
,61.414583,29.360417,0.325
,46.122917,22.860417,2.161
,61.04375,40.535417,5.143
,55.372917,-3.347917,1.442
,40.872917,-3.452083,7.145
,60.010417,45.527083,3.416
,47.977083,35.860417,2.48
,53.277083,-9.535417,0.209
,52.26875,13.827083,1.322
,36.48125,55.085417,1.834
,52.985417,42.152083,0.067
,49.039583,39.835417,2.723
,65.139583,-15.989583,3.106
,56.172917,27.127083,0.761
,65.110417,49.14375,0.302
,79.414583,22.352083,0.216
,55.672917,-2.697917,4.407
,55.510417,-1.927083,0.435
,58.11875,29.414583,0.109
,58.38125,13.94375,1.444
,42.31875,41.722917,0.281
,55.014583,21.739583,1.869
,51.335417,36.84375,0.126
,36.15625,46.93125,1.105
,56.035417,9.66875,0.179
,60.30625,57.247917,3.287
,69.035417,33.810417,0.591
,49.93125,7.48125,1.855
,68.84375,21.06875,0.339
,50.61875,9.502083,1.605
,51.60625,39.50625,8.324
,67.522917,64.335417,2.312
,62.502083,32.05625,1.586
,49.83125,37.010417,2.697
,48.072917,37.414583,1.977
,58.010417,46.264583,8.403
,46.78125,39.00625,4.616
,56.914583,38.364583,4.308
,54.735417,27.322917,4.976
,52.88125,11.160417,2.517
,50.360417,3.69375,0.159
,38.14375,31.002083,2.534
,45.73125,8.20625,1.27
,41.23125,32.43125,1.26
,53.847917,17.76875,1.405
,54.097917,59.014583,2.487
,60.510417,50.264583,0.511
,67.53125,57.18125,1.745
,31.58125,34.552083,0.682
,53.314583,56.68125,4.207
,48.364583,11.385417,3.917
,49.572917,13.547917,0.126
,63.672917,-20.189583,2.319
,34.589583,65.985417,0.114
,43.439583,44.96875,0.022
,46.602083,18.077083,1.318
,65.122917,-21.09375,3.124
,52.902083,19.710417,2.616
,35.714583,49.24375,1.288
,28.427083,51.964583,7.895
,50.085417,13.14375,1.273
,54.65625,24.677083,0.169
,75.610417,61.18125,0.12
,49.497917,-1.55625,2.568
,48.54375,22.985417,0.148
,44.910417,22.360417,0.267
,62.239583,31.610417,1.347
,50.589583,57.54375,5.453
,51.90625,24.71875,1.62
,37.289583,14.027083,6.745
,49.002083,9.502083,1.333
,32.785417,68.452083,2.121
,27.35625,65.902083,2.166
,66.364583,50.835417,2.018
,60.09375,54.510417,1.893
,33.960417,64.927083,0.255
,46.277083,4.297917,1.587
,66.914583,56.047917,1.117
,53.735417,16.810417,2.441
,56.689583,56.252083,0.322
,57.239583,47.177083,0.137
,22.29375,41.202083,2.06
,18.627083,43.214583,0.134
,57.81875,26.127083,1.634
,54.214583,-6.247917,0.871
,33.96875,65.85625,1.297
,62.710417,51.922917,0.276
,48.81875,14.26875,0.727
,57.060417,21.58125,3.833
,59.972917,37.122917,1.535
,57.60625,35.48125,4.093
,54.16875,45.197917,0.094
,62.527083,22.28125,4.309
,65.102083,-20.74375,1.661
,49.364583,25.372917,4.296
,52.447917,34.264583,9.782
,49.14375,20.977083,3.065
,57.664583,33.402083,2.7
,57.03125,35.20625,4.798
,51.472917,41.222917,2.967
,25.402083,62.297917,1.278
,69.34375,22.610417,8.95
,66.427083,53.80625,0.585
,54.197917,26.547917,0.095
,57.060417,39.29375,3.107
,53.847917,49.435417,0.14
,65.68125,14.56875,0.198
,29.98125,54.947917,0.025
,34.08125,66.585417,0.122
,36.914583,30.76875,3.761
,46.039583,16.010417,4.654
,67.74375,29.90625,0.867
,36.08125,52.377083,1.671
,53.94375,-6.427083,0.465
,53.297917,8.239583,0.157
,34.510417,62.664583,0.075
,52.33125,38.077083,9.734
,50.28125,16.64375,2.076
,54.427083,53.064583,5.859
,63.19375,44.035417,5.663
,30.34375,50.414583,0.228
,79.45625,11.147917,2.971
,37.927083,43.502083,0.129
,65.022917,52.60625,6.312
,45.58125,43.622917,1.625
,46.60625,32.54375,2.829
,63.835417,12.51875,1.381
,43.352083,18.385417,4.453
,63.410417,57.50625,0.437
,62.035417,35.98125,5.662
,37.985417,14.177083,0.208
,63.272917,54.85625,1.234
,52.660417,8.122917,0.226
,57.510417,44.977083,0.184
,69.202083,31.685417,1.394
,54.564583,22.572917,2.758
,66.41875,21.75625,5.219
,59.547917,15.577083,1.271
,66.835417,61.585417,0.335
,49.660417,23.722917,4.471
,44.360417,27.05625,1.225
,41.88125,34.610417,2.931
,36.93125,57.647917,1.727
,39.847917,39.314583,1.771
,64.914583,51.01875,0.888
,38.239583,-5.177083,1.734
,64.01875,-20.722917,1.867
,66.31875,39.052083,6.271
,48.214583,24.60625,1.304
,55.672917,33.860417,2.685
,49.31875,22.95625,3.318
,65.239583,46.435417,0.297
,51.397917,12.485417,1.72
,54.447917,-7.04375,1.279
,41.197917,28.764583,1.223
,46.260417,28.660417,1.2
,64.914583,-21.152083,2.072
,65.55625,-17.935417,0.334
,64.110417,30.085417,1.766
,67.41875,19.147917,3.85
,61.185417,46.210417,5.924
,53.510417,10.060417,0.12
,57.522917,55.285417,0.164
,53.810417,29.047917,2.723
,32.960417,48.960417,2.119
,40.739583,32.09375,0.729
,35.585417,42.44375,2.23
,47.647917,25.577083,4.839
,51.76875,24.672917,8.714
,49.80625,25.36875,2.057
,65.964583,17.435417,0.159
,32.38125,50.589583,1.062
,26.852083,38.902083,1.101
,33.827083,35.947917,6.806
,58.95625,45.98125,1.699
,52.772917,48.064583,0.104
,60.49375,54.860417,8.989
,60.127083,38.310417,1.242
,41.460417,34.652083,3.12
,66.010417,23.74375,4.497
,59.39375,37.172917,6.66
,35.03125,47.08125,2.747
,42.064583,27.552083,1.62
,52.027083,57.539583,5.216
,39.28125,-3.239583,0.198
,26.172917,58.397917,0.078
,65.79375,-21.76875,5.116
,55.88125,52.260417,9.891
,52.497917,18.385417,2.725
,68.76875,27.389583,3.279
,22.477083,58.752083,3.984
,60.73125,28.327083,5.683
,72.202083,53.285417,2.646
,40.09375,38.402083,0.72
,43.952083,18.072917,7.993
,41.84375,48.23125,1.365
,38.877083,33.377083,0.011
,64.860417,30.51875,6.501
,27.53125,60.435417,1.782
,68.08125,32.25625,0.457
,52.510417,27.222917,7.525
,53.052083,7.38125,0.14
,42.09375,46.872917,2.837
,49.997917,32.51875,1.789
,44.877083,0.002083,3.513
,58.597917,47.635417,3.131
,51.164583,3.860417,0.16
,67.84375,31.377083,1.797
,33.064583,63.847917,1.202
,62.539583,13.860417,0.818
,74.59375,58.75625,0.365
,47.90625,40.28125,3.839
,50.839583,6.772917,2.191
,65.95625,62.010417,3.035
,69.410417,30.939583,1.006
,39.252083,-7.54375,0.26
,53.152083,27.60625,1.556
,77.522917,22.73125,3.771
,28.20625,56.177083,9.535
,57.335417,25.397917,4.29
,51.185417,41.152083,9.266
,47.864583,-3.397917,7.425
,51.997917,59.664583,0.013
,63.114583,42.660417,1.568
,33.93125,48.710417,2.939
,34.427083,65.98125,4.24
,53.05625,52.197917,0.046
,61.552083,24.33125,9.844
,57.447917,41.197917,3.36
,40.49375,31.18125,2.48
,65.710417,15.010417,0.181
,33.197917,66.302083,0.304
,60.29375,52.222917,0.1
,54.672917,49.34375,1.163
,56.035417,60.222917,0.187
,56.164583,46.452083,1.388
,63.989583,43.49375,0.217
,59.877083,7.997917,3.33
,67.964583,23.835417,1.564
,53.11875,29.547917,2.229
,66.589583,54.152083,0.818
,37.010417,45.127083,2.042
,37.23125,49.34375,1.657
,52.23125,37.072917,6.878
,39.90625,46.810417,2.15
,63.722917,45.022917,0.122
,35.427083,60.38125,0.467
,75.172917,60.74375,8.69
,64.260417,29.677083,7.595
,55.660417,35.397917,1.783
,56.19375,53.872917,1.203
,66.58125,15.46875,1.562
,67.485417,60.30625,1.419
,40.702083,-4.689583,3.303
,64.45625,51.38125,0.388
,57.039583,52.214583,2.532
,58.33125,26.760417,0.091
,56.414583,56.435417,0.397
,56.877083,-5.59375,2.677
,63.185417,48.572917,1.352
,53.95625,49.410417,2.564
,46.460417,25.402083,2.66
,52.710417,44.802083,1.272
,53.347917,19.202083,1.295
,69.61875,24.539583,0.48
,55.272917,22.872917,3.342
,41.764583,42.51875,0.236
,66.222917,44.29375,0.349
,39.39375,48.785417,2.191
,55.90625,22.93125,0.179
,43.677083,27.602083,4.465
,59.702083,48.00625,0.09
,78.55625,19.252083,0.19
