name,latitude,longitude,discharge
Grøvla,61.499777,5.975762,4.53
Gudåa,63.438872,11.616029,2.198
Hafslund,59.274985,11.129381,652.862
Hakavik,59.624806,9.953291,0.488
Hammeren,59.996669,10.749974,2.733
Hanefoss,58.530183,8.334636,24.696
Hardeland H,59.657666,6.096468,0.811
Hardeland K,59.657561,6.096339,0.811
Harpefossen,61.581624,9.842172,180.501
Hatlestad,61.384128,6.737623,0.694
Haugafossen,60.28032,6.264236,8.948
Haugfoss,59.913781,9.885792,14.011
Haukeli,59.732555,7.544277,1.827
Haukland,58.465032,6.544322,0.626
Haukrei,59.204847,7.835123,6.083
Heggmoen,67.355703,14.8518,0.229
Hegsetfoss,63.164753,11.231371,44.203
Hekni,58.996124,7.54686,78.774
Helganes,59.499145,6.57497,0.808
Helgheim,61.561844,6.403492,12.935
Helgåa,62.061383,5.752021,0.361
Hellandsfoss,60.83077,5.881864,0.128
Hellandsfossen,60.832358,5.883056,0.128
Hellefoss,59.787085,9.900813,299.113
Hellifossen,65.066945,12.3519,2.713
Hemsil I,60.802417,8.638246,17.478
Hemsil II,60.705018,8.969284,69.5
Hensfoss,60.208303,10.239006,95.013
Herand,60.346716,6.404039,0.141
Herje,62.668789,7.532345,0.169
Herva,61.565819,7.86585,1.238
Hesjeberg,68.730314,17.470616,0.715
Hinøgla,61.495152,9.278089,6.585
Hisvatn,58.609254,6.895574,0.869
Hjartdøla,59.608253,8.713219,4.704
Hjelmeland,59.223845,6.219298,2.695
Hodnaberg,60.55784,6.211286,2.115
Hofsfoss,60.185024,10.241127,95.013
Hogga,59.310502,9.045155,85.809
Hogstad,59.321348,9.657249,3.08
Hol I (Urunda),60.62675,8.181679,20.786
Hol I (Votna),60.626677,8.182144,20.786
Hol II,60.611234,8.26258,20.786
Hol III,60.58293,8.404554,37.25
Holen,61.355592,7.086449,0.144
Holen,59.346,7.2493,14.792
Holen I-II,59.353128,7.247817,14.792
Holen III,59.353127,7.247782,14.792
Holmen,60.849199,6.722972,5.865
Holsen,61.419767,6.158174,0.953
Hommelfoss,60.900223,5.617947,10.959
Hopland,61.863325,6.321515,0.571
Hopselva,60.31221,5.669692,1.456
Hovatn,58.983853,7.67232,80.473
Hove,61.066514,6.589224,5.968
Hovland,61.593455,5.443195,0.116
Hunderfossen,61.219683,10.439034,0.177
Hunsfoss,58.265174,7.966342,130.251
Hylen,59.557855,6.602344,0.188
Hynna,63.057755,11.43934,37.587
Håen,63.113494,10.478311,5.151
Håkvik,68.403304,17.42153,2.618
Hålandsfoss,61.330877,5.413983,4.991
Håvardsvatn,60.10165,6.913308,3.198
Håverstad,58.505942,7.417104,46.124
Høgefoss,58.951596,8.517097,31.072
Hønefoss,60.169989,10.25448,95.013
Høyanger K5A,61.21888,6.063321,0.16
Høyanger K5B,61.218822,6.063635,0.16
Høylandsfoss,58.281282,6.815432,0.296
Ildgrubfossen,66.300896,14.350961,6.523
Imsland,59.478233,5.990793,2.296
Innset,68.659576,18.824753,0.638
Istad,62.805201,7.700295,0.231
Iveland,58.390377,7.894692,119.907
Jordal,62.754863,8.315464,0.114
Jordal,61.334108,6.687803,1.256
Jordalen 2,60.869995,6.724412,5.865
Jostedal,61.520817,7.308742,0.297
Jukla,60.191554,6.389272,0.137
Julfoss,63.41285,10.944374,0.55
Julskaret,63.140481,10.968042,1.822
Juvfossen,62.246257,6.890173,3.132
Jørundland,58.906297,8.22607,9.7
Jøssang,59.002831,6.081567,0.818
Jøssingfjord,58.326221,6.351906,0.141
Kaggefoss,59.947544,9.934564,0.121
Kaldestad,60.364247,6.150254,10.084
Kaldestad,60.554265,6.029858,1.234
Kaldsåni,59.540832,7.33328,0.509
Kalvedalen,61.258271,8.757071,0.145
Kandal,61.671548,6.379287,1.903
Kangsliåga,66.148018,13.850365,1.406
Kanndalen,62.675889,8.157595,0.495
Kaupanger 3,61.198121,7.224067,0.832
Kildalen,69.665984,21.10666,3.659
Kinnforsen,66.127928,13.61361,1.418
Kinso,60.351842,6.757931,11.486
Kiste,59.242816,9.811942,6.088
Kjela,59.736731,7.434555,2.1
Kjeldalselva,69.290812,19.910354,0.554
Kjensvatn,66.057335,14.243865,0.699
Kjosfoss,60.747019,7.134844,9.324
Kjøsnesfjorden,61.511812,6.60963,1.836
Kleiva,59.739328,6.518956,2.644
Klosterfoss,59.198381,9.609542,226.721
Kløvtveit,60.976254,5.280915,0.339
Knutfoss,64.522753,12.426384,4.341
Kobbelv,67.621621,16.007076,7.062
Kobbholm,69.762373,30.706416,1.235
Kolsvik,65.209196,12.796868,0.169
Kongsfjord I,70.598729,29.057905,1.364
Kongsfoss,59.89513,9.911384,14.273
Kongsvinger,60.202822,11.892736,282.364
Kopa,62.033469,6.39558,0.205
Krogstadelva,68.884472,18.420259,0.736
Krokevatn,60.983711,5.698632,0.751
Kuli,58.716285,6.632243,1.221
Kulu,60.616102,8.534165,39.02
Kupe,61.639534,5.098009,0.306
Kuråsfoss,62.673965,11.454045,19.295
Kvanndal,59.658147,6.985079,0.712
Kvannvatn,66.417748,14.522988,1.316
Kvassteinåga,66.127891,13.572895,0.165
Kvemma,61.042128,7.767102,15.725
Kvilldal,59.526995,6.658841,0.361
Kvinen,58.935618,7.088094,0.544
Kvitno,60.174717,6.546339,1.032
Kvittingen,60.464284,5.915178,0.38
Kvænangsbotn,69.720002,22.057216,9.282
Kåven,70.117984,22.796744,2.305
Lakshola,67.451702,15.742424,10.848
Lang-Sima,60.507421,7.140704,0.109
Langdalselva,70.026561,22.099499,0.775
Langedal,61.563993,5.572292,4.026
Langedalen,62.072866,6.799832,2.042
Langfjord,65.375988,12.699796,0.307
Langfoss,58.901719,9.337977,27.129
Langvatn,66.336842,14.166999,0.109
Lassajavrri,69.658857,22.217542,0.159
Laudal,58.244885,7.515696,65.268
Lavkajohka,69.235588,20.523863,1.026
Leikanger,61.204764,6.708265,1.789
Leinafoss,60.831726,7.118358,0.775
Leirdøla,61.4371,7.23479,1.066
Leirelva,66.044449,14.063713,2.813
Leirfossene,63.372365,10.404037,82.833
Leiro,60.406628,7.376671,7.237
Leiråa,65.327052,12.918319,0.909
Leknesvatn,61.434683,5.35534,0.559
Lindland,58.358826,6.300171,1.153
Linvasselv,64.652493,13.786226,20.832
Lio,59.465161,7.932223,3.7
Lislevatn,58.57946,7.967914,0.263
Litj-Hena,63.04971,11.487127,0.189
Litjfossen,62.662417,10.139673,18.604
Litledalen,59.663476,6.065529,4.362
Logna,58.763639,7.51007,1.524
Lomen,61.140411,8.881986,20.487
Lomi,67.120911,16.120824,0.231
Lutufallet,61.065634,12.581802,71.895
Lya,60.664311,8.680959,47.844
Lysebotn 2,59.065338,6.632272,0.126
Lysvatn,66.875106,13.84261,3.208
Løpet,61.163873,11.456755,0.107
Matre H,60.870058,5.596857,0.247
Matre M,60.872581,5.594089,0.247
Mattisfoss,69.916531,23.013535,7.887
Maudal,58.764683,6.36841,4.487
Mauranger,60.127577,6.337427,2.938
Mel,61.350357,6.573761,1.763
Mela,64.254483,12.545905,0.935
Melkefoss,69.399382,29.7873,138.555
Meråker,63.407563,11.776733,1.192
Mesna,61.115301,10.454126,3.043
Middøla,59.929771,8.748934,0.544
Midtlæger,59.833807,6.9935,1.193
Midtre Tessa,61.842305,8.960191,0.791
Moflåt,59.883233,8.684686,0.118
Mosbakka,59.639354,6.298696,0.656
Mosvik,63.726499,10.865013,1.508
Muoidejohka,66.811343,14.644825,5.915
Mydalen,59.715441,8.699349,0.292
Myklebost,61.524872,6.35634,0.198
Mykstufoss,60.050395,9.19932,0.589
Myster,60.738619,5.806827,1.511
Mågeli,60.132949,6.628084,2.166
Målset,60.978203,6.516092,1.134
Mår,59.885318,8.674014,44.218
Mølleelva,69.950044,23.06281,0.404
Mørre,63.927744,10.233434,1.087
Naddvik,61.176752,7.626967,0.191
Nea,63.032064,11.703242,7.411
Nedalsfoss,62.957739,12.098549,6.208
Nedre Bersåvatn,60.168571,6.671918,2.166
Nedre Fiskumfoss,64.543207,12.454644,124.468
Nedre Leiråga,66.441674,13.86279,2.58
Nedre Markevatn,61.462957,5.322115,2.311
Nedre Nea,63.155303,11.235879,44.203
Nedre Otta,61.792927,9.383549,90.916
Nedre Porsa,70.401409,23.627292,2.692
Nedre Røssåga,66.052027,13.774634,0.276
Nedre Svultingen,61.154509,5.350066,8.699
Nedre Tessa 1,61.846025,8.96078,3.883
Nedre Tessa 2,61.846032,8.961143,3.883
Nedre Vinstra,61.564563,9.792926,0.328
Nes,60.603391,9.064691,73.93
Neselva,61.694729,6.373533,1.903
Nessane,61.13531,6.272163,1.506
Neverdalsåga,66.822241,13.980626,0.276
Niingen,68.53702,17.028627,0.593
Nomeland,58.356703,7.904827,122.973
Norddalen,68.174304,17.919127,0.153
Nordvik,62.869929,8.622095,0.274
Nore I,60.267223,8.959338,11.539
Nore II,60.238241,9.00084,53.77
Novle,59.831861,6.881373,2.884
Nybrufoss,59.667538,9.652135,73.568
Nybuelvi,60.553377,9.183276,0.368
Nye Suvdøla,59.1495,8.815056,5.898
Nye Verma,62.345564,8.046513,21.514
Nygard,60.892783,6.065015,0.145
Nygård,68.475637,17.626088,0.151
Nyset,61.163283,7.750692,0.803
Nørlandselva,60.822291,5.381364,1.261
Offervann,70.360458,26.891966,0.905
Oftedal I,58.542325,6.734958,3.187
Oftedal II,58.542997,6.709784,81.467
Oksebotn,60.738549,6.261966,3.581
Oksla,60.125942,6.568911,20.54
Oldereid,67.129685,14.955136,9.693
Oltedal,58.828059,6.055008,5.667
Oltesvik,58.851993,6.123135,6.104
Ormsetfoss,63.84787,10.682239,1.196
Osa,61.237602,11.517878,0.229
Osbu,62.508165,8.473322,5.916
Osdalen,61.992549,6.358703,0.218
Osen,58.662373,6.617867,1.555
Osen,59.356167,8.177044,10.732
Osfallet,61.201663,11.506418,19.21
Osteren,69.311689,17.166028,1.432
Pikerfoss,59.721147,9.594435,70.468
Pålsbu,60.433067,8.734342,40.773
Ramfoss,60.084174,9.816174,94.225
Rana,66.294966,14.270422,6.523
Rasdalen,60.636289,5.963677,90.668
Raukforsen,67.671732,16.060866,5.074
Refsdal,61.021375,6.567661,0.892
Reinfossen,66.349608,14.342784,0.77
Reingardsåga,66.441763,14.259013,20.926
Reinset,62.804585,8.502891,0.221
Reinskar,66.944213,14.122051,11.306
Reinåga,66.037574,13.854985,0.16
Rekvatn,67.824218,15.993795,6.766
Rendalen,61.811303,11.114915,14.918
Reppa,66.645942,13.560479,1.676
Repvåg,70.773547,25.616486,0.223
Riksheimdal,62.340278,6.531834,1.015
Ringdal,62.08921,6.853629,1.935
Ringedalen,60.115822,6.625288,0.22
Rognsfossen,60.632487,6.431703,27.576
Romøyri,61.285947,6.684627,0.215
Rongkleiv,61.664138,5.912952,9.231
Roppa,61.240405,10.058534,5.88
Roskrepp,59.026674,7.089143,0.133
Rosten,61.860793,9.408787,34.25
Rottenvik,69.600545,20.27112,0.372
Rusdalsåni,58.588596,6.506877,2.293
Rygene,58.406049,8.636195,100.386
Rånåsfoss,60.027536,11.323332,598.843
Råssåfoss,62.827032,8.701812,9.743
Rødberg,60.263113,8.976154,11.539
Rødne,59.562936,5.871519,1.87
Røldal,59.818538,6.818576,16.883
Røneid,61.417,7.257286,39.78
Røstefoss,62.507535,11.263389,27.172
Røyrvikfoss,64.886275,13.562079,0.195
Sage,61.482112,7.440386,1.366
Sagefossen,61.614778,5.678216,9.259
Sagelva,63.462784,11.512801,0.54
Sagevikelv,61.361474,5.561724,0.25
Sagfossen,67.904601,15.860028,17.565
Sagnfossen,61.161438,12.44547,63.354
Saksenvik,67.110578,15.462681,0.209
Salhuselva,67.805099,15.773792,0.376
Saltdalelva,69.515225,19.25669,0.134
Salvasskardelva,68.652366,18.897696,0.262
Sama,63.111583,10.601726,3.314
Sarp,59.27644,11.133689,652.862
Saurdal,59.479142,6.692334,2.127
Savalen,62.185692,10.611858,2.128
Selselva,61.387342,5.61457,0.111
Sesselva,62.556419,7.161748,0.664
Seterkraft,62.674848,8.430747,1.19
Sevre,60.470494,9.22888,81.304
Sigdestad,61.834199,5.664874,0.253
Sildvik,68.397625,17.799681,0.466
Siso,67.323103,15.722386,4.512
Sjona,66.310342,13.563553,0.258
Sjøfossen,66.970862,14.146661,12.998
Sjønstå,67.19867,15.724273,0.283
Skagen,61.504615,7.706137,2.352
Skarelva,68.183906,17.306387,1.493
Skarg,59.350378,7.295355,3.566
Skibotn,69.312883,20.34206,10.972
Skjefstadfoss I,60.826503,11.610549,232.54
Skjefstadfoss II,60.830494,11.611755,232.54
Skjenaldfossen,63.293668,9.728589,11.64
Skjerdal,61.834041,5.974903,2.116
Skjerka,58.557967,7.367182,0.149
Skjomen,68.201085,17.36584,0.614
Skjåk I,61.899278,8.227095,50.933
Skoddeberg,68.625246,17.260847,2.498
Skogfoss,69.372953,29.694029,0.168
Skogheim,61.675014,5.783221,0.315
Skollenborg,59.621986,9.667983,76.783
Skotfoss,59.207785,9.528109,219.785
Skravlåga,66.112053,13.53764,1.328
Slind,63.192406,10.956678,5.087
Slunkajavrre,67.807909,16.115713,3.917
Smeland,58.669051,7.450992,16.829
Smådøla,61.736211,8.936282,2.5
Småvatna,69.684261,22.154025,0.927
Sokna,63.150398,10.317983,7.94
Solbergfoss,59.636706,11.154443,633.271
Solbjørn,68.004201,13.161108,0.258
Solhom,58.775692,7.012965,28.786
Songa,59.779587,7.728818,14.368
Stakaldefoss,61.445797,6.009602,40.047
Standal,62.261338,6.416543,1.051
Stardalen,61.612472,6.548202,10.369
Steinsfoss,58.300155,7.967539,127.092
Steinsland,60.923999,5.98594,0.57
Steinsvik,61.999557,5.854637,0.699
Stordal,60.960972,5.703188,0.245
Storelva,60.977974,5.48821,0.454
Storelvi,60.262074,6.624444,0.58
Storlia,60.390513,7.391766,4.76
Storlivatn,59.687516,6.521502,7.514
Storåselva,64.279771,12.617346,8.673
Storåvatn 1,66.474322,13.396543,3.339
Strandfossen,60.909193,11.525804,229.057
Straumsmo,68.73871,18.656695,2.279
Stølsdalselva,60.280322,6.289923,2.186
Suldal I,59.651863,6.824512,12.769
Sundsbarm,59.498545,8.633632,9.509
Sundsfjord,66.971196,14.157405,12.998
Svandalsflona,59.850284,6.962739,2.884
Svardøla,61.490419,6.983725,0.947
Svartdalen,60.790566,5.418863,1.783
Svartelva,63.637554,10.132666,6.06
Svartisen,66.724509,13.931344,0.504
Svartkulp,59.729116,6.627519,4.311
Svean,63.279212,10.472662,79.698
Svelgen I,61.771111,5.297622,6.553
Svelgen II,61.768853,5.304793,6.553
Svelgen III,61.716662,5.236697,1.73
Svelgfoss,59.582112,9.256108,81.212
Svorka,63.038848,8.655876,11.958
Svorkmo,63.178053,9.772572,96.368
Sværen,61.281879,6.497773,1.028
Sy-Sima,60.506968,7.140933,0.109
Sylsjø,62.930266,12.151988,0.669
Syversætre Foss,60.62985,12.030383,22.366
Såheim,59.87665,8.593622,44.218
Sædalen,60.491297,5.771373,1.047
Søa,63.300242,9.136845,1.236
Søberg,65.235725,12.657184,0.332
Søkkunda,61.370997,11.098058,1.6
Sølna,62.116303,10.559259,4.882
Sønnå H,59.639933,6.379561,1.539
Sørbrandal,62.166187,5.568515,0.962
Sørdalselva,62.04192,5.701138,2.129
Sørfjord I,68.060656,16.668725,1.357
Sørfjord II,68.037607,16.690698,0.287
Søråni,58.849841,7.819366,3.399
Tafjord 1,62.226405,7.421345,10.538
Tafjord 2,62.205012,7.445873,6.031
Tafjord 3,62.149826,7.43549,0.729
Tafjord 4,62.232343,7.429693,10.538
Tafjord 5,62.195096,7.517685,4.027
Tenneelva,62.070161,5.830044,0.335
Tevla,63.39412,11.913236,4.794
Timbra,61.752008,6.585757,2.624
Tinfos I,59.568963,9.26405,81.212
Tinfos II,59.565626,9.26308,81.212
Tinnkraft,59.989813,8.700788,3.951
Tistedalsfoss,59.128023,11.43825,5.344
Tjodan,59.047854,6.647579,1.107
Tjønnefoss,58.982861,8.533434,0.843
Tjørhom,58.881373,6.817814,42.261
Tjøstheim,59.473793,6.473523,0.596
Tjøtaelva,61.751706,5.951292,0.319
Todøla,60.527584,9.177261,1.84
Tokke,59.445572,8.040303,69.539
Toklev,59.362264,9.663048,3.08
Tolga,62.427683,11.086361,37.756
Tonstad,58.658155,6.728166,68.625
Torpa,61.006569,10.031814,0.158
Torsnes,60.239467,6.201726,2.104
Tosdalen,65.28981,13.041161,1.019
Tossevikelva,60.418858,10.049833,0.669
Toverud,60.42073,10.384411,0.519
Trandal,62.262534,6.5004,0.126
Trengereid,60.428801,5.623466,0.474
Trollfjord I,68.362655,14.930794,0.185
Trollheim,63.001093,9.020321,0.568
Trollvikelva,69.525221,20.765212,0.372
Tryland,58.222591,7.335344,11.047
Trysilfossen,61.750061,6.276408,1.348
Trælandsfos,58.348279,6.964348,57.471
Tunnsjø,64.695063,13.64173,0.607
Tunnsjødal,64.703361,12.836591,0.18
Tunnsjøfoss,64.690137,13.215878,0.225
Tussa,62.107524,6.57182,1.774
Tveitelva,60.164824,6.284669,0.648
Tveitereidfoss,58.924804,9.333019,26.153
Tverrdalselvi,61.448104,6.73452,0.507
Tverrelva,59.921765,5.904339,2.802
Tverrgjuvlo,60.717129,6.120648,7.138
Tverråa,65.329941,12.971645,1.546
Tverråga,66.044477,14.063695,2.813
Tverråna,59.126243,6.270145,2.52
Tverråni,60.588828,9.172901,0.778
Tya,63.032098,11.703237,7.411
Tyin,61.297126,7.849949,0.689
Tyria I,61.114006,10.671124,0.766
Tyria II,61.124574,10.695165,0.766
Tysseelva,59.394732,6.216533,0.621
Tyssefossen,60.375235,5.758082,7.951
Tysseland,59.507622,6.218006,1.036
Tysso II,60.129931,6.641965,17.306
Tøsse,60.617731,5.586937,0.299
Uleberg,58.600174,7.673136,4.275
Ulefoss,64.830095,11.933663,3.453
Ulefoss,59.281295,9.252866,92.487
Ullestad,59.1262,6.270215,2.52
Ulset,62.621834,10.257691,18.604
Ulvik II,60.575845,6.921271,3.043
Ulvund,62.834158,8.520459,0.194
Urdsdalselva,65.941912,13.064278,0.46
Urke,62.212377,6.567568,0.568
Usma,62.633769,8.299117,1.864
Usma,63.11201,11.25758,41.714
Usta,60.567368,8.410259,37.25
Ustekveikja,60.529049,7.746783,7.12
Uvdal I,60.243794,8.701658,0.139
Uvdal II,60.257442,8.92642,9.74
Vafos,58.895751,9.337293,27.129
Vaksvik,62.450298,6.895947,1.044
Valdra,59.727955,5.942801,0.78
Valen,59.82739,5.795447,0.71
Valken,67.119331,15.495843,0.209
Valsøyfjord,63.121025,8.568069,1.101
Vamma,59.54261,11.169893,635.995
Vangjolo,60.603565,6.362556,0.226
Vangpollen,68.611578,15.58176,0.284
Vanndøla,61.599953,7.292476,0.279
Vassenden,66.123043,13.257638,1.536
Vassfossen,58.661989,8.062375,0.589
Vasstøl,59.708008,6.857516,2.87
Vassvikelva,59.913941,6.528615,0.288
Vatne,62.140217,6.249948,1.4
Vedeld,62.182051,5.793378,0.776
Veiski,67.331657,15.976916,0.975
Veiteberg,61.618866,6.642294,5.698
Veka,59.503556,6.535517,73.447
Vemork,59.86944,8.493679,42.944
Vemundsbotn,60.857432,5.696332,6.231
Vengåa,62.558565,7.842979,3.165
Venna,63.34793,9.281183,0.772
Vesle Kjela,59.787693,7.251534,6.146
Veslefallet,61.383113,11.142157,1.965
Vessingfoss,62.996363,11.826643,16.883
Vestfossen,59.733039,9.872011,10.7
Vestrebotn,60.995104,5.722891,0.304
Viddal,62.138258,6.611988,0.438
Vigelandsfoss,58.253518,7.958415,130.251
Vikaelva,59.793494,6.094221,1.69
Vikaelva,61.909997,6.698565,30.123
Vikeså,58.640929,6.08579,2.933
Vindedal,61.121005,7.330941,1.3
Vinje,59.625305,7.853282,0.103
Vinkelfallet,61.532876,10.141178,4.726
Virakelva,68.377169,17.123301,0.16
Vittingfoss,59.474488,10.004542,83.32
Viulfoss,60.194522,10.322398,62.476
Voldsetelva,63.871533,10.796528,1.605
Vossedalselvi,60.646363,6.10383,74.161
Vrangfoss,59.30235,9.203938,92.178
Vrenga,59.862852,9.384991,0.268
Vågaåna,59.49324,6.126577,0.255
Vågen,62.114402,6.540055,0.609
Ylja,61.198141,8.382167,0.209
Ytre Alsåker,60.384801,6.499802,1.49
Ytre Matre,59.823114,5.987583,0.752
Åbjøra,60.911585,9.368901,58.263
Åkraelva,59.794126,6.093596,0.88
Åkvisla,61.340634,10.341534,2.005
Åmdal,59.363499,8.052367,7.255
Åmela,62.020561,5.839346,0.184
Åmli-Gjøv,58.767746,8.481447,79.786
Åmli-Nidelv,58.767697,8.48176,79.786
Åna-Sira,58.293734,6.453253,107.64
Årdal Øvre,61.671474,6.424681,0.611
Årlifoss,59.686023,9.142329,77.242
Årvik,60.17154,6.108996,1.362
Årøy,61.27795,7.150454,0.126
Årøy I,61.276639,7.157259,0.126
Åsebotn,60.97561,6.063749,0.166
Åselva,61.52042,6.340126,0.174
Åskåra 1,61.801738,5.669953,2.864
Åsmulfoss,64.677473,12.677895,102.561
Øgreyfoss,58.478973,6.030994,0.304
Øksenelvane,61.841527,5.802617,0.437
Øljusjøen,61.003581,8.068592,0.587
Ølmedal,59.499256,6.007593,2.053
Ørteren,60.502923,7.862656,8.838
Ørtvatn,66.40672,14.503245,0.184
Østerbø,61.079957,5.925388,0.214
Øvre Bersåvatn,60.181651,6.693228,2.166
Øvre Fiskumfoss,64.556298,12.4777,120.808
Øvre Forsland,66.050199,13.11736,2.962
Øvre Leirfoss,63.372869,10.407425,82.833
Øvre Leiråga,66.442256,13.842201,0.214
Øvre Markevatn,61.446093,5.335162,1.451
Øvre Russvik,68.135978,16.546919,0.333
Øvre Røssåga,65.887092,13.800661,0.286
Øvre Svultingen,61.160205,5.478088,3.248
Øvre Tessa,61.817179,8.951578,0.467
Øvre Vinstra,61.481479,9.314391,6.585
Øyberget,61.92177,8.090528,1.234
?aga? II/Zagan II,51.6154,15.3168,36.573
?apino?/Lapnio,54.2847,18.4482,0.541
Bielkowo Bielkowo Hydroelectric Power Plant Poland - Bielkowo Hydroelectric Power Plant Poland,54.2696,18.51,5.067
Brzeg dolny waly slaskie Brzeg Dolny (Waly Slaskie) Hydroelectric Power Plant Poland - Brzeg Dolny (Waly Slaskie) Hydroelectric Power Plant Poland,51.2605,16.7656,173.598
Brąswałd,53.84,20.4041,18.614
Czchow Czchow Hydroelectric Power Plant Poland - Czchow Hydroelectric Power Plant Poland,49.81,20.680556,73.855
Debe Debe Hydroelectric Power Plant Poland - Debe Hydroelectric Power Plant Poland,52.4883,20.9236,313.935
Dobrze?,50.7558,17.8332,97.018
Dychów Dychow - Dychow Pumped Storage Hydroelectric Power Plant Poland,51.986333,15.06082,45.159
Gorzupia II,51.736,15.2584,42.642
Grajówka,51.6725,15.2919,42.229
Grodek Grodek Hydroelectric Power Plant Poland - Grodek Hydroelectric Power Plant Poland,53.4999,18.3736,4.112
Januszkowice,50.3905,18.1133,73.718
Koronowo Koronowo Hydroelectric Power Plant Poland - Koronowo Hydroelectric Power Plant Poland,53.2753,17.9527,28.094
Kr?pna,50.4483,17.9577,6.516
Krapkowice,50.4712,17.9809,76.829
Myczkowce Myczkowce Hydroelectric Power Plant Poland - Myczkowce Hydroelectric Power Plant Poland,49.4311,22.4084,13.509
Niedzica Niedzica Pumped Storage Power Plant Poland - Niedzica Pumped Storage Power Plant Poland,49.409965,20.326766,24.08
O?awa,50.9374,17.3401,142.914
Pierzch?y,54.3007,19.849,24.849
Pilchowice Pilchowice Hydroelectric Power Plant Poland - Pilchowice Hydroelectric Power Plant Poland,50.964,15.645,14.551
Porabka Porabka Hydroelectric Power Plant Poland - Porabka Hydroelectric Power Plant Poland,49.8073,19.202,14.353
Porąbka żar Porabka Zar H1 - Porabka-Zar Pumped Storage Power Plant Poland,49.770497,19.211663,13.953
Raduszec Stary,52.0293,15.0719,45.159
Rakowice,51.1294,15.5766,17.306
Roznow Roznow Hydroelectric Power Plant Poland - Roznow Hydroelectric Power Plant Poland,49.7614,20.6631,69.223
Smardzewice,51.4739,20.0061,25.009
Solina Solina - Solina Pumped Storage Hydroelectric Power Plant Poland,49.395832,22.460692,12.865
Sromowice Wy?ne,49.4068,20.3336,24.08
Straszyn,54.2742,18.5633,5.067
Strzegomino,54.3202,17.2311,8.97
Tresna Tresna Hydroelectric Power Plant Poland - Tresna Hydroelectric Power Plant Poland,49.7473,19.2075,13.775
Włocławek Wloclawek - Wloclawek Hydroelectric Power Plant Poland,52.6564,19.1339,975.662
Zielisko,51.621667,14.761111,19.193
Zur Zur Hydroelectric Power Plant Poland - Zur Hydroelectric Power Plant Poland,53.5613,18.354,3.159
Żarnowiec Zarnowiec H1 - Zarnowiec Pumped Storage Hydroelectric Power Plant Poland,54.722272,18.082356,1.489
Żydowo ZydowoPS - Zydowo Pumped Storage Hydroelectric Power Plant Poland,54.021671,16.738544,0.146
 Aguieira - G1 - Aguieira Hydroelectric Power Plant Portugal,40.340285,-8.196778,55.034
Alqueva,38.197508,-7.496394,144.394
Alto lindoso Alto Lindoso - G1 - Alto Lindoso Hydroelectric Power Plant Portugal,41.872,-8.2025,39.195
Alto rabagão Rabagao - Alto Rabagao Hydroelectric Power Plant Portugal,41.737703,-7.853632,2.811
Alvadia,41.4564,-7.8103,0.159
Alvito,38.2788,-7.9093,1.314
Aregos,41.0939,-8.0278,1.316
Baixo Sabor Montante - G1,41.209099,-7.049,34.203
Barroca,40.1115,-7.7297,22.316
Belver,39.4795,-7.9979,308.299
Bemposta,41.3009,-6.4699,277.721
Boavista,41.358,-8.4491,25.549
Bouca Bouca - Bouca Hydroelectric Power Plant Portugal,39.854,-8.2197,34.845
Bouçoais-Sonim,41.7277,-7.1954,13.601
Bragadas,41.5413,-7.7891,32.086
Cabril Cabril - G1 - Cabril Hydroelectric Power Plant Portugal,39.91727,-8.13244,32.481
Caldeirao Caldeirao - Caldeirao Hydroelectric Power Plant Portugal,40.5316,-7.3297,0.44
Calheta,32.746111,-17.149167,0.114
Canedo,41.6204,-7.7394,3.684
Canicada Canicada - Canicada Hydroelectric Power Plant Portugal,41.653,-8.231,22.671
Carrapatelo Carrapatelo - G1 - Carrapatelo Hydroelectric Power Plant Portugal,41.0849,-8.1306,525.391
Carregal,40.8072,-8.2438,1.195
Castelo bode Castelo Bode - G1 - Castelo do Bode Hydroelectric Power Plant Portugal,39.5429,-8.3188,49.499
Catapereiro,41.0912,-7.2715,2.261
Cercosa,40.6703,-8.2469,1.738
Corvete,41.3965,-8.1793,1.272
Covas do Barroso,41.6305,-7.7949,2.368
Crestuma Crestuma - G1 - Crestuma-Lever Hydroelectric Power Plant Portugal,41.0716,-8.486,645.804
Desterro,40.3984,-7.6869,0.67
Ermal,41.5781,-8.1528,4.214
Ermida (Ribeiradio),40.7422,-8.3194,23.683
Fagilde,40.6292,-7.8255,9.574
Fajã da Nogueira,32.7432,-16.9069,0.114
Feiticeiro (Baixo Sabor - Jusante),41.202,-7.0936,34.41
Foz Tua,41.215833,-7.426389,53.35
Frades I,41.693192,-8.027951,14.178
Fratel Fratel - G1 - Fratel Hydroelectric Power Plant Portugal,39.5428,-7.8029,289.82
Freigil,41.075,-8.0233,1.316
Guilhofrei,41.5811,-8.1428,4.214
Idanha-a-Nova,39.9447,-7.2011,3.646
Inverno da Calheta,32.7215,-17.1789,0.114
Janeiro de Cima,40.0655,-7.8055,23.202
Lindoso,41.8595,-8.2704,40.789
Maranhão,39.0152,-7.9756,16.954
Meimoa,40.2597,-7.1389,0.864
Miranda,41.4886,-6.2656,274.902
Montargil,39.0542,-8.1766,9.234
Nunes,41.825,-6.9544,6.489
Odivelas,38.1852,-8.1153,2.539
Ovadas,41.0558,-8.2487,19.563
