name,latitude,longitude,ndvi,discharge,ndwi,precipitation,slope_degrees,ndbi,mndwi,label
Gallicano,44.057349,10.4452,0.4905985295772552,0.935,,5.666666666666664,4.377031326293945,,,1
Gambsheim,48.682,7.919,-0.0821761190891265,1217.18,0.33256555,3.451912568306009,2.800077199935913,,,1
Gaming,48.1766,16.4813,-0.0724754035472869,1940.494,0.23403491,1.966120218579236,2.697132110595703,,,1
Gamlebrofoss,59.657714,9.651615,0.23104228079319,73.568,,3.158743169398908,3.5883421897888184,,,1
Gammelänge,63.141944,16.161111,0.2820649445056915,437.734,,2.0568306010928965,5.42365,,,1
Gamp,47.683333,13.1,0.2737779021263122,87.87,-0.28739882,4.571311475409836,2.38608193397522,,,1
Gandvik,70.014732,29.115253,0.4906763732433319,0.12,,1.7792349726775951,8.573546409606934,,,1
Garbhaig Hydro Scheme,57.6813,-5.5196,0.7264469861984253,1.774,,6.703278688524589,8.598528861999512,,,1
García de Sola/PUERTO PENA,39.145417,-5.18625,0.3289366364479065,44.382,,1.7196721311475407,8.997273,,,1
Gardiken gardikfors,65.476969,15.856519,0.4039326608181,0.106,,2.6215846994535514,3.1476266,,,1
Gardona,46.597121,11.530879,0.3542605638504028,51.13,,2.648087431693989,12.988265991210938,,,1
Gargilesse-Dampierre,46.5061,1.6202,0.7647774815559387,0.102,-0.67746454,2.9882513661202195,3.680361032485962,,,1
Gargnano UP_GARGNANO_1,45.703881,10.686097,0.4557597935199737,36.871,,4.384153005464481,14.203834533691406,,,1
Garrogie,57.1859,-4.4818,0.6402791738510132,3.992,,4.278142076502733,5.258435726165772,,,1
Gars,48.15395,12.31107,0.3939456641674042,336.498,,3.452459016393443,3.66311240196228,,,1
"Garsten st, ulrich",48.018488,14.411714,0.1122646257281303,0.127,-0.028439661,2.8224043715846987,3.047502040863037,,,1
Gaudalami - Piana degli Albanesi,37.993749,13.288292,0.2323734313249588,0.618,,2.240710382513664,5.231395721435547,,,1
Gaudøla,62.685993,8.416823,0.6456500887870789,1.19,,6.514480874316941,3.714089393615722,,,1
Gaula,62.802846,11.370119,0.5440687537193298,0.559,,3.825956284153005,5.026771545410156,,,1
Gaur GAUR-1,56.6785,-4.5085,0.5701720714569092,9.016,,5.156557377049175,3.6044905185699454,,,1
Gausbu,59.367561,7.892581,0.7507420778274536,6.28,,4.1587431693989085,5.623295307159424,,,1
Gausvik I,68.608998,16.493108,0.6327705979347229,2.37,,4.349180327868849,4.068175315856934,,,1
Geesthacht,53.418889,10.393889,0.4218147993087768,769.272,,2.430054644808745,5.358351707458496,,,1
Geisling,48.974806,12.344002,0.3735540807247162,467.419,,2.519945355191258,2.2324635982513428,,,1
Geithusfoss,59.928859,9.963443,0.4187391102313995,184.304,,2.9581967213114755,3.6544406414031982,,,1
Geitåni,60.649557,6.007385,0.5734831690788269,0.778,,8.488524590163934,17.755252838134766,,,1
Gejman,65.572,15.1816,0.6139690279960632,13.278,,2.8584699453551914,4.4570255,,,1
Gelbakh HEPP,43.1541,46.8521,0.2706774771213531,81.854,,1.21775956284153,3.1960373,,,1
Gemeinschaftskraftwerk inn,47.062954,10.662868,0.6805016398429871,70.408,-0.6049035,4.092896174863388,11.18480110168457,,,1
Genissiat GENISSIAT - Genissiat Hydroelectric Power Station France,46.05271,5.81285,0.1369325965642929,356.767,0.025451368,3.747540983606559,9.886319160461426,,,1
Gental Fuhren Hydroelectric Power Plant Switzerland - Fuhren Hydroelectric Power Plant Switzerland,46.727191,8.333697,0.7554336190223694,2.883,,7.038251366120215,15.319299,,,1
Gergebilskaya HPP,42.4542,47.0317,0.1934798657894134,14.674,,1.5030054644808752,16.574114,,,1
Gerlos,47.2342,11.8997,0.4697007834911346,4.168,-0.4336643,4.763661202185795,10.689959526062012,,,1
Germ,42.7767,0.4407,0.6487283110618591,0.176,-0.62136894,3.762841530054642,15.317084312438965,,,1
Gerstheim GERSTHEIM - Gerstheim Hydroelectric Power Station France,48.40385,7.72775,0.1339512318372726,0.118,0.14717475,2.9983606557377054,2.275238275527954,,,1
Gervans Gervans Hydroelectric Power Station France - Gervans Hydroelectric Power Station France,45.136,4.806,0.2274522483348846,1148.96,0.07052519,2.784972677595629,5.31458044052124,,,1
Gezende Dam,36.5285,33.1943,0.125534102320671,39.996,,0.836885245901639,11.55781,,,1
Gidbole,63.406667,19.053611,0.4998296797275543,0.218,,2.5030054644808755,2.4988184,,,1
Gidea,63.4725,18.9925,0.5963631868362427,40.665,,2.5797814207650283,2.887354,,,1
Gideabacka,63.331136,19.126693,0.5582696795463562,0.115,,2.3013661202185807,3.825522,,,1
Gignac,43.663611,3.557222,0.4351578056812286,0.589,-0.23122114,3.1841530054644824,2.5406763553619385,,,1
Gire,60.501992,9.136954,0.7113761901855469,0.858,,2.7308743169398904,11.582465171813965,,,1
Gisnafallet,62.694766,9.941145,0.6356194615364075,38.46,,2.952459016393444,5.104968070983887,,,1
Giumaglio,46.282413,8.669719,0.7524365782737732,23.716,,4.969398907103823,10.270465,,,1
Giuncaggio,42.1921,9.3824,0.7206401228904724,11.584,-0.6602509,2.216939890710385,16.14810562133789,,,1
Gizeldonskaya HPP,42.9025,44.4601,0.5843285918235779,0.166,,2.835792349726778,19.216133,,,1
Gjerdsvika,62.256071,5.583926,0.5562769174575806,0.294,,6.574863387978144,3.5739262104034424,,,1
Gjesdal,61.487222,6.120527,0.5928055644035339,0.181,,8.049180327868848,4.34801197052002,,,1
Gjetingsdalen,60.138493,6.240125,0.6775432825088501,0.781,,8.734426229508195,7.632791996002197,,,1
Gjuva,60.929668,8.422985,0.5886500477790833,1.446,,3.588251366120219,8.881150245666504,,,1
Gjønaelva,60.260097,5.865826,0.6799663305282593,0.795,,7.913387978142077,9.930264472961426,,,1
Glattalp,46.917619,8.845499,0.6528908610343933,1.497,,5.661475409836067,14.666691,,,1
Glava,59.538889,12.555833,0.6378237009048462,0.147,,2.40601092896175,5.604086,,,1
Glendoe Hydro GLNDO-1,57.132999,-4.683,0.7851147651672363,2.879,,4.426502732240436,3.0239999294281006,,,1
Glenlee,55.100278,-4.185278,0.63975989818573,0.818,,3.782513661202189,4.709099769592285,,,1
Globocica (Crn Drim) Hydroelectric Power Plant Macedonia,41.3371,20.6347,0.4422462284564972,29.302,,2.074043715846995,18.462621688842773,,,1
Glomfjord,66.796875,14.000939,0.2923783361911773,26.003,,7.819945355191262,14.422040939331056,,,1
Gmuend-Speicher,47.932999,13.797,0.4523345828056335,44.912,-0.35651737,3.890710382513662,6.459244728088379,,,1
Gobantes,36.95558,-4.798108,0.484605461359024,4.763,,1.3762295081967213,9.838923,,,1
Goglio devero,46.260882,8.320213,0.4679300785064697,5.908,,5.484153005464477,11.288888931274414,,,1
Gogosu,44.622793,22.641357,0.298873633146286,0.073,,1.32896174863388,3.1481583,,,1
Gojak Hydroelectric Power Plant Croatia Croatia,45.2989,15.2633,0.654452919960022,0.184,-0.5844931,3.214207650273225,7.889244556427002,,,1
Goldisthal PSW Goldisthal PSS A - Goldisthal Pumped Storage Power Plant Germany,50.509759,11.020875,0.3683778047561645,0.255,,3.111748633879781,7.902405261993408,,,1
Golinhac Golinhac Hydroelectric Power Station France - Golinhac Hydroelectric Power Station France,44.606,2.605,0.6803609132766724,33.318,-0.6069024,4.074043715846992,16.029972076416016,,,1
Golubic Hydroelectric Power Plant Croatia Croatia,44.09,16.2204,0.6038382649421692,4.844,-0.5600143,4.2019125683060095,3.953814744949341,,,1
Gondo Gondo Hydroelectric Power Plant Switzerland - Gondo Hydroelectric Power Plant Switzerland,46.196009,8.150604,0.4993763566017151,9.747,,5.073224043715852,31.816454,,,1
Gordola,46.194217,8.849101,0.6862279772758484,10.721,,5.0565573770491765,16.898575,,,1
Gordona,46.292293,9.365335,0.412293791770935,0.541,,5.393989071038251,7.124887466430664,,,1
Gorzupia II,51.736,15.2584,0.4498710632324219,42.642,,1.7989071038251383,2.8481393,,,1
Gosland,60.608276,6.344046,0.6207138895988464,0.581,,6.558196721311476,5.833717346191406,,,1
Gotsatlinskaya HPP,42.5298,46.9177,0.2321471869945526,32.192,,1.311748633879782,14.068572,,,1
Gour Noir (Le) Hydroelectric Power Station France - Gour Noir (Le) Hydroelectric Power Station France,45.071,2.067,0.745667576789856,16.884,-0.6685487,4.455464480874319,15.320415496826172,,,1
Govddesåga,66.923648,14.393596,0.7702413201332092,2.51,,7.237978142076496,8.51678466796875,,,1
Govora,45.012083,24.29625,0.3469372987747192,125.931,,1.7439890710382506,1.4914899,,,1
Grabovica Hydroelectric Power Plant Bosnia and Herzegovina,43.5872,17.7189,0.1685976237058639,78.528,-0.11065027,3.696994535519128,15.883514404296877,,,1
Grajówka,51.6725,15.2919,0.1809297353029251,42.229,,1.7989071038251383,2.2946475,,,1
Gralla,46.828285,15.566222,0.2303854376077652,130.221,-0.04660467,2.504918032786886,2.2148356437683105,,,1
Grana,62.915995,9.680167,0.676781177520752,0.217,,3.72021857923497,6.624790668487549,,,1
Grand maison GRAND MAISON 1 - Grand Maison Pumped Storage Hydroelectric Power Station France,45.20597,6.11719,-0.0231061615049839,1.154,0.212599,4.6568306010928975,14.806703567504885,,,1
Grandrif,45.5205,3.8348,0.7292236089706421,0.176,-0.6702561,3.403278688524587,8.464076042175293,,,1
Grandval Grandval Hydroelectric Power Plant France - Grandval Hydroelectric Power Plant France,44.9219,3.0745,0.4611696600914001,24.585,-0.14326711,2.8846994535519124,10.468642234802246,,,1
Granfors,64.779722,20.416389,0.4579507410526275,139.999,,2.1601092896174867,5.316398,,,1
Grangent Grangent Hydroelectric Power Station France - Grangent Hydroelectric Power Station France,45.467,4.248,0.2679089307785034,39.451,-0.18900155,3.0172131147540977,9.403280258178713,,,1
Gratkorn,47.1333,15.35,0.6448894739151001,114.578,-0.58499265,3.065300546448088,2.822547197341919,,,1
Gravedona,46.146389,9.300937,0.525209903717041,2.11,,4.9830601092896165,5.78766679763794,,,1
Gravfoss I,59.931023,9.945466,0.4022148251533508,96.522,,2.9581967213114755,6.222105503082275,,,1
Gravfoss II,59.929421,9.946417,0.421263575553894,96.522,,2.9581967213114755,6.411929130554199,,,1
Graz puntigam,47.039749,15.442537,0.0424324907362461,116.309,-0.017589897,2.4868852459016417,2.262601852416992,,,1
Great Glen Scheme/Glen Moriston,57.2016,-4.7213,0.493506908416748,15.389,,4.119398907103824,7.531467914581299,,,1
Greifenstein,48.3553,16.2424,0.3239821195602417,3.78,0.06028775,2.152459016393442,3.4879379272460938,,,1
Gresslifoss,63.053018,11.489542,0.6353601813316345,36.965,,4.193989071038252,8.129664421081543,,,1
Gressoney,45.829667,7.82321,0.5191765427589417,1.838,,4.11967213114754,12.958842277526855,,,1
Gries,47.287673,12.885052,0.4203952252864837,28.468,-0.36368403,3.5849726775956263,7.292832851409912,,,1
Grigno,46.016007,11.636892,0.3375914394855499,1.782,,5.964207650273217,9.650680541992188,,,1
Grimsel 1 (Grimselsee),46.5654,8.3278,0.4680056273937225,5.039,,4.975956284153006,17.581163,,,1
Grimsel 2,46.569724,8.319772,-0.2599892616271972,5.039,,4.921584699453553,14.786762,,,1
Grodek Grodek Hydroelectric Power Plant Poland - Grodek Hydroelectric Power Plant Poland,53.4999,18.3736,0.6121875047683716,4.112,,1.7371584699453555,4.061365,,,1
Grono,46.242012,9.15352,0.7347227931022644,9.792,,5.216120218579235,14.424682,,,1
Grosotto Boscaccia,46.283001,10.259756,0.2797343134880066,4.493,,4.7330601092896165,8.059459686279297,,,1
Großaitingen M1,48.23,10.76,0.4268844723701477,23.413,,3.272677595628414,1.2889553308486938,,,1
Großraming,47.892954,14.512341,0.1172753125429153,116.456,0.05324801,3.630874316939889,14.644594192504885,,,1
Grudie Bridge GRUB-1,57.621944,-4.822222,0.6519152522087097,16.273,,3.498907103825137,4.817594051361084,,,1
Grundfors,64.9654,17.5797,0.3003208339214325,190.926,,2.2245901639344265,2.8108628,,,1
Grundsjoarna,62.532083,13.092083,0.4231982231140136,7.031,,2.1969945355191274,1.9278368,,,1
Grunnåi,59.517958,8.671041,0.7473448514938354,0.202,,3.7620218579234943,16.219635009765625,,,1
Grytendal,65.184825,12.798047,0.6100448369979858,1.966,,7.666939890710384,11.222983360290527,,,1
Grytfors,65.295466,19.11352,0.6670294404029846,100.644,,2.1644808743169413,1.0847465,,,1
Grytneselva,62.723486,8.114792,0.4974974989891052,0.362,,5.81256830601093,10.56209659576416,,,1
Gryto,60.414314,6.25049,0.684380292892456,0.47,,7.653551912568305,10.72577953338623,,,1
Grytten,62.500671,7.776139,0.6283866167068481,31.926,,6.489071038251364,21.737756729125977,,,1
Grytåga,65.803544,12.72901,0.398318350315094,0.305,,7.616393442622948,7.840883731842041,,,1
Gråsjø,62.933703,9.125257,0.4285833835601806,0.189,,5.689071038251367,4.696143627166748,,,1
Grøa,62.639218,8.730667,0.7026782035827637,19.904,,6.040710382513661,17.839853286743164,,,1
Grønsdal,60.44001,5.860706,0.739334762096405,9.52,,9.3551912568306,13.880064010620115,,,1
Grønvollfoss,59.658549,9.207749,0.3556289076805115,78.117,,3.50655737704918,6.47148323059082,,,1
Grøslandselva,60.417901,9.375481,0.6842784285545349,0.293,,3.653551912568304,8.164920806884766,,,1
Grøvla,61.499777,5.975762,0.5319423675537109,4.53,,8.104918032786879,6.718846797943115,,,1
Guchen,42.8567,0.3213,0.8350036144256592,0.504,-0.73017156,4.577595628415302,23.71590042114257,,,1
Gudåa,63.438872,11.616029,0.6103711724281311,2.198,,5.074316939890712,7.138885021209717,,,1
Guijo granadilla,40.180133,-6.142519,0.2752797901630401,15.472,,2.351639344262296,5.5359473,,,1
Guilhofrei,41.5811,-8.1428,0.73301100730896,4.214,,5.440983606557375,11.299885,,,1
Guillena GUILLENA GR 1 GENERAC,37.567315,-6.049541,0.2391098737716674,12.366,,2.112021857923497,4.8913608,,,1
Gumati I and II Hydroelectric Power Plants Georgia,42.3202,42.704,0.1458752453327179,111.632,,6.286885245901639,6.735936164855957,,,1
Gummering,48.622456,12.398037,0.2266792953014373,162.85,,2.740437158469946,4.1347527503967285,,,1
Gunggl,47.09048,11.792702,0.6410626769065857,3.326,-0.5711174,4.828142076502734,22.227169036865234,,,1
Gunibskaya HPP,42.4318,46.9879,0.2340162396430969,14.311,,1.5030054644808752,15.335528,,,1
Gurtnellen,46.725769,8.618869,0.5266662240028381,0.852,,5.919125683060108,16.14852,,,1
Gökçekaya Dam,40.0332,31.016,0.1768391728401184,157.531,,1.198087431693989,11.751875,,,1
Göschenen andermatt,46.667363,8.585314,0.4850986301898956,4.357,,5.239617486338797,19.88261,,,1
Gösgen,47.369425,7.979455,0.3599865734577179,276.134,,3.281967213114754,5.3082433,,,1
Gössendorf,46.997841,15.467519,0.1358173489570617,116.309,-0.062161177,2.740983606557379,3.498769521713257,,,1
HC LUMBARDHI 1 2 Belaja DECANI,42.588809,20.179007,0.6906418204307556,2.045,,3.9762295081967216,19.195384979248047,,,1
HE Bajina Basta G1 - Bajina Basta Hydroelectric Power Plant Serbia,43.964001,19.41,0.1560483425855636,293.028,,2.1554644808743166,7.961606,,,1
HE DJERDAP II,44.328999,22.528,0.8428149223327637,5526.589,,1.324590163934426,4.382049,,,1
HE Derdap 1 G1 - Djerdap-1 (Iron Gate I) Hydroelectric Power Station Serbia,44.668999,22.527,0.0784739404916763,5506.567,,1.401092896174864,2.5202572,,,1
HE Glava Zete,42.6,18.98,0.67439866065979,0.682,,4.7620218579234965,13.452271461486816,,,1
HE Moste 1 - Moste Hydroelectric Power Plant Slovenia,46.417,14.133,0.7693596482276917,0.668,,4.001092896174862,16.913755,,,1
HE Rijeka,45.334999,14.452,0.4560073316097259,3.888,-0.44160712,5.269672131147543,12.345162391662598,,,1
HE Tiszalok,48.025136,21.307715,0.2048526853322982,469.854,,1.5229508196721318,2.446481227874756,,,1
HE Vrla 1-4,42.707709,22.318567,0.7035207748413086,0.405,,2.222404371584701,7.085813,,,1
HEID-DE-GOREUX 1,50.426,5.7328,0.5964842438697815,12.809,-0.51967186,3.3136612021857883,11.332154273986816,,,1
HPP Portile de Fier I,44.673,22.532,-0.0195403341203928,5506.567,,1.401092896174864,5.371187,,,1
HPP Portile de Fier II,44.306999,22.568001,-0.0214990638196468,5526.589,,1.324590163934426,1.8578768,,,1
HPP Tsankov kamak,41.83225,24.42183,0.3422804772853851,0.203,-0.34954005,2.111202185792349,15.301129341125488,,,1
HPP-2 Cascade HPP on the Tolmachyov River,52.6019,157.5031,0.7238420844078064,0.036,,3.707103825136612,8.630574,,,1
HPP-2 of the Cascade of the Kuban HPPs,44.3397,42.5067,0.381493866443634,0.034,,1.5483606557377048,3.2152028,,,1
HPP-4 of the Cascade of Kuban HPPs,44.6647,42.0286,0.1945826262235641,0.625,,1.5346994535519127,3.3301532,,,1
HU AMPSIN-NEUVILLE,50.5335,5.2962,0.1056147888302803,193.128,0.11108611,3.028142076502732,3.4162960052490234,,,1
HU ANDENNE,50.4928,5.07,0.2690584659576416,185.945,-0.021573376,2.946448087431695,5.710914611816406,,,1
HU GRAND-MALADES,50.4665,4.8992,0.0695861056447029,184.279,0.012721025,2.9185792349726785,5.714461803436279,,,1
HU IVOZ-RAMET,50.5922,5.4613,0.0198171939700841,193.812,0.07655657,2.909836065573773,3.133319139480591,,,1
HU LIXHE,50.7517,5.6863,0.1316447705030441,240.31,0.10333257,3.2035519125683085,1.8734378814697263,,,1
HU MONSIN,50.6517,5.6308,0.1754335314035415,239.564,0.038861327,2.997814207650274,3.135159969329834,,,1
Haapakoski,65.3333,25.2833,0.6913321018218994,196.587,-0.6402267,2.179234972677596,2.311016082763672,,,1
Hackren,63.197917,13.50875,0.7656369209289551,18.893,,2.7743169398907126,2.6144245,,,1
Haeusern Schluchsee,47.755001,8.188,0.337029755115509,1.668,,3.061475409836067,12.379053115844728,,,1
Hafslund,59.274985,11.129381,0.1469713151454925,652.862,,3.315573770491805,4.314164161682129,,,1
Hagneck,47.059625,7.178008,0.3534950613975525,148.249,,3.504371584699455,5.113739,,,1
Hakavik,59.624806,9.953291,0.5623975992202759,0.488,,3.158743169398908,7.607489109039307,,,1
Hallby Gulsele,63.821222,17.145008,0.3269928693771362,0.895,,2.125956284153006,0.98432404,,,1
Halvfari,62.434722,13.450278,0.3699635863304138,31.176,,1.9420765027322424,3.0207558,,,1
Hamari,64.075556,24.579444,0.3731010556221008,27.691,-0.3965593,1.9092896174863383,2.358971118927002,,,1
Haminan höyrykattilalaitos,51.520132,14.337383,0.3296206891536712,0.292,,1.8724043715847007,2.3253514766693115,,,1
Hammarforsens,63.112909,16.354573,0.2623622715473175,3.615,,1.964754098360656,2.3455489,,,1
Hammeren,59.996669,10.749974,0.6583934426307678,2.733,,3.329508196721312,5.391653537750244,,,1
Handeck 1,46.6167,8.3077,0.4828449189662933,6.908,,6.174590163934424,12.611872,,,1
Handeck 2/2a,46.614742,8.303538,0.5147678852081299,0.62,,6.174590163934424,16.162027,,,1
Handeck 3 (Isogyre),46.617,8.3063,0.2850723564624786,6.908,,6.174590163934424,12.3932705,,,1
Hanefoss,58.530183,8.334636,0.5835451483726501,24.696,,4.4275956284153,6.273981094360352,,,1
Hardeland H,59.657666,6.096468,0.6101341843605042,0.811,,8.824863387978136,12.066279411315918,,,1
Hardeland K,59.657561,6.096339,0.5929667949676514,0.811,,8.824863387978136,13.113961219787598,,,1
Harpefossen,61.581624,9.842172,0.6123455166816711,180.501,,2.5904371584699453,9.539510726928713,,,1
Harrsele,64.000342,19.566667,0.6857324242591858,0.304,,2.272950819672132,3.0970972,,,1
Harsprånget Harspranget G1 - Harspranget Hydroelectric Power Station Sweden,66.885309,19.818399,0.1239489018917083,258.094,,2.3234972677595627,2.5678716,,,1
Harzdan,40.5078,44.7606,0.4153358340263366,0.186,-0.41235724,1.9461748633879792,7.349320888519287,,,1
Hasan U?urlu Dam,40.9367,36.6493,0.175465315580368,178.788,,3.877868852459016,14.237583,,,1
Hateg,45.59125,22.95875,0.0581487603485584,3.875,,1.8734972677595645,1.494765,,,1
Hatlestad,61.384128,6.737623,0.3853146731853485,0.694,,7.032240437158469,5.736988544464111,,,1
Haugafossen,60.28032,6.264236,0.6192351579666138,8.948,,7.913387978142077,14.708970069885254,,,1
Haugfoss,59.913781,9.885792,0.4955741167068481,14.011,,2.9581967213114755,6.437011241912842,,,1
Haukeli,59.732555,7.544277,0.6163691282272339,1.827,,4.197540983606555,17.70009994506836,,,1
Haukland,58.465032,6.544322,0.6280627846717834,0.626,,6.096994535519125,5.905241966247559,,,1
Haukrei,59.204847,7.835123,0.535988450050354,6.083,,4.200546448087431,7.030590534210205,,,1
Hautefage Hautefage Hydroelectric Power Station France - Hautefage Hydroelectric Power Station France,45.06,1.994,0.8644915223121643,18.566,-0.761495,4.339890710382512,15.536462783813477,,,1
Hauteluce,45.7642,6.6156,0.7486044764518738,1.202,-0.6560481,4.397267759562841,10.703778266906738,,,1
Hauterive,46.768951,7.127576,0.4766539931297302,22.895,,3.7155737704918046,7.395322,,,1
He Plave 1 - Plave I Hydroelectric Poqwer Plant Slovenia,46.050833,13.595556,0.437542587518692,64.361,,5.917213114754102,14.579447,,,1
Heggmoen,67.355703,14.8518,0.6476072072982788,0.229,,6.108196721311478,5.26826810836792,,,1
Hegsetfoss,63.164753,11.231371,0.5998399257659912,44.203,,4.00245901639344,10.64200496673584,,,1
Heiligkreuz,46.347614,8.175194,0.4985909759998321,2.146,,3.942349726775957,17.817093,,,1
Heimbach,50.628568,6.451776,0.676511824131012,8.257,,2.937431693989072,11.7547607421875,,,1
Heinfels-M1,46.748001,12.434,0.6159256100654602,2.627,-0.5594474,3.9316939890710376,7.526811122894287,,,1
Hekni,58.996124,7.54686,0.7066084146499634,78.774,,4.804644808743168,6.838064193725586,,,1
Helganes,59.499145,6.57497,0.7413942217826843,0.808,,9.41065573770491,13.989781379699709,,,1
Helgheim,61.561844,6.403492,0.566949188709259,12.935,,8.178142076502732,5.613073348999023,,,1
Helgåa,62.061383,5.752021,0.5150913000106812,0.361,,7.932513661202186,8.232582092285156,,,1
Hellandsfoss,60.83077,5.881864,0.494839459657669,0.128,,10.72841530054645,13.003195762634276,,,1
Hellandsfossen,60.832358,5.883056,0.5145814418792725,0.128,,10.72841530054645,13.367618560791016,,,1
Hellefoss,59.787085,9.900813,0.135490596294403,299.113,,3.0715846994535507,3.6847987174987793,,,1
Hellifossen,65.066945,12.3519,0.5406355261802673,2.713,,6.146721311475409,3.3279569149017334,,,1
Hemfurth,51.167139,9.046832,0.3159403204917907,16.008,,2.327868852459018,7.78397274017334,,,1
Hemsil I,60.802417,8.638246,0.7141958475112915,17.478,,2.8325136612021864,10.834342956542969,,,1
Hemsil II,60.705018,8.969284,0.7882472276687622,69.5,,2.5207650273224056,14.144332885742188,,,1
Hensfoss,60.208303,10.239006,0.3084011673927307,95.013,,2.749453551912568,5.782066345214844,,,1
Herand,60.346716,6.404039,0.6309716105461121,0.141,,8.311202185792352,7.972385883331299,,,1
Herje,62.668789,7.532345,0.667913556098938,0.169,,6.371584699453553,4.70940637588501,,,1
Hermansboda,62.5418,15.8434,0.3878282606601715,52.093,,1.7620218579234983,3.0047214,,,1
Hermillon HERMILLON,45.28424,6.35799,0.1336995661258697,22.505,-0.15133177,5.079508196721313,6.922633647918701,,,1
Herva,61.565819,7.86585,0.4479846656322479,1.238,,5.560109289617484,9.182161331176758,,,1
Hesjeberg,68.730314,17.470616,0.5445501208305359,0.715,,5.09262295081967,4.97155237197876,,,1
Hestefoss Kraftwerk,69.1175,29.2419,0.2421885728836059,127.16,,1.6786885245901648,1.3908707,,,1
Hidroelektrana Velebit / Velebit pump,44.200733,15.681117,0.218093916773796,12.995,-0.2770644,5.393989071038251,9.088175773620604,,,1
Hieflau,47.6,14.7333,0.8173651099205017,72.439,-0.6968231,3.635245901639343,15.606390953063965,,,1
Hierzman-Speicher,47.016998,15.125,0.7896549701690674,1.089,-0.7076698,3.0562841530054654,8.563517570495605,,,1
Hietamankoski,62.599444,25.575,0.4647442400455475,12.01,-0.4619035,2.0382513661202184,3.1278975009918213,,,1
Hillion,48.5028,-2.6463,0.6561174988746643,0.201,-0.6172579,2.5316939890710377,1.1345784664154053,,,1
Hilmonkoski,63.063333,25.337222,0.7198198437690735,0.495,-0.6496884,2.142622950819674,2.87730073928833,,,1
Hinkua,63.701944,25.352222,,1.689,0.016158242,2.035245901639345,0.4684890210628509,,,1
Hintersand,46.921829,8.999644,0.4694330990314483,5.865,,5.7907103825136605,5.9390025,,,1
Hinterthal (Muota),46.971005,8.782497,0.7477788925170898,3.743,,4.822950819672128,17.220121,,,1
Hinøgla,61.495152,9.278089,0.4581546783447265,6.585,,2.5426229508196725,7.354656219482422,,,1
Hirfanl? Dam,39.2731,33.5184,0.1207085400819778,109.517,,0.9519125683060102,6.13699,,,1
Hirvikoski,62.809444,23.035833,0.705569326877594,0.839,-0.65967834,2.1371584699453563,2.452484369277954,,,1
Hisvatn,58.609254,6.895574,0.6776385307312012,0.869,,6.313114754098362,8.385636329650879,,,1
Hjalta,63.1837,17.0968,0.3946788609027862,177.216,,1.8852459016393448,2.726362,,,1
Hjartdøla,59.608253,8.713219,0.741943359375,4.704,,4.542896174863386,14.986355781555176,,,1
Hjelmeland,59.223845,6.219298,0.6615996360778809,2.695,,7.839344262295079,8.5642671585083,,,1
Hnevkovice,49.180417,14.447083,0.3184831142425537,26.427,0.09300134,2.110655737704918,5.371875286102295,,,1
Hodnaberg,60.55784,6.211286,0.3946051895618438,2.115,,8.501639344262294,5.940511226654053,,,1
Hofsfoss,60.185024,10.241127,0.2150566577911377,95.013,,2.749453551912568,4.515194416046143,,,1
Hogga,59.310502,9.045155,0.4998334050178528,85.809,,3.527049180327868,10.255166053771973,,,1
Hogstad,59.321348,9.657249,0.6414210796356201,3.08,,3.706830601092895,5.574874401092529,,,1
Hohenwarte,50.614334,11.492128,0.2051577568054199,12.873,,2.5472677595628435,10.284453392028809,,,1
Hojum Hojum Hydroelectric Power Plant Sweden - Hojum Hydroelectric Power Plant Sweden,58.2802,12.278516,0.3884910643100738,543.52,,2.920765027322404,4.932758,,,1
Hol I (Urunda),60.62675,8.181679,0.4450821280479431,20.786,,3.321584699453552,9.779918670654297,,,1
Hol I (Votna),60.626677,8.182144,0.442764401435852,20.786,,3.321584699453552,10.28079891204834,,,1
Hol II,60.611234,8.26258,0.6393774747848511,20.786,,3.0338797814207648,10.204522132873535,,,1
Hol III,60.58293,8.404554,0.7297464609146118,37.25,,2.864480874316944,11.215105056762695,,,1
Holen,59.346,7.2493,0.3721716403961181,14.792,,4.758196721311474,7.94970178604126,,,1
Holen,61.355592,7.086449,0.4530322551727295,0.144,,5.66584699453552,7.94970178604126,,,1
Holen I-II,59.353128,7.247817,0.6731385588645935,14.792,,5.397814207650272,14.64034652709961,,,1
Holen III,59.353127,7.247782,0.6736336350440979,14.792,,5.397814207650272,14.63830280303955,,,1
Holmen,60.849199,6.722972,0.5184038281440735,5.865,,7.136612021857919,23.63849830627441,,,1
Holsen,61.419767,6.158174,0.5940405130386353,0.953,,7.378688524590163,9.281161308288574,,,1
Holta,40.927281,20.220917,0.5584034323692322,2.259,-0.5377831,3.508469945355192,18.999589920043945,-0.09968966,-0.47305313,1
Hommelfoss,60.900223,5.617947,0.6981518864631653,10.959,,9.438524590163937,17.084243774414062,,,1
Hone,45.613561,7.738513,0.3896442949771881,2.975,,5.055737704918032,6.924729824066162,,,1
Hopflauenen leimboden,46.715113,8.277517,0.5408704876899719,5.682,,7.038251366120215,18.248863,,,1
Hopland,61.863325,6.321515,0.4867556691169739,0.571,,6.709836065573773,7.933550834655762,,,1
Hopselva,60.31221,5.669692,0.7505996227264404,1.456,,8.420765027322405,10.455326080322266,,,1
