name,latitude,longitude,ndvi,discharge,ndwi,precipitation,slope_degrees,ndbi,mndwi,label
,37.252083,35.689583,0.3964254856109619,0.864,,,0.9515058398246764,,,0
,37.25625,28.227083,0.1682440787553787,0.881,,1.571857923497268,1.4826985597610474,,,0
,37.25625,33.95625,0.3491880297660827,0.081,,0.99344262295082,4.430501461029053,,,0
,37.260417,58.222917,0.1567767113447189,7.55,,0.7303278688524587,0.2862741351127624,,,0
,37.264583,-5.66875,0.2361370921134948,2.328,,1.886338797814208,1.1122015714645386,,,0
,37.264583,28.214583,0.2182888984680175,1.772,,,0.9941321015357972,,,0
,37.28125,33.227083,0.5093693137168884,4.907,,,0.3305071890354156,,,0
,37.289583,14.027083,0.3031393587589264,6.745,,,1.859135389328003,,,0
,37.297917,32.014583,0.4105740189552307,3.629,,,0.3412206470966339,,,0
,37.302083,33.247917,0.5190789103507996,0.723,,0.7207650273224039,0.412990927696228,,,0
,37.31875,27.70625,0.4093724489212036,1.992,,2.0396174863387984,2.0216095447540283,,,0
,37.327083,14.052083,0.2561629116535187,6.284,,1.164754098360656,9.2313871383667,,,0
,37.339583,36.002083,0.5215773582458496,6.792,,3.011202185792349,0.8658202290534973,,,0
,37.34375,22.114583,0.6208364963531494,1.493,,2.184426229508198,1.8009473085403442,,,0
,37.34375,41.202083,0.2855821251869201,0.077,,,9.077157974243164,,,0
,37.347917,27.772917,-0.1668275296688079,2.523,,2.3655737704918045,2.9789376258850098,,,0
,37.347917,31.560417,0.2443003207445144,1.871,,2.246721311475409,11.446020126342772,,,0
,37.35625,54.53125,0.1218444854021072,2.034,,0.8169398907103822,0.2604116797447204,,,0
,37.360417,-2.05625,0.1195465102791786,1.285,,,6.506970405578613,,,0
,37.360417,43.189583,0.4011758267879486,1.905,,,22.05433654785156,,,0
,37.364583,42.327083,0.342068612575531,5.983,,2.354644808743169,8.86117935180664,,,0
,37.38125,45.89375,0.0407605543732643,2.786,,,0.3788460791110992,,,0
,37.385417,45.877083,0.0435028262436389,2.786,,1.0120218579234976,0.4310019612312317,,,0
,37.389583,-8.65625,0.3885947167873382,0.187,,2.181693989071038,8.523645401000977,,,0
,37.389583,-6.647917,0.2392474561929702,8.961,,,2.530773401260376,,,0
,37.402083,22.43125,0.4305208027362823,1.338,,1.3595628415300554,3.764281988143921,,,0
,37.41875,49.510417,0.676597535610199,3.45,,4.427868852459016,0.4988569319248199,,,0
,37.43125,-8.752083,0.4455034136772156,2.254,,1.9180327868852465,4.984096527099609,,,0
,37.447917,31.00625,0.5432923436164856,0.346,,2.6330601092896178,16.179046630859375,,,0
,37.48125,43.072917,0.5395055413246155,0.277,,,15.341615676879885,,,0
,37.48125,47.53125,0.3469110429286957,8.888,,1.200819672131147,8.90726375579834,,,0
,37.49375,27.497917,,1.142,,,0.0,,,0
,37.49375,36.039583,0.5343047976493835,2.281,,2.9013661202185808,4.926056861877441,,,0
,37.497917,43.035417,0.4338427782058716,0.32,,2.9150273224043737,19.212276458740234,,,0
,37.510417,-4.864583,0.474624752998352,1.361,,1.518306010928962,1.988919734954834,,,0
,37.514583,34.60625,0.4750109016895294,0.11,,1.615027322404372,3.2910218238830566,,,0
,37.51875,28.985417,0.6170914769172668,0.455,,1.0013661202185793,0.4414804577827453,,,0
,37.55625,48.23125,0.3681155145168304,8.451,,1.835245901639344,16.10920524597168,,,0
,37.564583,40.19375,0.2362482398748397,1.217,,,1.2097759246826172,,,0
,37.589583,27.889583,0.4989149868488312,2.803,,,2.927114725112915,,,0
,37.622917,47.135417,0.1827545762062072,1.272,,,5.458942890167236,,,0
,37.635417,30.052083,0.1600200980901718,3.311,,0.9516393442622948,0.2843863666057586,,,0
,37.647917,30.872917,,6.922,,2.090983606557378,1.829967737197876,,,0
,37.660417,-2.677083,0.1905096620321273,2.494,,0.7524590163934427,3.862285852432251,,,0
,37.660417,44.152083,0.2771758437156677,6.071,,1.7893442622950828,18.259584426879883,,,0
,37.664583,37.339583,0.3669276237487793,1.743,,1.898633879781421,6.29485559463501,,,0
,37.66875,-5.71875,0.3945884704589844,1.509,,2.103278688524591,5.757346153259277,,,0
,37.677083,56.247917,0.0902814045548439,1.347,,,1.8942437171936035,,,0
,37.69375,-1.747917,0.1702758520841598,1.448,,0.6920765027322404,1.4202369451522827,,,0
,37.714583,57.102083,0.3263536393642425,5.834,,,8.332906723022461,,,0
,37.722917,12.960417,0.3792135715484619,5.354,,,3.4842679500579834,,,0
,37.722917,31.677083,,4.482,,,0.0,,,0
,37.73125,39.06875,0.2728383839130401,4.342,,,2.0163590908050537,,,0
,37.73125,40.672917,0.3651365339756012,0.134,,1.449180327868853,1.8623199462890625,,,0
,37.735417,-6.810417,0.3412348330020904,2.092,,2.082513661202186,4.690402507781982,,,0
,37.735417,37.539583,0.3832968771457672,1.313,,1.7868852459016384,0.2923009395599365,,,0
,37.735417,42.36875,0.2859100103378296,1.761,,,9.380203247070312,,,0
,37.739583,37.372917,0.4226738214492798,2.552,,,11.430822372436523,,,0
,37.74375,57.18125,0.2697559595108032,0.045,,,4.1388325691223145,,,0
,37.75625,44.08125,0.2462414503097534,8.546,,1.283879781420766,12.3465576171875,,,0
,37.760417,40.06875,0.2548873424530029,0.138,,,2.437394857406616,,,0
,37.764583,48.289583,0.2887334525585174,1.893,,,2.458146572113037,,,0
,37.777083,-6.814583,0.1028796881437301,1.513,,2.2852459016393443,7.520376682281494,,,0
,37.78125,40.59375,0.5574761033058167,1.093,,,2.0219576358795166,,,0
,37.810417,39.03125,0.0085872523486614,2.181,,,4.379154682159424,,,0
,37.810417,61.410417,0.2995218634605407,1.81,,,0.2382821291685104,,,0
,37.84375,39.13125,0.178190141916275,1.789,,1.5243169398907104,4.812453269958496,,,0
,37.847917,36.160417,0.4197169840335846,1.256,,,14.943559646606444,,,0
,37.872917,-7.28125,0.541364848613739,6.2,,1.591530054644809,12.717602729797363,,,0
,37.88125,37.389583,0.383335679769516,0.221,,,10.687421798706056,,,0
,37.889583,37.40625,0.3636577725410461,0.133,,,13.987309455871582,,,0
,37.89375,21.639583,0.5827533602714539,1.145,,2.1319672131147542,8.483970642089844,,,0
,37.902083,47.53125,0.5644991993904114,1.809,,1.4991803278688531,0.4105684459209442,,,0
,37.910417,36.73125,0.2360257357358932,1.987,,1.7371584699453564,15.994268417358398,,,0
,37.914583,22.14375,0.4411547780036926,1.858,,,7.190976619720459,,,0
,37.922917,35.85625,0.5748379230499268,0.093,,1.8551912568306013,17.811311721801758,,,0
,37.927083,12.927083,0.3610426187515259,1.583,,1.580601092896175,2.3202126026153564,,,0
,37.927083,43.502083,0.3142213821411133,0.129,,,11.10346508026123,,,0
,37.939583,34.647917,0.5172601342201233,1.872,,,1.3430907726287842,,,0
,37.952083,43.43125,0.2121705263853073,2.348,,,12.44883155822754,,,0
,37.985417,14.177083,0.4069469273090362,0.208,,,7.401965618133545,,,0
,37.989583,-7.060417,0.4885745048522949,1.947,,1.5704918032786894,7.099303245544434,,,0
,37.997917,39.939583,0.366304874420166,1.128,,1.6508196721311474,1.0000866651535034,,,0
,38.00625,40.602083,0.3644123375415802,6.384,,1.8745901639344271,2.9920780658721924,,,0
,38.01875,22.55625,0.5696431398391724,0.967,,1.7491803278688542,12.533714294433594,,,0
,38.03125,21.335417,0.4606759250164032,1.308,,,0.7812353372573853,,,0
,38.035417,-3.127083,0.305075466632843,4.859,,1.4489071038251369,2.880709648132324,,,0
,38.072917,47.222917,0.2778254449367523,1.546,,1.4155737704918043,1.5974652767181396,,,0
,38.08125,48.085417,0.389569878578186,0.048,,,3.269287586212158,,,0
,38.089583,21.95625,0.6418189406394958,0.613,,2.278688524590165,16.11339569091797,,,0
,38.097917,21.727083,0.4477258324623108,0.097,,2.5633879781420768,2.0997471809387207,,,0
,38.097917,48.360417,0.3167640268802643,3.087,,1.2043715846994545,0.8665050864219666,,,0
,38.114583,59.435417,0.0613590143620967,3.38,,,0.9951396584510804,,,0
,38.11875,-8.439583,0.4689276218414306,0.082,,1.298633879781421,3.429028987884521,,,0
,38.127083,42.589583,0.4340857565402984,1.071,,2.758196721311477,18.84222412109375,,,0
,38.127083,60.70625,0.0728798806667327,3.493,,,0.7449489235877991,,,0
,38.135417,21.39375,0.6267356276512146,1.377,,,0.2514500617980957,,,0
,38.139583,36.214583,0.3478560447692871,1.426,,1.3125683060109294,4.886778354644775,,,0
,38.14375,31.002083,0.4287267625331878,2.534,,,0.5374106168746948,,,0
,38.15625,29.41875,0.672720730304718,0.022,,0.853005464480874,2.250230550765991,,,0
,38.185417,29.397917,0.7239218950271606,4.197,,0.8800546448087426,3.470622539520264,,,0
,38.189583,57.00625,0.4961932003498077,2.256,,1.3040983606557384,2.5711371898651123,,,0
,38.197917,57.002083,0.6249974966049194,2.256,,,4.21717643737793,,,0
,38.202083,29.21875,0.479381263256073,9.56,,0.9655737704918034,2.064273834228516,,,0
,38.21875,29.177083,0.2936951220035553,1.653,,0.9655737704918034,9.027938842773438,,,0
,38.239583,-5.177083,0.3098569214344024,1.734,,,3.538795232772827,,,0
,38.239583,-3.402083,0.2109468728303909,0.051,,1.3622950819672142,8.306195259094238,,,0
,38.24375,56.814583,0.4144054651260376,0.09,,,3.4712839126586914,,,0
,38.25625,37.53125,0.3509859144687652,2.102,,1.044808743169399,3.596693754196167,,,0
,38.26875,42.652083,0.7577921152114868,0.621,,1.874316939890712,15.628226280212402,,,0
,38.289583,28.664583,0.4335158765316009,0.923,,0.6081967213114753,0.2745973765850067,,,0
,38.29375,23.69375,0.3341924250125885,0.377,,1.410655737704919,4.30385160446167,,,0
,38.29375,29.85625,0.4983534216880798,1.635,,1.0032786885245897,0.5422142148017883,,,0
,38.297917,56.74375,0.5588433742523193,0.118,,1.4139344262295097,5.382483959197998,,,0
,38.302083,-6.710417,0.5136303305625916,1.204,,,2.3365800380706787,,,0
,38.31875,36.414583,0.210016131401062,0.12,,1.4464480874316945,4.470319747924805,,,0
,38.339583,38.064583,0.2958729863166809,0.096,,,5.953744411468506,,,0
,38.339583,41.839583,0.4597974717617035,0.121,,3.112568306010929,15.990429878234863,,,0
,38.34375,33.910417,0.3571553230285644,1.76,,1.008469945355191,0.3245388269424438,,,0
,38.347917,32.102083,0.4527217745780945,1.971,,,0.521645724773407,,,0
,38.352083,48.422917,0.300100564956665,6.716,,1.63360655737705,0.3160254955291748,,,0
,38.35625,58.71875,0.0491797402501106,0.005,,0.5669398907103823,0.3239860236644745,,,0
,38.36875,-3.94375,0.5398736596107483,3.541,,1.6327868852459018,11.0600004196167,,,0
,38.389583,-1.872917,0.0410777069628238,0.046,,1.10327868852459,0.0,,,0
,38.389583,29.410417,0.3856828510761261,3.084,,0.8754098360655734,12.735669136047363,,,0
,38.389583,40.527083,0.4476486444473266,0.875,,2.1379781420765034,2.431905031204224,,,0
,38.402083,47.260417,0.6563615202903748,0.062,,1.8215846994535525,9.157732963562012,,,0
,38.41875,-7.672917,0.1725519597530365,7.582,,,4.235875606536865,,,0
,38.41875,35.85625,0.416245698928833,0.317,,1.2330601092896183,0.4412607550621032,,,0
,38.427083,-3.94375,0.3766413927078247,0.019,,1.630874316939891,11.28682804107666,,,0
,38.427083,28.477083,0.3850498795509338,0.062,,,0.3665846586227417,,,0
,38.44375,58.564583,0.0581199042499065,0.013,,0.7062841530054643,1.3549407720565796,,,0
,38.464583,58.489583,0.0818874910473823,1.292,,0.6524590163934422,0.8321003913879395,,,0
,38.472917,16.035417,0.5549319386482239,2.055,,,4.0418701171875,,,0
,38.472917,36.49375,0.5910144448280334,1.511,,1.2062841530054655,1.851938247680664,,,0
,38.477083,29.577083,0.2520189881324768,2.206,,,7.715578079223633,,,0
,38.48125,41.035417,0.0650764554738998,9.416,,2.5920765027322408,6.212894439697266,,,0
,38.48125,44.80625,0.4563043117523193,2.189,,1.107103825136613,8.049165725708008,,,0
,38.49375,21.935417,0.7365493178367615,7.332,,3.349726775956286,19.90355682373047,,,0
,38.510417,22.85625,0.6614170670509338,8.054,,,0.6107487082481384,,,0
,38.51875,42.410417,,3.704,,1.549453551912569,0.0,,,0
,38.51875,46.760417,0.3874973654747009,1.096,,1.208469945355192,5.243618965148926,,,0
,38.522917,22.189583,0.0536369569599628,1.291,,,3.9077937602996826,,,0
,38.535417,42.622917,,4.142,,1.2734972677595633,0.0,,,0
,38.547917,27.610417,0.569969117641449,7.11,,,0.7420875430107117,,,0
,38.560417,40.960417,0.3087754249572754,1.25,,2.3505464480874325,8.422359466552734,,,0
,38.564583,45.060417,0.4620226621627807,1.576,,0.5860655737704917,0.4443002045154571,,,0
,38.589583,-8.652083,0.5696158409118652,2.642,,1.7415300546448085,2.3737542629241943,,,0
,38.589583,28.060417,0.477710098028183,1.679,,1.186612021857923,0.2972037494182586,,,0
,38.589583,48.797917,0.6545789241790771,1.247,,2.466939890710383,4.8468451499938965,,,0
,38.59375,-4.802083,0.3683408200740814,2.691,,,5.845807075500488,,,0
,38.63125,40.739583,0.5998319983482361,1.963,,,16.792268753051758,,,0
,38.635417,-7.422917,0.133666455745697,1.235,,1.6087431693989078,2.089672088623047,,,0
,38.635417,31.189583,0.6095073223114014,3.737,,,0.1757282763719558,,,0
,38.639583,36.06875,0.5118755102157593,0.447,,1.0300546448087435,1.1546430587768557,,,0
,38.647917,21.78125,0.6632575988769531,4.742,,2.8882513661202185,22.439990997314453,,,0
,38.647917,43.927083,0.5083144307136536,0.147,,,1.0616776943206787,,,0
,38.660417,33.377083,,3.105,,,0.0,,,0
,38.664583,31.01875,0.4154628813266754,4.584,,,0.3473661243915558,,,0
,38.672917,-8.80625,0.4696168899536133,0.196,,1.6524590163934432,2.323329210281372,,,0
,38.677083,29.139583,0.4166982471942901,0.779,,1.3275956284153,0.8880259990692139,,,0
,38.697917,29.735417,0.3236786723136902,1.3,,1.118306010928961,0.4898949563503265,,,0
,38.70625,27.45625,0.5290693044662476,3.403,,1.5423497267759565,0.5245034694671631,,,0
,38.714583,37.38125,0.6927779316902161,4.628,,,3.438507080078125,,,0
,38.727083,31.860417,0.6069852709770203,0.953,,0.8349726775956283,0.3082855939865112,,,0
,38.74375,-8.90625,0.2300480902194976,2.707,,,0.471498042345047,,,0
,38.752083,35.460417,0.1883668899536132,6.783,,1.35601092896175,1.243064045906067,,,0
,38.75625,16.23125,0.5772371292114258,2.808,,,3.426628589630127,,,0
,38.772917,28.68125,0.3227027356624603,0.044,,1.1032786885245902,5.921865463256836,,,0
,38.777083,28.50625,0.4274172782897949,4.266,,,10.1049165725708,,,0
,38.777083,30.55625,0.1923520117998123,1.198,,,0.4061282873153686,,,0
,38.785417,28.24375,0.3798701465129852,0.141,,,8.257744789123535,,,0
,38.79375,28.93125,0.3590423166751861,2.304,,1.169125683060109,7.3795037269592285,,,0
,38.79375,41.985417,0.3546931743621826,2.805,,,8.643457412719727,,,0
,38.80625,43.85625,-0.1877535432577133,0.457,,1.5196721311475423,2.421602725982666,,,0
,38.83125,35.539583,0.3183766007423401,4.897,,,0.3094959557056427,,,0
,38.83125,56.860417,0.0465051718056201,0.464,,0.6095628415300546,0.1452129185199737,,,0
,38.872917,-6.960417,0.2821375131607055,0.51,,,3.0142922401428223,,,0
,38.872917,40.414583,0.2388003915548324,1.082,,,16.130903244018555,,,0
,38.877083,33.377083,,0.011,,,0.8193351626396179,,,0
,38.885417,45.002083,0.4828658103942871,0.021,,,0.5573596954345703,,,0
,38.897917,37.61875,0.4968390762805938,0.063,,,6.124828338623047,,,0
,38.910417,29.039583,0.4151725471019745,1.383,,1.3240437158469944,5.73117208480835,,,0
,38.914583,56.09375,0.1035164073109626,0.042,,,4.225265026092529,,,0
,38.91875,56.039583,0.1022886484861373,4.316,,0.7868852459016398,2.066378593444824,,,0
,38.935417,-0.635417,0.4435230493545532,1.562,,1.23224043715847,1.830569863319397,,,0
,38.947917,40.939583,0.3358794748783111,0.206,,,6.269577503204346,,,0
,38.952083,48.38125,0.3167236745357513,2.047,,,14.73119068145752,,,0
,38.964583,47.010417,0.1890333443880081,1.303,,1.8642076502732263,10.518157958984377,,,0
,39.022917,-1.79375,0.381746768951416,0.028,,,0.6906073093414307,,,0
,39.03125,38.31875,0.3566344678401947,1.496,,1.926229508196721,17.099740982055664,,,0
,39.03125,39.247917,0.442713588476181,1.572,,1.7685792349726783,8.651792526245117,,,0
,39.04375,43.760417,0.2505950927734375,2.332,,1.7516393442622964,3.903954982757568,,,0
,39.05625,46.94375,0.3399581611156463,1.754,,,5.718478679656982,,,0
,39.060417,38.910417,0.2760197222232818,4.851,,1.3177595628415306,11.546277046203612,,,0
,39.064583,-2.039583,0.2053370624780655,1.999,,1.0500000000000005,0.4400840401649475,,,0
,39.06875,21.272917,0.346034288406372,1.453,,2.992896174863389,4.327888488769531,,,0
,39.06875,30.19375,0.484620988368988,0.658,,,0.2942078113555908,,,0
,39.077083,27.447917,0.3355484008789062,1.398,,1.6396174863387982,4.311651706695557,,,0
,39.09375,42.347917,0.3729651868343353,1.569,,1.4663934426229512,1.4925554990768433,,,0
,39.10625,37.24375,0.4096693992614746,0.309,,1.138251366120219,0.5212616920471191,,,0
,39.147917,31.422917,0.4892703592777252,2.602,,0.8448087431693986,1.3744354248046875,,,0
,39.160417,42.71875,0.3717128038406372,1.314,,1.4587431693989077,1.174552321434021,,,0
,39.164583,42.99375,0.4137066900730133,1.695,,,1.7818628549575806,,,0
,39.177083,44.477083,-0.1583678722381591,0.032,,1.5265027322404372,0.25702103972435,,,0
,39.185417,28.552083,0.6471143364906311,0.145,,1.577049180327869,5.940195560455322,,,0
,39.189583,41.127083,0.5978800654411316,0.223,,,1.360532522201538,,,0
,39.214583,26.96875,0.6087678670883179,2.617,,2.644262295081968,12.184560775756836,,,0
,39.214583,37.110417,0.3508007824420929,0.089,,,0.88857501745224,,,0
,39.21875,-6.847917,-0.0631005987524986,3.587,,1.7439890710382508,4.819518566131592,,,0
,39.227083,-8.622917,0.5527224540710449,0.271,,1.924043715846996,0.5820978283882141,,,0
,39.23125,27.314583,-0.3369178771972656,1.532,,2.075409836065574,0.4072210788726806,,,0
,39.252083,-7.54375,0.4087693989276886,0.26,,,4.091422080993652,,,0
,39.252083,-3.102083,0.2539949119091034,1.771,,1.2781420765027331,0.820669949054718,,,0
,39.260417,-8.785417,0.5249804854393005,1.731,,1.9478142076502736,2.4559898376464844,,,0
,39.260417,-1.564583,0.3118071258068084,1.32,,,2.3675663471221924,,,0
,39.26875,22.51875,0.5419447422027588,2.595,,1.3374316939890711,4.079989433288574,,,0
,39.28125,-3.239583,0.2441962659358978,0.198,,,0.3657427728176117,,,0
,39.285417,29.652083,0.330792635679245,0.915,,0.9732240437158468,6.670004844665527,,,0
,39.30625,-3.19375,0.2911064326763153,6.441,,,0.3617657721042633,,,0
,39.33125,38.10625,0.521028995513916,2.124,,,2.159226655960083,,,0
,39.34375,39.185417,0.6426681876182556,4.278,,,2.0307512283325195,,,0
,39.347917,9.564583,0.3871580362319946,0.776,,,0.8789598345756531,,,0
,39.347917,28.96875,0.4017973244190216,2.579,,1.4106557377049185,6.221894264221191,,,0
,39.35625,30.589583,0.4373698830604553,1.421,,,6.599003791809082,,,0
,39.385417,-2.460417,0.2659502029418945,0.378,,1.3775956284153006,0.9254111051559448,,,0
,39.385417,33.264583,0.1182929202914238,2.084,,0.8133879781420762,0.399264395236969,,,0
,39.385417,39.772917,0.4260353446006775,2.119,,2.2366120218579244,19.42217254638672,,,0
,39.39375,48.785417,0.3941633999347687,2.191,,,0.4759503304958343,,,0
,39.410417,41.06875,0.2942484319210052,4.539,,2.1254098360655744,3.741248846054077,,,0
,39.427083,31.08125,0.410402774810791,5.192,,0.6879781420765021,0.3889400660991668,,,0
,39.460417,40.697917,0.578586995601654,2.432,,2.340710382513662,1.2548117637634275,,,0
,39.49375,33.352083,0.4484935104846954,2.872,,0.8210382513661196,0.8347519636154175,,,0
,39.53125,48.710417,0.2611229121685028,2.046,,,0.1677909642457962,,,0
,39.539583,27.05625,0.4360817372798919,0.227,,,1.3508930206298828,,,0
,39.547917,28.560417,0.5472413897514343,1.143,,,9.751693725585938,,,0
,39.58125,36.622917,0.3882896602153778,3.826,,1.2489071038251378,2.461029291152954,,,0
,39.58125,42.477083,0.1576667428016662,2.191,,,8.885018348693848,,,0
,39.602083,22.23125,0.546841025352478,1.187,,,0.5210598707199097,,,0
,39.627083,37.14375,0.375230997800827,0.277,,1.554098360655739,1.574570655822754,,,0
,39.63125,38.477083,0.1478179991245269,5.197,,,9.71724796295166,,,0
,39.639583,41.93125,0.6241011023521423,0.236,,,2.774341106414795,,,0
,39.64375,22.65625,0.4553737342357635,0.548,,1.512841530054645,0.2482476979494094,,,0
,39.647917,-3.260417,0.4149757921695709,1.271,,,0.3345848619937897,,,0
,39.66875,29.039583,0.428881287574768,3.812,,,7.587818622589111,,,0
,39.672917,-0.91875,,0.077,,1.2221311475409835,3.908378839492798,,,0
,39.677083,27.602083,0.4268128871917724,8.109,,,3.008330583572388,,,0
,39.68125,32.78125,0.4160118997097015,1.448,,,0.4684062600135803,,,0
,39.69375,46.33125,0.6344030499458313,1.123,,1.6300546448087423,11.844572067260742,,,0
,39.70625,-0.939583,0.2094665318727493,5.139,,1.2877049180327869,7.758490562438965,,,0
,39.70625,43.060417,0.4111381769180298,3.925,,1.7519125683060124,2.7466580867767334,,,0
,39.71875,39.414583,0.0340751782059669,4.533,,,0.9420852661132812,,,0
,39.73125,-8.81875,0.6861819624900818,1.988,,2.690437158469947,4.985481262207031,,,0
,39.739583,42.89375,0.4529766738414764,4.872,,1.5172131147540986,0.6696228384971619,,,0
,39.764583,32.789583,,2.423,,1.2382513661202186,0.130086213350296,,,0
,39.79375,26.335417,0.6875618100166321,2.404,,,2.4081132411956787,,,0
,39.797917,33.960417,0.2575429081916809,6.782,,0.9270491803278692,3.644109725952149,,,0
,39.814583,31.102083,0.4442730844020843,2.125,,,1.83410120010376,,,0
,39.822917,26.58125,0.5540936589241028,4.717,,1.9273224043715849,0.7983770370483398,,,0
,39.827083,33.285417,0.3310898542404175,0.083,,0.9775956284153012,1.067355751991272,,,0
,39.83125,28.90625,0.4368933737277984,0.147,,1.4472677595628425,7.896736145019531,,,0
,39.83125,33.289583,0.3406164646148681,3.651,,0.9775956284153012,1.153808355331421,,,0
,39.847917,39.314583,0.2163883298635482,1.771,,,10.467119216918944,,,0
,39.889583,35.735417,0.4624041020870209,0.107,,1.2147540983606564,6.768829822540283,,,0
,39.889583,40.039583,0.1439282000064849,0.514,,1.269398907103826,9.944318771362305,,,0
,39.897917,21.072917,0.7704450488090515,2.788,,2.660109289617488,21.101093292236328,,,0
,39.90625,40.04375,0.4586771428585052,2.274,,1.269398907103826,3.822198152542114,,,0
,39.90625,46.810417,0.690901517868042,2.15,,,3.803581953048706,,,0
,39.914583,27.65625,0.4299215674400329,2.166,,,4.949882984161377,,,0
,39.927083,37.352083,0.3818917572498321,1.931,,,3.885059356689453,,,0
,39.939583,-8.635417,0.7145352959632874,2.917,,2.889617486338799,1.1809757947921753,,,0
,39.96875,26.935417,0.5016247630119324,1.672,,2.001092896174864,1.993542551994324,,,0
,39.972917,41.65625,0.5879921913146973,2.762,,2.069945355191257,0.8765355348587036,,,0
,39.99375,-2.252083,0.4962246119976043,5.458,,1.7450819672131157,5.155757904052734,,,0
,39.99375,29.564583,0.6545981764793396,0.321,,,6.256696701049805,,,0
,40.002083,8.585417,0.3051968514919281,1.444,,,0.5799574255943298,,,0
,40.014583,36.20625,0.4958125054836273,4.055,,,1.1923507452011108,,,0
,40.014583,36.210417,0.4271158277988434,3.123,,1.3658469945355198,1.38673734664917,,,0
,40.014583,47.710417,0.1818613857030868,8.244,,1.1688524590163938,0.3867926001548767,,,0
,40.035417,-2.235417,0.57822185754776,4.815,,1.719945355191257,1.931089282035828,,,0
,40.035417,22.110417,0.4647032618522644,1.259,,1.8322404371584704,2.471036434173584,,,0
,40.039583,21.014583,0.6774824261665344,1.643,,2.688797814207652,17.473905563354492,,,0
,40.039583,32.577083,0.0843185260891914,5.231,,,0.7514388561248779,,,0
,40.047917,29.610417,0.5902506709098816,3.995,,,1.3497402667999268,,,0
,40.06875,32.59375,0.0519324019551277,5.135,,1.0472677595628417,1.0264068841934204,,,0
,40.077083,39.56875,0.2689850032329559,2.036,,,11.12317180633545,,,0
,40.08125,26.527083,-0.1753169745206833,2.521,,1.4491803278688535,3.4462852478027344,,,0
,40.089583,20.360417,0.7376437783241272,1.657,,3.6185792349726777,9.782326698303224,,,0
,40.09375,38.402083,0.5065788626670837,0.72,,,3.169682741165161,,,0
,40.114583,-4.014583,0.5887013673782349,4.492,,1.506830601092897,2.66841983795166,,,0
,40.122917,-8.65625,0.5137103796005249,7.102,,2.774316939890712,0.3471595346927643,,,0
,40.122917,46.060417,0.3486532270908355,2.231,,3.5562841530054623,15.234015464782717,,,0
,40.13125,34.91875,0.3983746170997619,2.982,,1.2633879781420774,0.4974308609962463,,,0
,40.160417,-4.989583,0.29233118891716,0.12,,2.610109289617488,2.2462751865386963,,,0
,40.16875,-6.660417,0.6145512461662292,1.545,,2.8765027322404384,6.772988319396973,,,0
,40.18125,-1.210417,0.2000040113925933,0.028,,1.3775956284153006,8.8999662399292,,,0
,40.214583,-1.88125,0.5619844794273376,1.457,,,11.558149337768556,,,0
,40.214583,28.022917,,2.354,,1.7502732240437169,0.0,,,0
,40.222917,20.827083,0.4476625621318817,9.089,,2.5642076502732247,14.631365776062012,,,0
,40.227083,29.46875,0.3685050904750824,1.062,,,0.2972981333732605,,,0
,40.227083,37.59375,0.1951517015695572,3.665,,1.9978142076502745,15.923622131347656,,,0
,40.235417,20.872917,0.160458356142044,6.865,,,10.907458305358888,,,0
,40.24375,30.789583,0.0057602562010288,0.925,,,4.6326985359191895,,,0
,40.260417,27.310417,0.4981687068939209,3.153,,2.093989071038252,0.3050968945026397,,,0
,40.28125,30.022917,0.4786743223667145,0.261,,,4.726470470428467,,,0
,40.297917,47.260417,0.5403263568878174,0.012,,,0.1954474300146103,,,0
,40.30625,-3.602083,0.3367646336555481,5.522,,,1.1773544549942017,,,0
,40.30625,20.014583,0.3257453739643097,3.473,,,5.561236381530762,,,0
,40.30625,48.064583,0.2852513790130615,7.443,,,0.1171071901917457,,,0
,40.31875,21.722917,0.352230042219162,1.402,,,0.3421278297901153,,,0
,40.31875,30.13125,0.4523437917232513,7.583,,1.5316939890710393,6.801058769226074,,,0
,40.322917,33.285417,-0.1461176574230194,2.703,,,1.97430431842804,,,0
,40.34375,32.91875,0.0719317495822906,1.351,,,7.326101779937744,,,0
,40.347917,40.039583,0.6444348692893982,4.453,,1.492349726775956,2.1338226795196533,,,0
,40.364583,15.760417,0.6246113181114197,0.98,,2.230601092896176,1.0835552215576172,,,0
,40.364583,16.522917,0.3352892994880676,0.289,,1.503005464480875,3.879533290863037,,,0
,40.38125,31.835417,0.4396005868911743,0.069,,1.2590163934426235,17.269384384155273,,,0
,40.39375,-3.94375,0.6151731014251709,2.612,,1.325409836065574,2.9101672172546387,,,0
,40.43125,20.864583,0.5556166172027588,1.206,,,11.870646476745604,,,0
,40.44375,29.477083,,9.264,,,0.0,,,0
,40.447917,37.835417,0.5940582156181335,0.212,,2.585792349726776,9.84341049194336,,,0
,40.464583,37.772917,0.2307859659194946,5.555,,,9.800265312194824,,,0
,40.472917,39.460417,0.2989634275436401,0.104,,1.5592896174863395,14.769291877746582,,,0
,40.472917,40.664583,0.2331409007310867,1.246,,1.792349726775957,13.135828018188477,,,0
,40.49375,31.18125,0.6183990240097046,2.48,,,2.510000467300415,,,0
,40.510417,20.939583,0.6136273145675659,0.188,,,1.953263282775879,,,0
,40.522917,-8.664583,0.637992799282074,1.734,,3.528415300546446,2.5923237800598145,,,0
